,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2025,0.05870000000
1,gas,R1,gasCCGT,2030,0.01400000000
2,wind,R1,windturbine,2030,0.01670000000
3,gas,R1,gasCCGT,2025,0.08800000000
4,gas,R1,gasCCGT,2030,0.02090000000
5,wind,R1,windturbine,2030,0.02510000000
6,gas,R1,gasCCGT,2025,0.05870000000
7,gas,R1,gasCCGT,2030,0.01400000000
8,wind,R1,windturbine,2030,0.01670000000
9,gas,R1,gasCCGT,2025,0.08800000000
10,gas,R1,gasCCGT,2030,0.02090000000
11,wind,R1,windturbine,2030,0.02510000000
12,gas,R1,gasCCGT,2025,0.17610000000
13,gas,R1,gasCCGT,2030,0.04190000000
14,wind,R1,windturbine,2030,0.05010000000
15,gas,R1,gasCCGT,2025,0.11740000000
16,gas,R1,gasCCGT,2030,0.02790000000
17,wind,R1,windturbine,2030,0.03340000000
