,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2060,0.00600000000
1,gas,R1,gasCCGT,2060,0.00220000000
2,wind,R1,windturbine,2060,0.00050000000
3,gas,R1,gasCCGT,2065,0.00480000000
4,gas,R1,gasCCGT,2060,0.00900000000
5,gas,R1,gasCCGT,2060,0.00340000000
6,wind,R1,windturbine,2060,0.00080000000
7,gas,R1,gasCCGT,2065,0.00720000000
8,gas,R1,gasCCGT,2060,0.00600000000
9,gas,R1,gasCCGT,2060,0.00220000000
10,wind,R1,windturbine,2060,0.00050000000
11,gas,R1,gasCCGT,2065,0.00480000000
12,gas,R1,gasCCGT,2060,0.00900000000
13,gas,R1,gasCCGT,2060,0.00340000000
14,wind,R1,windturbine,2060,0.00080000000
15,gas,R1,gasCCGT,2065,0.00720000000
16,gas,R1,gasCCGT,2060,0.01790000000
17,gas,R1,gasCCGT,2060,0.00670000000
18,wind,R1,windturbine,2060,0.00150000000
19,gas,R1,gasCCGT,2065,0.01450000000
20,gas,R1,gasCCGT,2060,0.01200000000
21,gas,R1,gasCCGT,2060,0.00450000000
22,wind,R1,windturbine,2060,0.00100000000
23,gas,R1,gasCCGT,2065,0.00960000000
