,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2060,0.05710000000
1,CO2f,R1,gassupply1,2060,0.08740000000
2,gas,R1,gassupply1,2060,0.08570000000
3,CO2f,R1,gassupply1,2060,0.13120000000
4,gas,R1,gassupply1,2060,0.05710000000
5,CO2f,R1,gassupply1,2060,0.08740000000
6,gas,R1,gassupply1,2060,0.08570000000
7,CO2f,R1,gassupply1,2060,0.13120000000
8,gas,R1,gassupply1,2060,0.17130000000
9,CO2f,R1,gassupply1,2060,0.26230000000
10,gas,R1,gassupply1,2060,0.11420000000
11,CO2f,R1,gassupply1,2060,0.17490000000
