timeslice,commodity,year,asset,region,month,day,hour,technology,installed,supply
0,heat,2025,0,R1,all-year,all-week,night,gasboiler,2020,0.05380000000
0,heat,2025,1,R1,all-year,all-week,night,heatpump,2020,1.27960000000
0,heat,2030,1,R1,all-year,all-week,night,heatpump,2020,1.66670000000
0,CO2f,2025,0,R1,all-year,all-week,night,gasboiler,2020,3.47900000000
1,heat,2025,0,R1,all-year,all-week,morning,gasboiler,2020,0.08060000000
1,heat,2025,1,R1,all-year,all-week,morning,heatpump,2020,1.91940000000
1,heat,2030,1,R1,all-year,all-week,morning,heatpump,2020,2.50000000000
1,CO2f,2025,0,R1,all-year,all-week,morning,gasboiler,2020,5.21850000000
2,heat,2025,0,R1,all-year,all-week,afternoon,gasboiler,2020,0.05380000000
2,heat,2025,1,R1,all-year,all-week,afternoon,heatpump,2020,1.27960000000
2,heat,2030,1,R1,all-year,all-week,afternoon,heatpump,2020,1.66670000000
2,CO2f,2025,0,R1,all-year,all-week,afternoon,gasboiler,2020,3.47900000000
3,heat,2025,0,R1,all-year,all-week,early-peak,gasboiler,2020,0.08060000000
3,heat,2025,1,R1,all-year,all-week,early-peak,heatpump,2020,1.91940000000
3,heat,2030,1,R1,all-year,all-week,early-peak,heatpump,2020,2.50000000000
3,CO2f,2025,0,R1,all-year,all-week,early-peak,gasboiler,2020,5.21850000000
4,heat,2025,0,R1,all-year,all-week,late-peak,gasboiler,2020,0.16130000000
4,heat,2025,1,R1,all-year,all-week,late-peak,heatpump,2020,3.83870000000
4,heat,2030,1,R1,all-year,all-week,late-peak,heatpump,2020,5.00000000000
4,CO2f,2025,0,R1,all-year,all-week,late-peak,gasboiler,2020,10.43710000000
5,heat,2025,0,R1,all-year,all-week,evening,gasboiler,2020,0.10750000000
5,heat,2025,1,R1,all-year,all-week,evening,heatpump,2020,2.55910000000
5,heat,2030,1,R1,all-year,all-week,evening,heatpump,2020,3.33330000000
5,CO2f,2025,0,R1,all-year,all-week,evening,gasboiler,2020,6.95810000000
