asset,commodity,day,hour,installed,month,region,supply,technology,timeslice,year
3,heat,all-week,evening,2020,all-year,R2,1.11110000000,gasboiler,5,2025
5,heat,all-week,evening,2020,all-year,R2,0.22220000000,heatpump,5,2025
0,CO2f,all-week,evening,2020,all-year,R1,17.97500000000,gasboiler,5,2025
3,CO2f,all-week,evening,2020,all-year,R1,71.90000000000,gasboiler,5,2025
0,CO2f,all-week,evening,2020,all-year,R2,17.97500000000,gasboiler,5,2025
3,CO2f,all-week,evening,2020,all-year,R2,71.90000000000,gasboiler,5,2025
1,heat,all-week,night,2020,all-year,R1,0.54600000000,heatpump,0,2030
2,heat,all-week,night,2025,all-year,R1,0.28740000000,heatpump,0,2030
4,heat,all-week,night,2020,all-year,R1,0.43100000000,gasboiler,0,2030
5,heat,all-week,night,2025,all-year,R1,0.17240000000,gasboiler,0,2030
7,heat,all-week,night,2020,all-year,R1,0.11490000000,heatpump,0,2030
8,heat,all-week,night,2025,all-year,R1,0.11490000000,heatpump,0,2030
1,heat,all-week,night,2020,all-year,R2,0.54600000000,heatpump,0,2030
2,heat,all-week,night,2025,all-year,R2,0.28740000000,heatpump,0,2030
4,heat,all-week,night,2020,all-year,R2,0.43100000000,gasboiler,0,2030
5,heat,all-week,night,2025,all-year,R2,0.17240000000,gasboiler,0,2030
7,heat,all-week,night,2020,all-year,R2,0.11490000000,heatpump,0,2030
8,heat,all-week,night,2025,all-year,R2,0.11490000000,heatpump,0,2030
4,CO2f,all-week,night,2020,all-year,R1,27.89220000000,gasboiler,0,2030
5,CO2f,all-week,night,2025,all-year,R1,11.15690000000,gasboiler,0,2030
4,CO2f,all-week,night,2020,all-year,R2,27.89220000000,gasboiler,0,2030
5,CO2f,all-week,night,2025,all-year,R2,11.15690000000,gasboiler,0,2030
1,heat,all-week,morning,2020,all-year,R1,0.81900000000,heatpump,1,2030
2,heat,all-week,morning,2025,all-year,R1,0.43100000000,heatpump,1,2030
4,heat,all-week,morning,2020,all-year,R1,0.64660000000,gasboiler,1,2030
5,heat,all-week,morning,2025,all-year,R1,0.25860000000,gasboiler,1,2030
7,heat,all-week,morning,2020,all-year,R1,0.17240000000,heatpump,1,2030
8,heat,all-week,morning,2025,all-year,R1,0.17240000000,heatpump,1,2030
1,heat,all-week,morning,2020,all-year,R2,0.81900000000,heatpump,1,2030
2,heat,all-week,morning,2025,all-year,R2,0.43100000000,heatpump,1,2030
4,heat,all-week,morning,2020,all-year,R2,0.64660000000,gasboiler,1,2030
5,heat,all-week,morning,2025,all-year,R2,0.25860000000,gasboiler,1,2030
7,heat,all-week,morning,2020,all-year,R2,0.17240000000,heatpump,1,2030
8,heat,all-week,morning,2025,all-year,R2,0.17240000000,heatpump,1,2030
4,CO2f,all-week,morning,2020,all-year,R1,41.83840000000,gasboiler,1,2030
5,CO2f,all-week,morning,2025,all-year,R1,16.73530000000,gasboiler,1,2030
4,CO2f,all-week,morning,2020,all-year,R2,41.83840000000,gasboiler,1,2030
5,CO2f,all-week,morning,2025,all-year,R2,16.73530000000,gasboiler,1,2030
1,heat,all-week,afternoon,2020,all-year,R1,0.54600000000,heatpump,2,2030
2,heat,all-week,afternoon,2025,all-year,R1,0.28740000000,heatpump,2,2030
4,heat,all-week,afternoon,2020,all-year,R1,0.43100000000,gasboiler,2,2030
5,heat,all-week,afternoon,2025,all-year,R1,0.17240000000,gasboiler,2,2030
7,heat,all-week,afternoon,2020,all-year,R1,0.11490000000,heatpump,2,2030
8,heat,all-week,afternoon,2025,all-year,R1,0.11490000000,heatpump,2,2030
1,heat,all-week,afternoon,2020,all-year,R2,0.54600000000,heatpump,2,2030
2,heat,all-week,afternoon,2025,all-year,R2,0.28740000000,heatpump,2,2030
4,heat,all-week,afternoon,2020,all-year,R2,0.43100000000,gasboiler,2,2030
5,heat,all-week,afternoon,2025,all-year,R2,0.17240000000,gasboiler,2,2030
7,heat,all-week,afternoon,2020,all-year,R2,0.11490000000,heatpump,2,2030
8,heat,all-week,afternoon,2025,all-year,R2,0.11490000000,heatpump,2,2030
4,CO2f,all-week,afternoon,2020,all-year,R1,27.89220000000,gasboiler,2,2030
5,CO2f,all-week,afternoon,2025,all-year,R1,11.15690000000,gasboiler,2,2030
4,CO2f,all-week,afternoon,2020,all-year,R2,27.89220000000,gasboiler,2,2030
5,CO2f,all-week,afternoon,2025,all-year,R2,11.15690000000,gasboiler,2,2030
1,heat,all-week,early-peak,2020,all-year,R1,0.81900000000,heatpump,3,2030
2,heat,all-week,early-peak,2025,all-year,R1,0.43100000000,heatpump,3,2030
4,heat,all-week,early-peak,2020,all-year,R1,0.64660000000,gasboiler,3,2030
5,heat,all-week,early-peak,2025,all-year,R1,0.25860000000,gasboiler,3,2030
7,heat,all-week,early-peak,2020,all-year,R1,0.17240000000,heatpump,3,2030
8,heat,all-week,early-peak,2025,all-year,R1,0.17240000000,heatpump,3,2030
1,heat,all-week,early-peak,2020,all-year,R2,0.81900000000,heatpump,3,2030
2,heat,all-week,early-peak,2025,all-year,R2,0.43100000000,heatpump,3,2030
4,heat,all-week,early-peak,2020,all-year,R2,0.64660000000,gasboiler,3,2030
5,heat,all-week,early-peak,2025,all-year,R2,0.25860000000,gasboiler,3,2030
7,heat,all-week,early-peak,2020,all-year,R2,0.17240000000,heatpump,3,2030
8,heat,all-week,early-peak,2025,all-year,R2,0.17240000000,heatpump,3,2030
4,CO2f,all-week,early-peak,2020,all-year,R1,41.83840000000,gasboiler,3,2030
5,CO2f,all-week,early-peak,2025,all-year,R1,16.73530000000,gasboiler,3,2030
4,CO2f,all-week,early-peak,2020,all-year,R2,41.83840000000,gasboiler,3,2030
5,CO2f,all-week,early-peak,2025,all-year,R2,16.73530000000,gasboiler,3,2030
1,heat,all-week,late-peak,2020,all-year,R1,1.63790000000,heatpump,4,2030
2,heat,all-week,late-peak,2025,all-year,R1,0.86210000000,heatpump,4,2030
4,heat,all-week,late-peak,2020,all-year,R1,1.29310000000,gasboiler,4,2030
5,heat,all-week,late-peak,2025,all-year,R1,0.51720000000,gasboiler,4,2030
7,heat,all-week,late-peak,2020,all-year,R1,0.34480000000,heatpump,4,2030
8,heat,all-week,late-peak,2025,all-year,R1,0.34480000000,heatpump,4,2030
1,heat,all-week,late-peak,2020,all-year,R2,1.63790000000,heatpump,4,2030
2,heat,all-week,late-peak,2025,all-year,R2,0.86210000000,heatpump,4,2030
4,heat,all-week,late-peak,2020,all-year,R2,1.29310000000,gasboiler,4,2030
5,heat,all-week,late-peak,2025,all-year,R2,0.51720000000,gasboiler,4,2030
7,heat,all-week,late-peak,2020,all-year,R2,0.34480000000,heatpump,4,2030
8,heat,all-week,late-peak,2025,all-year,R2,0.34480000000,heatpump,4,2030
4,CO2f,all-week,late-peak,2020,all-year,R1,83.67670000000,gasboiler,4,2030
5,CO2f,all-week,late-peak,2025,all-year,R1,33.47070000000,gasboiler,4,2030
4,CO2f,all-week,late-peak,2020,all-year,R2,83.67670000000,gasboiler,4,2030
5,CO2f,all-week,late-peak,2025,all-year,R2,33.47070000000,gasboiler,4,2030
1,heat,all-week,evening,2020,all-year,R1,1.09200000000,heatpump,5,2030
2,heat,all-week,evening,2025,all-year,R1,0.57470000000,heatpump,5,2030
4,heat,all-week,evening,2020,all-year,R1,0.86210000000,gasboiler,5,2030
5,heat,all-week,evening,2025,all-year,R1,0.34480000000,gasboiler,5,2030
7,heat,all-week,evening,2020,all-year,R1,0.22990000000,heatpump,5,2030
8,heat,all-week,evening,2025,all-year,R1,0.22990000000,heatpump,5,2030
1,heat,all-week,evening,2020,all-year,R2,1.09200000000,heatpump,5,2030
2,heat,all-week,evening,2025,all-year,R2,0.57470000000,heatpump,5,2030
4,heat,all-week,evening,2020,all-year,R2,0.86210000000,gasboiler,5,2030
5,heat,all-week,evening,2025,all-year,R2,0.34480000000,gasboiler,5,2030
7,heat,all-week,evening,2020,all-year,R2,0.22990000000,heatpump,5,2030
8,heat,all-week,evening,2025,all-year,R2,0.22990000000,heatpump,5,2030
4,CO2f,all-week,evening,2020,all-year,R1,55.78450000000,gasboiler,5,2030
5,CO2f,all-week,evening,2025,all-year,R1,22.31380000000,gasboiler,5,2030
4,CO2f,all-week,evening,2020,all-year,R2,55.78450000000,gasboiler,5,2030
5,CO2f,all-week,evening,2025,all-year,R2,22.31380000000,gasboiler,5,2030
2,heat,all-week,night,2025,all-year,R1,0.27780000000,heatpump,0,2035
3,heat,all-week,night,2030,all-year,R1,0.72220000000,heatpump,0,2035
6,heat,all-week,night,2025,all-year,R1,0.16670000000,gasboiler,0,2035
7,heat,all-week,night,2030,all-year,R1,0.38890000000,gasboiler,0,2035
9,heat,all-week,night,2025,all-year,R1,0.11110000000,heatpump,0,2035
10,heat,all-week,night,2030,all-year,R1,0.33330000000,heatpump,0,2035
2,heat,all-week,night,2025,all-year,R2,0.27780000000,heatpump,0,2035
3,heat,all-week,night,2030,all-year,R2,0.72220000000,heatpump,0,2035
6,heat,all-week,night,2025,all-year,R2,0.16670000000,gasboiler,0,2035
7,heat,all-week,night,2030,all-year,R2,0.38890000000,gasboiler,0,2035
9,heat,all-week,night,2025,all-year,R2,0.11110000000,heatpump,0,2035
10,heat,all-week,night,2030,all-year,R2,0.33330000000,heatpump,0,2035
6,CO2f,all-week,night,2025,all-year,R1,10.78500000000,gasboiler,0,2035
7,CO2f,all-week,night,2030,all-year,R1,25.16500000000,gasboiler,0,2035
6,CO2f,all-week,night,2025,all-year,R2,10.78500000000,gasboiler,0,2035
7,CO2f,all-week,night,2030,all-year,R2,25.16500000000,gasboiler,0,2035
2,heat,all-week,morning,2025,all-year,R1,0.41670000000,heatpump,1,2035
3,heat,all-week,morning,2030,all-year,R1,1.08330000000,heatpump,1,2035
6,heat,all-week,morning,2025,all-year,R1,0.25000000000,gasboiler,1,2035
7,heat,all-week,morning,2030,all-year,R1,0.58330000000,gasboiler,1,2035
9,heat,all-week,morning,2025,all-year,R1,0.16670000000,heatpump,1,2035
10,heat,all-week,morning,2030,all-year,R1,0.50000000000,heatpump,1,2035
2,heat,all-week,morning,2025,all-year,R2,0.41670000000,heatpump,1,2035
3,heat,all-week,morning,2030,all-year,R2,1.08330000000,heatpump,1,2035
6,heat,all-week,morning,2025,all-year,R2,0.25000000000,gasboiler,1,2035
7,heat,all-week,morning,2030,all-year,R2,0.58330000000,gasboiler,1,2035
9,heat,all-week,morning,2025,all-year,R2,0.16670000000,heatpump,1,2035
10,heat,all-week,morning,2030,all-year,R2,0.50000000000,heatpump,1,2035
6,CO2f,all-week,morning,2025,all-year,R1,16.17750000000,gasboiler,1,2035
7,CO2f,all-week,morning,2030,all-year,R1,37.74750000000,gasboiler,1,2035
6,CO2f,all-week,morning,2025,all-year,R2,16.17750000000,gasboiler,1,2035
7,CO2f,all-week,morning,2030,all-year,R2,37.74750000000,gasboiler,1,2035
2,heat,all-week,afternoon,2025,all-year,R1,0.27780000000,heatpump,2,2035
3,heat,all-week,afternoon,2030,all-year,R1,0.72220000000,heatpump,2,2035
6,heat,all-week,afternoon,2025,all-year,R1,0.16670000000,gasboiler,2,2035
7,heat,all-week,afternoon,2030,all-year,R1,0.38890000000,gasboiler,2,2035
9,heat,all-week,afternoon,2025,all-year,R1,0.11110000000,heatpump,2,2035
10,heat,all-week,afternoon,2030,all-year,R1,0.33330000000,heatpump,2,2035
2,heat,all-week,afternoon,2025,all-year,R2,0.27780000000,heatpump,2,2035
3,heat,all-week,afternoon,2030,all-year,R2,0.72220000000,heatpump,2,2035
6,heat,all-week,afternoon,2025,all-year,R2,0.16670000000,gasboiler,2,2035
7,heat,all-week,afternoon,2030,all-year,R2,0.38890000000,gasboiler,2,2035
9,heat,all-week,afternoon,2025,all-year,R2,0.11110000000,heatpump,2,2035
10,heat,all-week,afternoon,2030,all-year,R2,0.33330000000,heatpump,2,2035
6,CO2f,all-week,afternoon,2025,all-year,R1,10.78500000000,gasboiler,2,2035
7,CO2f,all-week,afternoon,2030,all-year,R1,25.16500000000,gasboiler,2,2035
6,CO2f,all-week,afternoon,2025,all-year,R2,10.78500000000,gasboiler,2,2035
7,CO2f,all-week,afternoon,2030,all-year,R2,25.16500000000,gasboiler,2,2035
2,heat,all-week,early-peak,2025,all-year,R1,0.41670000000,heatpump,3,2035
3,heat,all-week,early-peak,2030,all-year,R1,1.08330000000,heatpump,3,2035
6,heat,all-week,early-peak,2025,all-year,R1,0.25000000000,gasboiler,3,2035
7,heat,all-week,early-peak,2030,all-year,R1,0.58330000000,gasboiler,3,2035
9,heat,all-week,early-peak,2025,all-year,R1,0.16670000000,heatpump,3,2035
10,heat,all-week,early-peak,2030,all-year,R1,0.50000000000,heatpump,3,2035
2,heat,all-week,early-peak,2025,all-year,R2,0.41670000000,heatpump,3,2035
3,heat,all-week,early-peak,2030,all-year,R2,1.08330000000,heatpump,3,2035
6,heat,all-week,early-peak,2025,all-year,R2,0.25000000000,gasboiler,3,2035
7,heat,all-week,early-peak,2030,all-year,R2,0.58330000000,gasboiler,3,2035
9,heat,all-week,early-peak,2025,all-year,R2,0.16670000000,heatpump,3,2035
10,heat,all-week,early-peak,2030,all-year,R2,0.50000000000,heatpump,3,2035
6,CO2f,all-week,early-peak,2025,all-year,R1,16.17750000000,gasboiler,3,2035
7,CO2f,all-week,early-peak,2030,all-year,R1,37.74750000000,gasboiler,3,2035
6,CO2f,all-week,early-peak,2025,all-year,R2,16.17750000000,gasboiler,3,2035
7,CO2f,all-week,early-peak,2030,all-year,R2,37.74750000000,gasboiler,3,2035
2,heat,all-week,late-peak,2025,all-year,R1,0.83330000000,heatpump,4,2035
3,heat,all-week,late-peak,2030,all-year,R1,2.16670000000,heatpump,4,2035
6,heat,all-week,late-peak,2025,all-year,R1,0.50000000000,gasboiler,4,2035
7,heat,all-week,late-peak,2030,all-year,R1,1.16670000000,gasboiler,4,2035
9,heat,all-week,late-peak,2025,all-year,R1,0.33330000000,heatpump,4,2035
10,heat,all-week,late-peak,2030,all-year,R1,1.00000000000,heatpump,4,2035
2,heat,all-week,late-peak,2025,all-year,R2,0.83330000000,heatpump,4,2035
3,heat,all-week,late-peak,2030,all-year,R2,2.16670000000,heatpump,4,2035
6,heat,all-week,late-peak,2025,all-year,R2,0.50000000000,gasboiler,4,2035
7,heat,all-week,late-peak,2030,all-year,R2,1.16670000000,gasboiler,4,2035
9,heat,all-week,late-peak,2025,all-year,R2,0.33330000000,heatpump,4,2035
10,heat,all-week,late-peak,2030,all-year,R2,1.00000000000,heatpump,4,2035
6,CO2f,all-week,late-peak,2025,all-year,R1,32.35500000000,gasboiler,4,2035
7,CO2f,all-week,late-peak,2030,all-year,R1,75.49500000000,gasboiler,4,2035
6,CO2f,all-week,late-peak,2025,all-year,R2,32.35500000000,gasboiler,4,2035
7,CO2f,all-week,late-peak,2030,all-year,R2,75.49500000000,gasboiler,4,2035
2,heat,all-week,evening,2025,all-year,R1,0.55560000000,heatpump,5,2035
3,heat,all-week,evening,2030,all-year,R1,1.44440000000,heatpump,5,2035
6,heat,all-week,evening,2025,all-year,R1,0.33330000000,gasboiler,5,2035
7,heat,all-week,evening,2030,all-year,R1,0.77780000000,gasboiler,5,2035
9,heat,all-week,evening,2025,all-year,R1,0.22220000000,heatpump,5,2035
10,heat,all-week,evening,2030,all-year,R1,0.66670000000,heatpump,5,2035
2,heat,all-week,evening,2025,all-year,R2,0.55560000000,heatpump,5,2035
3,heat,all-week,evening,2030,all-year,R2,1.44440000000,heatpump,5,2035
6,heat,all-week,evening,2025,all-year,R2,0.33330000000,gasboiler,5,2035
7,heat,all-week,evening,2030,all-year,R2,0.77780000000,gasboiler,5,2035
9,heat,all-week,evening,2025,all-year,R2,0.22220000000,heatpump,5,2035
10,heat,all-week,evening,2030,all-year,R2,0.66670000000,heatpump,5,2035
6,CO2f,all-week,evening,2025,all-year,R1,21.57000000000,gasboiler,5,2035
7,CO2f,all-week,evening,2030,all-year,R1,50.33000000000,gasboiler,5,2035
6,CO2f,all-week,evening,2025,all-year,R2,21.57000000000,gasboiler,5,2035
7,CO2f,all-week,evening,2030,all-year,R2,50.33000000000,gasboiler,5,2035
3,heat,all-week,night,2030,all-year,R1,0.72220000000,heatpump,0,2040
4,heat,all-week,night,2035,all-year,R1,0.44440000000,heatpump,0,2040
8,heat,all-week,night,2030,all-year,R1,0.38890000000,gasboiler,0,2040
11,heat,all-week,night,2030,all-year,R1,0.33330000000,heatpump,0,2040
12,heat,all-week,night,2035,all-year,R1,0.44440000000,heatpump,0,2040
3,heat,all-week,night,2030,all-year,R2,0.72220000000,heatpump,0,2040
4,heat,all-week,night,2035,all-year,R2,0.44440000000,heatpump,0,2040
8,heat,all-week,night,2030,all-year,R2,0.38890000000,gasboiler,0,2040
11,heat,all-week,night,2030,all-year,R2,0.33330000000,heatpump,0,2040
12,heat,all-week,night,2035,all-year,R2,0.44440000000,heatpump,0,2040
8,CO2f,all-week,night,2030,all-year,R1,25.16500000000,gasboiler,0,2040
8,CO2f,all-week,night,2030,all-year,R2,25.16500000000,gasboiler,0,2040
3,heat,all-week,morning,2030,all-year,R1,1.08330000000,heatpump,1,2040
4,heat,all-week,morning,2035,all-year,R1,0.66670000000,heatpump,1,2040
8,heat,all-week,morning,2030,all-year,R1,0.58330000000,gasboiler,1,2040
11,heat,all-week,morning,2030,all-year,R1,0.50000000000,heatpump,1,2040
12,heat,all-week,morning,2035,all-year,R1,0.66670000000,heatpump,1,2040
3,heat,all-week,morning,2030,all-year,R2,1.08330000000,heatpump,1,2040
4,heat,all-week,morning,2035,all-year,R2,0.66670000000,heatpump,1,2040
8,heat,all-week,morning,2030,all-year,R2,0.58330000000,gasboiler,1,2040
11,heat,all-week,morning,2030,all-year,R2,0.50000000000,heatpump,1,2040
12,heat,all-week,morning,2035,all-year,R2,0.66670000000,heatpump,1,2040
8,CO2f,all-week,morning,2030,all-year,R1,37.74750000000,gasboiler,1,2040
8,CO2f,all-week,morning,2030,all-year,R2,37.74750000000,gasboiler,1,2040
3,heat,all-week,afternoon,2030,all-year,R1,0.72220000000,heatpump,2,2040
4,heat,all-week,afternoon,2035,all-year,R1,0.44440000000,heatpump,2,2040
8,heat,all-week,afternoon,2030,all-year,R1,0.38890000000,gasboiler,2,2040
