,asset,year,region,installed,technology,capacity
48,4,2055,R1,2045,gasboiler,1.81750000000
49,4,2059,R1,2045,gasboiler,1.81750000000
59,5,2055,R1,2045,heatpump,7.81400000000
60,5,2059,R1,2045,heatpump,7.81400000000
70,6,2055,R1,2050,heatpump,6.15790000000
71,6,2059,R1,2050,heatpump,6.15790000000
72,6,2060,R1,2050,heatpump,6.15790000000
73,6,2064,R1,2050,heatpump,6.15790000000
83,7,2060,R1,2055,heatpump,9.63160000000
84,7,2064,R1,2055,heatpump,9.63160000000
85,7,2065,R1,2055,heatpump,9.63160000000
86,7,2069,R1,2055,heatpump,9.63160000000
