,timeslice,region,technology,year,agent,category,sector,EAC
338,"('all-year', 'all-week', 'morning')",R1,gasboiler,2050,A2,retrofit,residential,12.03959085569
339,"('all-year', 'all-week', 'morning')",R1,heatpump,2050,A2,retrofit,residential,11.33277309242
340,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2050,A2,retrofit,residential,7.66336230233
341,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2050,A2,retrofit,residential,7.63464862971
342,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2050,A2,retrofit,residential,12.03959085569
343,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2050,A2,retrofit,residential,11.33277309242
344,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2050,A2,retrofit,residential,29.87406903628
345,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2050,A2,retrofit,residential,21.31872476484
346,"('all-year', 'all-week', 'evening')",R1,gasboiler,2050,A2,retrofit,residential,17.06914301758
347,"('all-year', 'all-week', 'evening')",R1,heatpump,2050,A2,retrofit,residential,14.88920512364
348,"('all-year', 'all-week', 'night')",R1,gasCCGT,2050,A1,retrofit,power,15.28822797207
349,"('all-year', 'all-week', 'night')",R1,windturbine,2050,A1,retrofit,power,11.26497106413
350,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2050,A1,retrofit,power,23.92905271849
351,"('all-year', 'all-week', 'morning')",R1,windturbine,2050,A1,retrofit,power,16.58641335177
352,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2050,A1,retrofit,power,15.28822797207
353,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2050,A1,retrofit,power,11.26497106413
354,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2050,A1,retrofit,power,23.92905271849
355,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2050,A1,retrofit,power,16.58641335177
356,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2050,A1,retrofit,power,58.62556591592
357,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2050,A1,retrofit,power,29.92882584111
358,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2050,A1,retrofit,power,33.77066530574
359,"('all-year', 'all-week', 'evening')",R1,windturbine,2050,A1,retrofit,power,21.55185514549
360,"('all-year', 'all-week', 'night')",R1,gassupply1,2050,A1,retrofit,gas,19.03531259231
361,"('all-year', 'all-week', 'night')",R1,gassupply2,2050,A1,retrofit,gas,34.31923699231
362,"('all-year', 'all-week', 'night')",R1,gassupply3,2050,A1,retrofit,gas,49.60316138682
363,"('all-year', 'all-week', 'morning')",R1,gassupply1,2050,A1,retrofit,gas,28.17413970468
364,"('all-year', 'all-week', 'morning')",R1,gassupply2,2050,A1,retrofit,gas,51.10002630469
365,"('all-year', 'all-week', 'morning')",R1,gassupply3,2050,A1,retrofit,gas,74.02591289646
366,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2050,A1,retrofit,gas,19.03531259231
367,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2050,A1,retrofit,gas,34.31923699231
368,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2050,A1,retrofit,gas,49.60316138682
369,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2050,A1,retrofit,gas,28.17413970468
370,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2050,A1,retrofit,gas,51.10002630469
371,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2050,A1,retrofit,gas,74.02591289646
372,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2050,A1,retrofit,gas,52.28921448285
373,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2050,A1,retrofit,gas,98.14098768286
374,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2050,A1,retrofit,gas,143.99276086639
375,"('all-year', 'all-week', 'evening')",R1,gassupply1,2050,A1,retrofit,gas,36.86195960300
376,"('all-year', 'all-week', 'evening')",R1,gassupply2,2050,A1,retrofit,gas,67.42980840301
377,"('all-year', 'all-week', 'evening')",R1,gassupply3,2050,A1,retrofit,gas,97.99765719203
378,"('all-year', 'all-week', 'night')",R1,gasboiler,2055,A1,retrofit,residential,18.04977887244
379,"('all-year', 'all-week', 'night')",R1,heatpump,2055,A1,retrofit,residential,17.97642368892
380,"('all-year', 'all-week', 'morning')",R1,gasboiler,2055,A1,retrofit,residential,28.47725350740
381,"('all-year', 'all-week', 'morning')",R1,heatpump,2055,A1,retrofit,residential,26.81319164244
382,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2055,A1,retrofit,residential,18.04977887244
383,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2055,A1,retrofit,residential,17.97642368892
384,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2055,A1,retrofit,residential,28.47725350740
385,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2055,A1,retrofit,residential,26.81319164244
386,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2055,A1,retrofit,residential,71.56651741910
387,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2055,A1,retrofit,residential,51.52772323577
388,"('all-year', 'all-week', 'evening')",R1,gasboiler,2055,A1,retrofit,residential,40.54098033353
389,"('all-year', 'all-week', 'evening')",R1,heatpump,2055,A1,retrofit,residential,35.42638828540
390,"('all-year', 'all-week', 'night')",R1,gasboiler,2055,A2,retrofit,residential,7.73561951676
391,"('all-year', 'all-week', 'night')",R1,heatpump,2055,A2,retrofit,residential,7.70418158097
392,"('all-year', 'all-week', 'morning')",R1,gasboiler,2055,A2,retrofit,residential,12.20453721746
393,"('all-year', 'all-week', 'morning')",R1,heatpump,2055,A2,retrofit,residential,11.49136784676
394,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2055,A2,retrofit,residential,7.73561951676
395,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2055,A2,retrofit,residential,7.70418158097
396,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2055,A2,retrofit,residential,12.20453721746
397,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2055,A2,retrofit,residential,11.49136784676
398,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2055,A2,retrofit,residential,30.67136460818
399,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2055,A2,retrofit,residential,22.08330995819
400,"('all-year', 'all-week', 'evening')",R1,gasboiler,2055,A2,retrofit,residential,17.37470585723
401,"('all-year', 'all-week', 'evening')",R1,heatpump,2055,A2,retrofit,residential,15.18273783660
402,"('all-year', 'all-week', 'night')",R1,gasCCGT,2055,A1,retrofit,power,15.29626353943
403,"('all-year', 'all-week', 'night')",R1,windturbine,2055,A1,retrofit,power,11.27308090989
404,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2055,A1,retrofit,power,23.94778760789
405,"('all-year', 'all-week', 'morning')",R1,windturbine,2055,A1,retrofit,power,16.60532142090
406,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2055,A1,retrofit,power,15.29626353943
407,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2055,A1,retrofit,power,11.27308090989
408,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2055,A1,retrofit,power,23.94778760789
409,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2055,A1,retrofit,power,16.60532142090
410,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2055,A1,retrofit,power,58.72204941751
411,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2055,A1,retrofit,power,30.02620120743
412,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2055,A1,retrofit,power,33.80614972377
413,"('all-year', 'all-week', 'evening')",R1,windturbine,2055,A1,retrofit,power,21.58766757090
414,"('all-year', 'all-week', 'night')",R1,gassupply1,2055,A1,retrofit,gas,19.03531259231
415,"('all-year', 'all-week', 'night')",R1,gassupply2,2055,A1,retrofit,gas,34.31923699231
416,"('all-year', 'all-week', 'night')",R1,gassupply3,2055,A1,retrofit,gas,49.60316138682
417,"('all-year', 'all-week', 'morning')",R1,gassupply1,2055,A1,retrofit,gas,28.17413970468
418,"('all-year', 'all-week', 'morning')",R1,gassupply2,2055,A1,retrofit,gas,51.10002630469
419,"('all-year', 'all-week', 'morning')",R1,gassupply3,2055,A1,retrofit,gas,74.02591289646
420,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2055,A1,retrofit,gas,19.03531259231
421,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2055,A1,retrofit,gas,34.31923699231
422,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2055,A1,retrofit,gas,49.60316138682
423,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2055,A1,retrofit,gas,28.17413970468
424,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2055,A1,retrofit,gas,51.10002630469
425,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2055,A1,retrofit,gas,74.02591289646
426,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2055,A1,retrofit,gas,52.28921448285
427,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2055,A1,retrofit,gas,98.14098768286
428,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2055,A1,retrofit,gas,143.99276086639
429,"('all-year', 'all-week', 'evening')",R1,gassupply1,2055,A1,retrofit,gas,36.86195960300
430,"('all-year', 'all-week', 'evening')",R1,gassupply2,2055,A1,retrofit,gas,67.42980840301
431,"('all-year', 'all-week', 'evening')",R1,gassupply3,2055,A1,retrofit,gas,97.99765719203
432,"('all-year', 'all-week', 'night')",R1,gasboiler,2060,A1,retrofit,residential,18.05041453379
433,"('all-year', 'all-week', 'night')",R1,heatpump,2060,A1,retrofit,residential,17.92819442463
434,"('all-year', 'all-week', 'morning')",R1,gasboiler,2060,A1,retrofit,residential,28.47947657010
435,"('all-year', 'all-week', 'morning')",R1,heatpump,2060,A1,retrofit,residential,26.70148634915
436,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2060,A1,retrofit,residential,18.05041453379
437,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2060,A1,retrofit,residential,17.92819442463
438,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2060,A1,retrofit,residential,28.47947657010
439,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2060,A1,retrofit,residential,26.70148634915
440,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2060,A1,retrofit,residential,71.58941468486
441,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2060,A1,retrofit,residential,50.96389663629
442,"('all-year', 'all-week', 'evening')",R1,gasboiler,2060,A1,retrofit,residential,40.54659439220
443,"('all-year', 'all-week', 'evening')",R1,heatpump,2060,A1,retrofit,residential,35.21621876980
444,"('all-year', 'all-week', 'night')",R1,gasboiler,2060,A2,retrofit,residential,7.73589194305
445,"('all-year', 'all-week', 'night')",R1,heatpump,2060,A2,retrofit,residential,7.68351189627
446,"('all-year', 'all-week', 'morning')",R1,gasboiler,2060,A2,retrofit,residential,12.20548995861
447,"('all-year', 'all-week', 'morning')",R1,heatpump,2060,A2,retrofit,residential,11.44349414964
448,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2060,A2,retrofit,residential,7.73589194305
449,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2060,A2,retrofit,residential,7.68351189627
450,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2060,A2,retrofit,residential,12.20548995861
451,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2060,A2,retrofit,residential,11.44349414964
452,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2060,A2,retrofit,residential,30.68117772208
453,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2060,A2,retrofit,residential,21.84166998698
454,"('all-year', 'all-week', 'evening')",R1,gasboiler,2060,A2,retrofit,residential,17.37711188237
455,"('all-year', 'all-week', 'evening')",R1,heatpump,2060,A2,retrofit,residential,15.09266518706
456,"('all-year', 'all-week', 'night')",R1,gasCCGT,2060,A1,retrofit,power,17.35589082309
457,"('all-year', 'all-week', 'night')",R1,windturbine,2060,A1,retrofit,power,12.80999622988
458,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2060,A1,retrofit,power,27.22579944017
459,"('all-year', 'all-week', 'morning')",R1,windturbine,2060,A1,retrofit,power,18.92969020950
460,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2060,A1,retrofit,power,17.35589082309
461,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2060,A1,retrofit,power,12.80999622988
462,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2060,A1,retrofit,power,27.22579944017
463,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2060,A1,retrofit,power,18.92969020950
464,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2060,A1,retrofit,power,67.19910644538
465,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2060,A1,retrofit,power,34.77809578801
466,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2060,A1,retrofit,power,38.51209778723
467,"('all-year', 'all-week', 'evening')",R1,windturbine,2060,A1,retrofit,power,24.70701923130
468,"('all-year', 'all-week', 'night')",R1,gassupply1,2060,A1,retrofit,gas,4.22359086567
469,"('all-year', 'all-week', 'night')",R1,gassupply2,2060,A1,retrofit,gas,7.61481668213
470,"('all-year', 'all-week', 'night')",R1,gassupply3,2060,A1,retrofit,gas,11.00604249738
471,"('all-year', 'all-week', 'morning')",R1,gassupply1,2060,A1,retrofit,gas,6.25133096857
472,"('all-year', 'all-week', 'morning')",R1,gassupply2,2060,A1,retrofit,gas,11.33816969326
473,"('all-year', 'all-week', 'morning')",R1,gassupply3,2060,A1,retrofit,gas,16.42500841613
474,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2060,A1,retrofit,gas,4.22359086567
475,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2060,A1,retrofit,gas,7.61481668213
476,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2060,A1,retrofit,gas,11.00604249738
477,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2060,A1,retrofit,gas,6.25133096857
478,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2060,A1,retrofit,gas,11.33816969326
479,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2060,A1,retrofit,gas,16.42500841613
480,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2060,A1,retrofit,gas,11.60202899695
481,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2060,A1,retrofit,gas,21.77570644634
482,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2060,A1,retrofit,gas,31.94938389207
483,"('all-year', 'all-week', 'evening')",R1,gassupply1,2060,A1,retrofit,gas,8.17900074482
484,"('all-year', 'all-week', 'evening')",R1,gassupply2,2060,A1,retrofit,gas,14.96145237774
485,"('all-year', 'all-week', 'evening')",R1,gassupply3,2060,A1,retrofit,gas,21.74390400823
