,timeslice,region,technology,year,agent,category,sector,LCOE
0,"('all-year', 'all-week', 'night')",R1,gasboiler,2020,A1,retrofit,residential,14.87428958684
1,"('all-year', 'all-week', 'night')",R1,heatpump,2020,A1,retrofit,residential,18.02786219044
2,"('all-year', 'all-week', 'morning')",R1,gasboiler,2020,A1,retrofit,residential,16.00898501079
3,"('all-year', 'all-week', 'morning')",R1,heatpump,2020,A1,retrofit,residential,18.48779512694
4,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2020,A1,retrofit,residential,14.87428958684
5,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2020,A1,retrofit,residential,18.02786219044
6,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2020,A1,retrofit,residential,16.00898501079
7,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2020,A1,retrofit,residential,18.48779512694
8,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2020,A1,retrofit,residential,22.09606146950
9,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2020,A1,retrofit,residential,19.97567795527
10,"('all-year', 'all-week', 'evening')",R1,gasboiler,2020,A1,retrofit,residential,17.59084546588
11,"('all-year', 'all-week', 'evening')",R1,heatpump,2020,A1,retrofit,residential,18.96574206659
12,"('all-year', 'all-week', 'night')",R1,gasboiler,2020,A2,retrofit,residential,14.87428958684
13,"('all-year', 'all-week', 'night')",R1,heatpump,2020,A2,retrofit,residential,18.02786219044
14,"('all-year', 'all-week', 'morning')",R1,gasboiler,2020,A2,retrofit,residential,16.00898501079
15,"('all-year', 'all-week', 'morning')",R1,heatpump,2020,A2,retrofit,residential,18.48779512694
16,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2020,A2,retrofit,residential,14.87428958684
17,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2020,A2,retrofit,residential,18.02786219044
18,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2020,A2,retrofit,residential,16.00898501079
19,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2020,A2,retrofit,residential,18.48779512694
20,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2020,A2,retrofit,residential,22.09606146950
21,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2020,A2,retrofit,residential,19.97567795527
22,"('all-year', 'all-week', 'evening')",R1,gasboiler,2020,A2,retrofit,residential,17.59084546588
23,"('all-year', 'all-week', 'evening')",R1,heatpump,2020,A2,retrofit,residential,18.96574206659
24,"('all-year', 'all-week', 'night')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
25,"('all-year', 'all-week', 'night')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
26,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
27,"('all-year', 'all-week', 'morning')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
28,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
29,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
30,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
31,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
32,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
33,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
34,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2020,A1,retrofit,power,0.00000000000
35,"('all-year', 'all-week', 'evening')",R1,windturbine,2020,A1,retrofit,power,0.00000000000
36,"('all-year', 'all-week', 'night')",R1,gassupply1,2020,A1,retrofit,gas,74.69687438042
37,"('all-year', 'all-week', 'night')",R1,gassupply2,2020,A1,retrofit,gas,133.77801352961
38,"('all-year', 'all-week', 'night')",R1,gassupply3,2020,A1,retrofit,gas,192.85915265750
39,"('all-year', 'all-week', 'morning')",R1,gassupply1,2020,A1,retrofit,gas,74.69687438042
40,"('all-year', 'all-week', 'morning')",R1,gassupply2,2020,A1,retrofit,gas,133.77801352961
41,"('all-year', 'all-week', 'morning')",R1,gassupply3,2020,A1,retrofit,gas,192.85915265750
42,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2020,A1,retrofit,gas,74.69687438042
43,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2020,A1,retrofit,gas,133.77801352961
44,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2020,A1,retrofit,gas,192.85915265750
45,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2020,A1,retrofit,gas,74.69687438042
46,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2020,A1,retrofit,gas,133.77801352961
47,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2020,A1,retrofit,gas,192.85915265750
48,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2020,A1,retrofit,gas,74.69687438042
49,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2020,A1,retrofit,gas,133.77801352961
50,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2020,A1,retrofit,gas,192.85915265750
51,"('all-year', 'all-week', 'evening')",R1,gassupply1,2020,A1,retrofit,gas,74.69687438042
52,"('all-year', 'all-week', 'evening')",R1,gassupply2,2020,A1,retrofit,gas,133.77801352961
53,"('all-year', 'all-week', 'evening')",R1,gassupply3,2020,A1,retrofit,gas,192.85915265750
54,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A1,retrofit,residential,16.80145119561
55,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A1,retrofit,residential,17.50524289601
56,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A1,retrofit,residential,17.93878392394
57,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A1,retrofit,residential,17.76587918770
58,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A1,retrofit,residential,16.80145119561
59,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A1,retrofit,residential,17.50524289601
60,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A1,retrofit,residential,17.93878392394
61,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A1,retrofit,residential,17.76587918770
62,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A1,retrofit,residential,24.03377229580
63,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A1,retrofit,residential,19.04751136798
64,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A1,retrofit,residential,19.52328168342
65,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A1,retrofit,residential,18.10182562599
66,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A2,retrofit,residential,16.80145119561
