,timeslice,region,technology,year,agent,category,sector,LCOE
67,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A2,retrofit,residential,17.50524289601
68,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A2,retrofit,residential,17.93878392394
69,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A2,retrofit,residential,17.76587918770
70,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A2,retrofit,residential,16.80145119561
71,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A2,retrofit,residential,17.50524289601
72,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A2,retrofit,residential,17.93878392394
73,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A2,retrofit,residential,17.76587918770
74,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A2,retrofit,residential,24.03377229580
75,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A2,retrofit,residential,19.04751136798
76,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A2,retrofit,residential,19.52328168342
77,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A2,retrofit,residential,18.10182562599
78,"('all-year', 'all-week', 'night')",R1,gasCCGT,2025,A1,retrofit,power,28.35962728848
79,"('all-year', 'all-week', 'night')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
80,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2025,A1,retrofit,power,29.99699423357
81,"('all-year', 'all-week', 'morning')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
82,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2025,A1,retrofit,power,28.35962728848
83,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
84,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2025,A1,retrofit,power,29.99699423357
85,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
86,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2025,A1,retrofit,power,38.77167576893
87,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
88,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2025,A1,retrofit,power,32.27812462868
89,"('all-year', 'all-week', 'evening')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
90,"('all-year', 'all-week', 'night')",R1,gassupply1,2025,A1,retrofit,gas,74.74234514567
91,"('all-year', 'all-week', 'night')",R1,gassupply2,2025,A1,retrofit,gas,134.05067441225
92,"('all-year', 'all-week', 'night')",R1,gassupply3,2025,A1,retrofit,gas,193.35900365750
93,"('all-year', 'all-week', 'morning')",R1,gassupply1,2025,A1,retrofit,gas,74.74234514567
94,"('all-year', 'all-week', 'morning')",R1,gassupply2,2025,A1,retrofit,gas,134.05067441225
95,"('all-year', 'all-week', 'morning')",R1,gassupply3,2025,A1,retrofit,gas,193.35900365750
96,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2025,A1,retrofit,gas,74.74234514567
97,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2025,A1,retrofit,gas,134.05067441225
98,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2025,A1,retrofit,gas,193.35900365750
99,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2025,A1,retrofit,gas,74.74234514567
100,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2025,A1,retrofit,gas,134.05067441225
101,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2025,A1,retrofit,gas,193.35900365750
102,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2025,A1,retrofit,gas,74.74234514567
103,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2025,A1,retrofit,gas,134.05067441225
104,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2025,A1,retrofit,gas,193.35900365750
105,"('all-year', 'all-week', 'evening')",R1,gassupply1,2025,A1,retrofit,gas,74.74234514567
106,"('all-year', 'all-week', 'evening')",R1,gassupply2,2025,A1,retrofit,gas,134.05067441225
107,"('all-year', 'all-week', 'evening')",R1,gassupply3,2025,A1,retrofit,gas,193.35900365750
108,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A1,retrofit,residential,18.14462443808
109,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A1,retrofit,residential,17.33402430789
110,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A1,retrofit,residential,19.28379528765
111,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A1,retrofit,residential,17.49908403645
112,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A1,retrofit,residential,18.14462443808
113,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A1,retrofit,residential,17.33402430789
114,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A1,retrofit,residential,19.28379528765
115,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A1,retrofit,residential,17.49908403645
116,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A1,retrofit,residential,25.38429802323
117,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A1,retrofit,residential,18.34906834773
118,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A1,retrofit,residential,20.87013116837
119,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A1,retrofit,residential,17.72113694297
120,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A2,retrofit,residential,18.14462443808
121,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A2,retrofit,residential,17.33402430789
122,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A2,retrofit,residential,19.28379528765
123,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A2,retrofit,residential,17.49908403645
124,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A2,retrofit,residential,18.14462443808
125,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A2,retrofit,residential,17.33402430789
126,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A2,retrofit,residential,19.28379528765
127,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A2,retrofit,residential,17.49908403645
128,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A2,retrofit,residential,25.38429802323
129,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A2,retrofit,residential,18.34906834773
130,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A2,retrofit,residential,20.87013116837
131,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A2,retrofit,residential,17.72113694297
132,"('all-year', 'all-week', 'night')",R1,gasCCGT,2030,A1,retrofit,power,30.26248880997
133,"('all-year', 'all-week', 'night')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
134,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2030,A1,retrofit,power,31.90250201582
135,"('all-year', 'all-week', 'morning')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
136,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2030,A1,retrofit,power,30.26248880997
137,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
138,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2030,A1,retrofit,power,31.90250201582
139,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
140,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2030,A1,retrofit,power,40.68512233342
141,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
142,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2030,A1,retrofit,power,34.18627867167
143,"('all-year', 'all-week', 'evening')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
144,"('all-year', 'all-week', 'night')",R1,gassupply1,2030,A1,retrofit,gas,74.77403689115
145,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,134.24071078500
146,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,193.70738465750
147,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,74.77403689115
148,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,134.24071078500
149,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,193.70738465750
150,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,74.77403689115
151,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,134.24071078500
152,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,193.70738465750
153,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.77403689115
154,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,134.24071078500
155,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,193.70738465750
156,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.77403689115
157,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,134.24071078500
158,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,193.70738465750
159,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,74.77403689115
160,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,134.24071078500
161,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,193.70738465750
162,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,17.28810816752
163,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,17.33001758068
164,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,18.42610688181
165,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,17.49308714693
166,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,17.28810816752
167,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,17.33001758068
168,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,18.42610688181
169,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,17.49308714693
170,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,24.52309321154
171,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,18.33715377640
172,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,20.01127062724
173,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,17.71315869199
174,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,17.28810816752
175,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,17.33001758068
176,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,18.42610688181
177,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,17.49308714693
178,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,17.28810816752
179,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,17.33001758068
180,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,18.42610688181
181,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,17.49308714693
182,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,24.52309321154
183,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,18.33715377640
184,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,20.01127062724
185,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,17.71315869199
186,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,29.04906986873
187,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
188,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,30.68739560395
189,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
190,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,29.04906986873
191,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
192,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,30.68739560395
193,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
194,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,39.46495350969
195,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
196,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,32.96948478919
197,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
198,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,74.75382766215
199,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,134.11952817050
200,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,193.48522865750
201,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,74.75382766215
202,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,134.11952817050
203,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,193.48522865750
204,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,74.75382766215
205,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,134.11952817050
206,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,193.48522865750
207,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.75382766215
208,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,134.11952817050
209,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,193.48522865750
210,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.75382766215
211,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,134.11952817050
212,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,193.48522865750
213,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,74.75382766215
214,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,134.11952817050
215,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,193.48522865750
216,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,17.37895080228
217,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,17.33043317917
218,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,18.51707383394
219,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,17.49370212644
220,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,17.37895080228
221,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,17.33043317917
222,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,18.51707383394
223,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,17.49370212644
224,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,24.61443311581
225,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,18.33833322616
226,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,20.10236189675
227,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,17.71396744040
228,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A2,retrofit,residential,17.37895080228
229,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A2,retrofit,residential,17.33043317917
230,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A2,retrofit,residential,18.51707383394
231,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A2,retrofit,residential,17.49370212644
232,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A2,retrofit,residential,17.37895080228
233,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A2,retrofit,residential,17.33043317917
234,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A2,retrofit,residential,18.51707383394
235,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A2,retrofit,residential,17.49370212644
236,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A2,retrofit,residential,24.61443311581
237,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A2,retrofit,residential,18.33833322616
238,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A2,retrofit,residential,20.10236189675
239,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A2,retrofit,residential,17.71396744040
240,"('all-year', 'all-week', 'night')",R1,gasCCGT,2040,A1,retrofit,power,29.17776581704
241,"('all-year', 'all-week', 'night')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
242,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2040,A1,retrofit,power,30.81627052642
243,"('all-year', 'all-week', 'morning')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
244,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2040,A1,retrofit,power,29.17776581704
245,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
246,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2040,A1,retrofit,power,30.81627052642
247,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
248,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2040,A1,retrofit,power,39.59436535463
249,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
250,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2040,A1,retrofit,power,33.09853868581
251,"('all-year', 'all-week', 'evening')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
252,"('all-year', 'all-week', 'night')",R1,gassupply1,2040,A1,retrofit,gas,74.75597106523
253,"('all-year', 'all-week', 'night')",R1,gassupply2,2040,A1,retrofit,gas,134.13238087204
254,"('all-year', 'all-week', 'night')",R1,gassupply3,2040,A1,retrofit,gas,193.50879065750
255,"('all-year', 'all-week', 'morning')",R1,gassupply1,2040,A1,retrofit,gas,74.75597106523
256,"('all-year', 'all-week', 'morning')",R1,gassupply2,2040,A1,retrofit,gas,134.13238087204
257,"('all-year', 'all-week', 'morning')",R1,gassupply3,2040,A1,retrofit,gas,193.50879065750
258,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2040,A1,retrofit,gas,74.75597106523
259,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2040,A1,retrofit,gas,134.13238087204
260,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2040,A1,retrofit,gas,193.50879065750
261,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2040,A1,retrofit,gas,74.75597106523
262,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2040,A1,retrofit,gas,134.13238087204
263,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2040,A1,retrofit,gas,193.50879065750
264,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2040,A1,retrofit,gas,74.75597106523
265,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2040,A1,retrofit,gas,134.13238087204
266,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2040,A1,retrofit,gas,193.50879065750
267,"('all-year', 'all-week', 'evening')",R1,gassupply1,2040,A1,retrofit,gas,74.75597106523
268,"('all-year', 'all-week', 'evening')",R1,gassupply2,2040,A1,retrofit,gas,134.13238087204
269,"('all-year', 'all-week', 'evening')",R1,gassupply3,2040,A1,retrofit,gas,193.50879065750
270,"('all-year', 'all-week', 'night')",R1,gasboiler,2045,A1,retrofit,residential,17.37895080228
271,"('all-year', 'all-week', 'night')",R1,heatpump,2045,A1,retrofit,residential,17.31514264091
272,"('all-year', 'all-week', 'morning')",R1,gasboiler,2045,A1,retrofit,residential,18.51707383394
273,"('all-year', 'all-week', 'morning')",R1,heatpump,2045,A1,retrofit,residential,17.46993640686
274,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2045,A1,retrofit,residential,17.37895080228
275,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2045,A1,retrofit,residential,17.31514264091
