asset,year,region,technology,installed,capacity
0,2035,R1,gasboiler,2010,394.34220000000
0,2039,R1,gasboiler,2010,338.67040000000
0,2040,R1,gasboiler,2010,324.75240000000
0,2044,R1,gasboiler,2010,285.78210000000
0,2045,R1,gasboiler,2010,276.03950000000
0,2049,R1,gasboiler,2010,237.06930000000
0,2050,R1,gasboiler,2010,227.32670000000
1,2035,R1,gasboiler,2025,50.00000000000
1,2039,R1,gasboiler,2025,50.00000000000
2,2035,R1,gasboiler,2030,1003.99110000000
2,2039,R1,gasboiler,2030,1003.99110000000
2,2040,R1,gasboiler,2030,1003.99110000000
2,2044,R1,gasboiler,2030,1003.99110000000
3,2040,R1,gasboiler,2035,0.00050000000
3,2044,R1,gasboiler,2035,0.00050000000
3,2045,R1,gasboiler,2035,0.00050000000
3,2049,R1,gasboiler,2035,0.00050000000
4,2040,R1,heatpump,2035,207.92270000000
4,2044,R1,heatpump,2035,119.58930000000
4,2045,R1,heatpump,2035,119.58930000000
4,2049,R1,heatpump,2035,207.92270000000
5,2035,R2,gasboiler,2010,20.82500000000
5,2039,R2,gasboiler,2010,17.88500000000
5,2040,R2,gasboiler,2010,17.15000000000
5,2044,R2,gasboiler,2010,15.09200000000
5,2045,R2,gasboiler,2010,14.57750000000
5,2049,R2,gasboiler,2010,12.51950000000
5,2050,R2,gasboiler,2010,12.00500000000
6,2035,R2,gasboiler,2025,3.33330000000
6,2039,R2,gasboiler,2025,3.33330000000
7,2035,R2,gasboiler,2030,20.84170000000
7,2039,R2,gasboiler,2030,20.84170000000
7,2040,R2,gasboiler,2030,20.84170000000
7,2044,R2,gasboiler,2030,20.84170000000
8,2040,R2,gasboiler,2035,12.00830000000
8,2044,R2,gasboiler,2035,7.00830000000
8,2045,R2,gasboiler,2035,7.00830000000
8,2049,R2,gasboiler,2035,12.00830000000
9,2035,R3,gasboiler,2010,3026.78880000000
9,2039,R3,gasboiler,2010,2599.47740000000
9,2040,R3,gasboiler,2010,2492.64960000000
9,2044,R3,gasboiler,2010,2193.53160000000
9,2045,R3,gasboiler,2010,2118.75220000000
9,2049,R3,gasboiler,2010,1819.63420000000
9,2050,R3,gasboiler,2010,1744.85470000000
10,2035,R3,gasboiler,2025,66.66670000000
10,2039,R3,gasboiler,2025,66.66670000000
11,2035,R3,gasboiler,2030,2488.21120000000
11,2039,R3,gasboiler,2030,2488.21120000000
11,2040,R3,gasboiler,2030,2488.21120000000
11,2044,R3,gasboiler,2030,2488.21120000000
12,2040,R3,gasboiler,2035,915.80590000000
12,2044,R3,gasboiler,2035,600.80590000000
12,2045,R3,gasboiler,2035,600.80590000000
12,2049,R3,gasboiler,2035,915.80590000000
