,agent,asset,category,comm_usage,commodity,consumption,day,dst_region,hour,installed,month,region,sector,technology,units_prices,year
0,A1,0,retrofit,CONSUMABLE|ENERGY,gas,1.16000000000,all-week,R1,night,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2020
1,A1,0,retrofit,CONSUMABLE|ENERGY,gas,1.74000000000,all-week,R1,morning,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2020
2,A1,0,retrofit,CONSUMABLE|ENERGY,gas,1.16000000000,all-week,R1,afternoon,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2020
3,A1,0,retrofit,CONSUMABLE|ENERGY,gas,1.74000000000,all-week,R1,early-peak,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2020
4,A1,0,retrofit,CONSUMABLE|ENERGY,gas,3.48000000000,all-week,R1,late-peak,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2020
5,A1,0,retrofit,CONSUMABLE|ENERGY,gas,2.32000000000,all-week,R1,evening,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2020
0,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.32222222222,all-week,R1,night,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2025
1,A1,1,retrofit,CONSUMABLE|ENERGY,electricity,0.42222222222,all-week,R1,night,2020,all-year,R1,residential,heatpump,MUS$2010/PJ,2025
2,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.48333333333,all-week,R1,morning,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2025
3,A1,1,retrofit,CONSUMABLE|ENERGY,electricity,0.63333333333,all-week,R1,morning,2020,all-year,R1,residential,heatpump,MUS$2010/PJ,2025
4,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.32222222222,all-week,R1,afternoon,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2025
5,A1,1,retrofit,CONSUMABLE|ENERGY,electricity,0.42222222222,all-week,R1,afternoon,2020,all-year,R1,residential,heatpump,MUS$2010/PJ,2025
6,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.48333333333,all-week,R1,early-peak,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2025
7,A1,1,retrofit,CONSUMABLE|ENERGY,electricity,0.63333333333,all-week,R1,early-peak,2020,all-year,R1,residential,heatpump,MUS$2010/PJ,2025
8,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.96666666667,all-week,R1,late-peak,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2025
9,A1,1,retrofit,CONSUMABLE|ENERGY,electricity,1.26666666667,all-week,R1,late-peak,2020,all-year,R1,residential,heatpump,MUS$2010/PJ,2025
10,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.64444444444,all-week,R1,evening,2020,all-year,R1,residential,gasboiler,MUS$2010/PJ,2025
11,A1,1,retrofit,CONSUMABLE|ENERGY,electricity,0.84444444444,all-week,R1,evening,2020,all-year,R1,residential,heatpump,MUS$2010/PJ,2025
0,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.08350000000,all-week,R1,night,2020,all-year,R1,power,gasCCGT,MUS$2010/PJ,2025
1,A1,1,retrofit,CONSUMABLE|ENERGY,solar,0.22222222222,all-week,R1,night,2020,all-year,R1,power,solarPV,MUS$2010/kt,2025
2,A1,2,retrofit,CONSUMABLE|ENERGY,wind,0.15000000000,all-week,R1,night,2020,all-year,R1,power,windturbine,MUS$2010/kt,2025
3,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.12525000000,all-week,R1,morning,2020,all-year,R1,power,gasCCGT,MUS$2010/PJ,2025
4,A1,1,retrofit,CONSUMABLE|ENERGY,solar,0.33333333333,all-week,R1,morning,2020,all-year,R1,power,solarPV,MUS$2010/kt,2025
5,A1,2,retrofit,CONSUMABLE|ENERGY,wind,0.22500000000,all-week,R1,morning,2020,all-year,R1,power,windturbine,MUS$2010/kt,2025
6,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.08350000000,all-week,R1,afternoon,2020,all-year,R1,power,gasCCGT,MUS$2010/PJ,2025
7,A1,1,retrofit,CONSUMABLE|ENERGY,solar,0.22222222222,all-week,R1,afternoon,2020,all-year,R1,power,solarPV,MUS$2010/kt,2025
8,A1,2,retrofit,CONSUMABLE|ENERGY,wind,0.15000000000,all-week,R1,afternoon,2020,all-year,R1,power,windturbine,MUS$2010/kt,2025
9,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.12525000000,all-week,R1,early-peak,2020,all-year,R1,power,gasCCGT,MUS$2010/PJ,2025
10,A1,1,retrofit,CONSUMABLE|ENERGY,solar,0.33333333333,all-week,R1,early-peak,2020,all-year,R1,power,solarPV,MUS$2010/kt,2025
11,A1,2,retrofit,CONSUMABLE|ENERGY,wind,0.22500000000,all-week,R1,early-peak,2020,all-year,R1,power,windturbine,MUS$2010/kt,2025
12,A1,0,retrofit,CONSUMABLE|ENERGY,gas,0.25050000000,all-week,R1,late-peak,2020,all-year,R1,power,gasCCGT,MUS$2010/PJ,2025
13,A1,1,retrofit,CONSUMABLE|ENERGY,solar,0.66666666667,all-week,R1,late-peak,2020,all-year,R1,power,solarPV,MUS$2010/kt,2025
