commodity,year,asset,region,technology,installed,supply
heat,2020,0,R1,gasboiler,2020,10.00000000000
heat,2025,0,R1,gasboiler,2020,1.49470000000
heat,2025,1,R1,heatpump,2020,11.83870000000
CO2f,2020,0,R1,gasboiler,2020,647.10000000000
CO2f,2025,0,R1,gasboiler,2020,96.72060000000
