commodity,year,asset,region,installed,technology,supply
heat,2035,2,R1,2030,gasboiler,9.84780000000
heat,2035,3,R1,2030,heatpump,10.15220000000
heat,2040,2,R1,2030,gasboiler,11.48900000000
heat,2040,3,R1,2030,heatpump,11.84430000000
CO2f,2035,2,R1,2030,gasboiler,637.24810000000
CO2f,2040,2,R1,2030,gasboiler,743.45610000000
