,asset,year,technology,region,installed,capacity
149,11,2060,solarPV,R2,2035,13.05170000000
150,11,2064,solarPV,R2,2035,13.05170000000
156,12,2045,solarPV,R2,2040,9.31470000000
157,12,2049,solarPV,R2,2040,9.31470000000
158,12,2050,solarPV,R2,2040,9.31470000000
159,12,2054,solarPV,R2,2040,9.31470000000
160,12,2055,solarPV,R2,2040,9.31470000000
161,12,2059,solarPV,R2,2040,9.31470000000
162,12,2060,solarPV,R2,2040,9.31470000000
163,12,2064,solarPV,R2,2040,9.31470000000
164,12,2065,solarPV,R2,2040,9.31470000000
165,12,2069,solarPV,R2,2040,9.31470000000
171,13,2050,solarPV,R2,2045,29.30600000000
172,13,2054,solarPV,R2,2045,29.30600000000
173,13,2055,solarPV,R2,2045,29.30600000000
174,13,2059,solarPV,R2,2045,29.30600000000
175,13,2060,solarPV,R2,2045,29.30600000000
176,13,2064,solarPV,R2,2045,29.30600000000
177,13,2065,solarPV,R2,2045,29.30600000000
178,13,2069,solarPV,R2,2045,29.30600000000
179,13,2070,solarPV,R2,2045,29.30600000000
180,13,2074,solarPV,R2,2045,29.30600000000
182,14,2045,windturbine,R1,2020,20.00000000000
183,14,2049,windturbine,R1,2020,20.00000000000
197,15,2050,windturbine,R1,2045,10.14690000000
198,15,2054,windturbine,R1,2045,10.14690000000
199,15,2055,windturbine,R1,2045,10.14690000000
200,15,2059,windturbine,R1,2045,10.14690000000
201,15,2060,windturbine,R1,2045,10.14690000000
202,15,2064,windturbine,R1,2045,10.14690000000
203,15,2065,windturbine,R1,2045,10.14690000000
204,15,2069,windturbine,R1,2045,10.14690000000
205,15,2070,windturbine,R1,2045,10.14690000000
206,15,2074,windturbine,R1,2045,10.14690000000
208,16,2045,windturbine,R2,2020,20.00000000000
209,16,2049,windturbine,R2,2020,20.00000000000
223,17,2050,windturbine,R2,2045,10.14690000000
224,17,2054,windturbine,R2,2045,10.14690000000
225,17,2055,windturbine,R2,2045,10.14690000000
226,17,2059,windturbine,R2,2045,10.14690000000
227,17,2060,windturbine,R2,2045,10.14690000000
228,17,2064,windturbine,R2,2045,10.14690000000
229,17,2065,windturbine,R2,2045,10.14690000000
230,17,2069,windturbine,R2,2045,10.14690000000
231,17,2070,windturbine,R2,2045,10.14690000000
232,17,2074,windturbine,R2,2045,10.14690000000
