month,day,hour,technology,installed,supply
all-year,all-week,evening,heatpump,2025,0.45830000000
all-year,all-week,evening,gasboiler,2020,13.72640000000
all-year,all-week,evening,gasboiler,2020,13.72640000000
all-year,all-week,evening,gasboiler,2020,13.72640000000
all-year,all-week,evening,gasboiler,2020,13.72640000000
all-year,all-week,early-morning,gasboiler,2020,0.21210000000
all-year,all-week,early-morning,heatpump,2020,0.72120000000
all-year,all-week,early-morning,gasboiler,2020,0.21210000000
all-year,all-week,early-morning,heatpump,2020,0.72120000000
all-year,all-week,early-morning,heatpump,2020,0.70830000000
all-year,all-week,early-morning,heatpump,2025,0.45830000000
all-year,all-week,early-morning,heatpump,2020,0.70830000000
all-year,all-week,early-morning,heatpump,2025,0.45830000000
all-year,all-week,early-morning,gasboiler,2020,0.21210000000
all-year,all-week,early-morning,heatpump,2020,0.72120000000
all-year,all-week,early-morning,gasboiler,2020,0.21210000000
all-year,all-week,early-morning,heatpump,2020,0.72120000000
all-year,all-week,early-morning,heatpump,2020,0.70830000000
all-year,all-week,early-morning,heatpump,2025,0.45830000000
all-year,all-week,early-morning,heatpump,2020,0.70830000000
all-year,all-week,early-morning,heatpump,2025,0.45830000000
all-year,all-week,early-morning,gasboiler,2020,13.72640000000
all-year,all-week,early-morning,gasboiler,2020,13.72640000000
all-year,all-week,early-morning,gasboiler,2020,13.72640000000
all-year,all-week,early-morning,gasboiler,2020,13.72640000000
all-year,all-week,late-afternoon,gasboiler,2020,0.21210000000
all-year,all-week,late-afternoon,heatpump,2020,0.72120000000
all-year,all-week,late-afternoon,gasboiler,2020,0.21210000000
all-year,all-week,late-afternoon,heatpump,2020,0.72120000000
all-year,all-week,late-afternoon,heatpump,2020,0.70830000000
all-year,all-week,late-afternoon,heatpump,2025,0.45830000000
all-year,all-week,late-afternoon,heatpump,2020,0.70830000000
all-year,all-week,late-afternoon,heatpump,2025,0.45830000000
all-year,all-week,late-afternoon,gasboiler,2020,0.21210000000
all-year,all-week,late-afternoon,heatpump,2020,0.72120000000
all-year,all-week,late-afternoon,gasboiler,2020,0.21210000000
all-year,all-week,late-afternoon,heatpump,2020,0.72120000000
all-year,all-week,late-afternoon,heatpump,2020,0.70830000000
all-year,all-week,late-afternoon,heatpump,2025,0.45830000000
all-year,all-week,late-afternoon,heatpump,2020,0.70830000000
all-year,all-week,late-afternoon,heatpump,2025,0.45830000000
all-year,all-week,late-afternoon,gasboiler,2020,13.72640000000
all-year,all-week,late-afternoon,gasboiler,2020,13.72640000000
all-year,all-week,late-afternoon,gasboiler,2020,13.72640000000
all-year,all-week,late-afternoon,gasboiler,2020,13.72640000000
