timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2035,2,all-year,all-week,night,heatpump,2025,0.23330000000
0,heat,R1,2035,3,all-year,all-week,night,heatpump,2030,0.46670000000
0,heat,R1,2035,7,all-year,all-week,night,heatpump,2025,0.23330000000
0,heat,R1,2035,8,all-year,all-week,night,heatpump,2030,0.46670000000
0,heat,R1,2040,3,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R1,2040,4,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R1,2040,8,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R1,2040,9,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R2,2035,2,all-year,all-week,night,heatpump,2025,0.23330000000
0,heat,R2,2035,3,all-year,all-week,night,heatpump,2030,0.46670000000
0,heat,R2,2035,7,all-year,all-week,night,heatpump,2025,0.23330000000
0,heat,R2,2035,8,all-year,all-week,night,heatpump,2030,0.46670000000
0,heat,R2,2040,3,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R2,2040,4,all-year,all-week,night,heatpump,2035,0.35600000000
0,heat,R2,2040,8,all-year,all-week,night,heatpump,2030,0.46070000000
0,heat,R2,2040,9,all-year,all-week,night,heatpump,2035,0.35600000000
1,heat,R1,2035,2,all-year,all-week,morning,heatpump,2025,0.33330000000
1,heat,R1,2035,3,all-year,all-week,morning,heatpump,2030,0.66670000000
1,heat,R1,2035,7,all-year,all-week,morning,heatpump,2025,0.33330000000
1,heat,R1,2035,8,all-year,all-week,morning,heatpump,2030,0.66670000000
1,heat,R1,2040,3,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R1,2040,4,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R1,2040,8,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R1,2040,9,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R2,2035,2,all-year,all-week,morning,heatpump,2025,0.33330000000
1,heat,R2,2035,3,all-year,all-week,morning,heatpump,2030,0.66670000000
1,heat,R2,2035,7,all-year,all-week,morning,heatpump,2025,0.33330000000
1,heat,R2,2035,8,all-year,all-week,morning,heatpump,2030,0.66670000000
1,heat,R2,2040,3,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R2,2040,4,all-year,all-week,morning,heatpump,2035,0.50850000000
1,heat,R2,2040,8,all-year,all-week,morning,heatpump,2030,0.65810000000
1,heat,R2,2040,9,all-year,all-week,morning,heatpump,2035,0.50850000000
2,heat,R1,2035,2,all-year,all-week,mid-afternoon,heatpump,2025,0.23330000000
2,heat,R1,2035,3,all-year,all-week,mid-afternoon,heatpump,2030,0.46670000000
2,heat,R1,2035,7,all-year,all-week,mid-afternoon,heatpump,2025,0.23330000000
2,heat,R1,2035,8,all-year,all-week,mid-afternoon,heatpump,2030,0.46670000000
2,heat,R1,2040,3,all-year,all-week,mid-afternoon,heatpump,2030,0.46070000000
2,heat,R1,2040,4,all-year,all-week,mid-afternoon,heatpump,2035,0.35600000000
2,heat,R1,2040,8,all-year,all-week,mid-afternoon,heatpump,2030,0.46070000000
2,heat,R1,2040,9,all-year,all-week,mid-afternoon,heatpump,2035,0.35600000000
2,heat,R2,2035,2,all-year,all-week,mid-afternoon,heatpump,2025,0.23330000000
2,heat,R2,2035,3,all-year,all-week,mid-afternoon,heatpump,2030,0.46670000000
2,heat,R2,2035,7,all-year,all-week,mid-afternoon,heatpump,2025,0.23330000000
2,heat,R2,2035,8,all-year,all-week,mid-afternoon,heatpump,2030,0.46670000000
2,heat,R2,2040,3,all-year,all-week,mid-afternoon,heatpump,2030,0.46070000000
2,heat,R2,2040,4,all-year,all-week,mid-afternoon,heatpump,2035,0.35600000000
2,heat,R2,2040,8,all-year,all-week,mid-afternoon,heatpump,2030,0.46070000000
2,heat,R2,2040,9,all-year,all-week,mid-afternoon,heatpump,2035,0.35600000000
3,heat,R1,2035,2,all-year,all-week,early-peak,heatpump,2025,0.33330000000
3,heat,R1,2035,3,all-year,all-week,early-peak,heatpump,2030,0.66670000000
3,heat,R1,2035,7,all-year,all-week,early-peak,heatpump,2025,0.33330000000
3,heat,R1,2035,8,all-year,all-week,early-peak,heatpump,2030,0.66670000000
3,heat,R1,2040,3,all-year,all-week,early-peak,heatpump,2030,0.65810000000
3,heat,R1,2040,4,all-year,all-week,early-peak,heatpump,2035,0.50850000000
3,heat,R1,2040,8,all-year,all-week,early-peak,heatpump,2030,0.65810000000
3,heat,R1,2040,9,all-year,all-week,early-peak,heatpump,2035,0.50850000000
3,heat,R2,2035,2,all-year,all-week,early-peak,heatpump,2025,0.33330000000
3,heat,R2,2035,3,all-year,all-week,early-peak,heatpump,2030,0.66670000000
3,heat,R2,2035,7,all-year,all-week,early-peak,heatpump,2025,0.33330000000
3,heat,R2,2035,8,all-year,all-week,early-peak,heatpump,2030,0.66670000000
3,heat,R2,2040,3,all-year,all-week,early-peak,heatpump,2030,0.65810000000
3,heat,R2,2040,4,all-year,all-week,early-peak,heatpump,2035,0.50850000000
3,heat,R2,2040,8,all-year,all-week,early-peak,heatpump,2030,0.65810000000
3,heat,R2,2040,9,all-year,all-week,early-peak,heatpump,2035,0.50850000000
4,heat,R1,2035,2,all-year,all-week,late-peak,heatpump,2025,0.70000000000
4,heat,R1,2035,3,all-year,all-week,late-peak,heatpump,2030,1.40000000000
4,heat,R1,2035,7,all-year,all-week,late-peak,heatpump,2025,0.70000000000
4,heat,R1,2035,8,all-year,all-week,late-peak,heatpump,2030,1.40000000000
4,heat,R1,2040,3,all-year,all-week,late-peak,heatpump,2030,1.38210000000
4,heat,R1,2040,4,all-year,all-week,late-peak,heatpump,2035,1.06790000000
4,heat,R1,2040,8,all-year,all-week,late-peak,heatpump,2030,1.38210000000
4,heat,R1,2040,9,all-year,all-week,late-peak,heatpump,2035,1.06790000000
4,heat,R2,2035,2,all-year,all-week,late-peak,heatpump,2025,0.70000000000
4,heat,R2,2035,3,all-year,all-week,late-peak,heatpump,2030,1.40000000000
4,heat,R2,2035,7,all-year,all-week,late-peak,heatpump,2025,0.70000000000
4,heat,R2,2035,8,all-year,all-week,late-peak,heatpump,2030,1.40000000000
4,heat,R2,2040,3,all-year,all-week,late-peak,heatpump,2030,1.38210000000
4,heat,R2,2040,4,all-year,all-week,late-peak,heatpump,2035,1.06790000000
4,heat,R2,2040,8,all-year,all-week,late-peak,heatpump,2030,1.38210000000
4,heat,R2,2040,9,all-year,all-week,late-peak,heatpump,2035,1.06790000000
