month,day,hour,technology,installed,supply
all-year,all-week,night,gasboiler,2020,0.35000000000
all-year,all-week,night,gasboiler,2020,0.35000000000
all-year,all-week,night,gasboiler,2020,0.10610000000
all-year,all-week,night,heatpump,2020,0.36060000000
all-year,all-week,night,gasboiler,2020,0.10610000000
all-year,all-week,night,heatpump,2020,0.36060000000
all-year,all-week,night,gasboiler,2020,0.35000000000
all-year,all-week,night,gasboiler,2020,0.35000000000
all-year,all-week,night,gasboiler,2020,0.10610000000
all-year,all-week,night,heatpump,2020,0.36060000000
all-year,all-week,night,gasboiler,2020,0.10610000000
all-year,all-week,night,heatpump,2020,0.36060000000
all-year,all-week,night,gasboiler,2020,22.64850000000
all-year,all-week,night,gasboiler,2020,22.64850000000
all-year,all-week,night,gasboiler,2020,6.86320000000
all-year,all-week,night,gasboiler,2020,6.86320000000
all-year,all-week,night,gasboiler,2020,22.64850000000
all-year,all-week,night,gasboiler,2020,22.64850000000
all-year,all-week,night,gasboiler,2020,6.86320000000
all-year,all-week,night,gasboiler,2020,6.86320000000
all-year,all-week,morning,gasboiler,2020,0.50000000000
all-year,all-week,morning,gasboiler,2020,0.50000000000
all-year,all-week,morning,gasboiler,2020,0.15150000000
all-year,all-week,morning,heatpump,2020,0.51520000000
all-year,all-week,morning,gasboiler,2020,0.15150000000
all-year,all-week,morning,heatpump,2020,0.51520000000
all-year,all-week,morning,gasboiler,2020,0.50000000000
all-year,all-week,morning,gasboiler,2020,0.50000000000
all-year,all-week,morning,gasboiler,2020,0.15150000000
all-year,all-week,morning,heatpump,2020,0.51520000000
all-year,all-week,morning,gasboiler,2020,0.15150000000
all-year,all-week,morning,heatpump,2020,0.51520000000
all-year,all-week,morning,gasboiler,2020,32.35500000000
all-year,all-week,morning,gasboiler,2020,32.35500000000
all-year,all-week,morning,gasboiler,2020,9.80450000000
all-year,all-week,morning,gasboiler,2020,9.80450000000
all-year,all-week,morning,gasboiler,2020,32.35500000000
all-year,all-week,morning,gasboiler,2020,32.35500000000
all-year,all-week,morning,gasboiler,2020,9.80450000000
all-year,all-week,morning,gasboiler,2020,9.80450000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.35000000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.35000000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.10610000000
all-year,all-week,mid-afternoon,heatpump,2020,0.36060000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.10610000000
all-year,all-week,mid-afternoon,heatpump,2020,0.36060000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.35000000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.35000000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.10610000000
all-year,all-week,mid-afternoon,heatpump,2020,0.36060000000
all-year,all-week,mid-afternoon,gasboiler,2020,0.10610000000
all-year,all-week,mid-afternoon,heatpump,2020,0.36060000000
all-year,all-week,mid-afternoon,gasboiler,2020,22.64850000000
all-year,all-week,mid-afternoon,gasboiler,2020,22.64850000000
all-year,all-week,mid-afternoon,gasboiler,2020,6.86320000000
all-year,all-week,mid-afternoon,gasboiler,2020,6.86320000000
all-year,all-week,mid-afternoon,gasboiler,2020,22.64850000000
all-year,all-week,mid-afternoon,gasboiler,2020,22.64850000000
all-year,all-week,mid-afternoon,gasboiler,2020,6.86320000000
all-year,all-week,mid-afternoon,gasboiler,2020,6.86320000000
all-year,all-week,early-peak,gasboiler,2020,0.50000000000
all-year,all-week,early-peak,gasboiler,2020,0.50000000000
all-year,all-week,early-peak,gasboiler,2020,0.15150000000
all-year,all-week,early-peak,heatpump,2020,0.51520000000
all-year,all-week,early-peak,gasboiler,2020,0.15150000000
all-year,all-week,early-peak,heatpump,2020,0.51520000000
all-year,all-week,early-peak,gasboiler,2020,0.50000000000
all-year,all-week,early-peak,gasboiler,2020,0.50000000000
all-year,all-week,early-peak,gasboiler,2020,0.15150000000
all-year,all-week,early-peak,heatpump,2020,0.51520000000
all-year,all-week,early-peak,gasboiler,2020,0.15150000000
all-year,all-week,early-peak,heatpump,2020,0.51520000000
all-year,all-week,early-peak,gasboiler,2020,32.35500000000
all-year,all-week,early-peak,gasboiler,2020,32.35500000000
all-year,all-week,early-peak,gasboiler,2020,9.80450000000
all-year,all-week,early-peak,gasboiler,2020,9.80450000000
all-year,all-week,early-peak,gasboiler,2020,32.35500000000
all-year,all-week,early-peak,gasboiler,2020,32.35500000000
all-year,all-week,early-peak,gasboiler,2020,9.80450000000
all-year,all-week,early-peak,gasboiler,2020,9.80450000000
all-year,all-week,late-peak,gasboiler,2020,1.05000000000
all-year,all-week,late-peak,gasboiler,2020,1.05000000000
all-year,all-week,late-peak,gasboiler,2020,0.31820000000
all-year,all-week,late-peak,heatpump,2020,1.08180000000
all-year,all-week,late-peak,gasboiler,2020,0.31820000000
all-year,all-week,late-peak,heatpump,2020,1.08180000000
