timeslice,commodity,region,year,asset,installed,technology,month,day,hour,supply
7,heat,R1,2050,2,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R1,2050,5,2040,heatpump,all-year,all-week,late-afternoon,1.22060000000
7,heat,R1,2050,6,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R1,2055,2,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R1,2055,3,2050,heatpump,all-year,all-week,late-afternoon,1.22060000000
7,heat,R1,2055,6,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R1,2055,7,2050,heatpump,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2050,1,2040,heatpump,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2050,2,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R2,2050,5,2040,heatpump,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2050,6,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R2,2055,2,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R2,2055,3,2050,heatpump,all-year,all-week,late-afternoon,1.22060000000
7,heat,R2,2055,6,2045,heatpump,all-year,all-week,late-afternoon,0.92290000000
7,heat,R2,2055,7,2050,heatpump,all-year,all-week,late-afternoon,1.22060000000
