commodity,year,asset,region,installed,technology,supply
CO2f,2010,0,R1,2010,procammonia_1,92114.12600000000
CO2f,2010,1,R1,2010,procammonia_2,68771.56909999999
CO2f,2015,0,R1,2010,procammonia_1,103854.16140000000
CO2f,2015,1,R1,2010,procammonia_2,63156.49750000000
ammonia,2010,0,R1,2010,procammonia_1,22.10000000000
ammonia,2010,1,R1,2010,procammonia_2,22.10000000000
ammonia,2015,0,R1,2010,procammonia_1,24.91670000000
ammonia,2015,1,R1,2010,procammonia_2,20.29560000000
