,commodity,region,technology,year,supply
0,heat,R1,heatpump,2050,0.58500000000
1,heat,R1,gasboiler,2050,0.24670000000
2,heat,R1,heatpump,2050,0.66830000000
3,heat,R1,gasboiler,2055,0.24670000000
4,heat,R1,heatpump,2055,0.66830000000
5,heat,R1,heatpump,2055,0.58500000000
6,CO2f,R1,gasboiler,2050,15.96180000000
7,CO2f,R1,gasboiler,2055,15.96180000000
8,heat,R1,heatpump,2050,0.87750000000
9,heat,R1,gasboiler,2050,0.37000000000
10,heat,R1,heatpump,2050,1.00250000000
11,heat,R1,gasboiler,2055,0.37000000000
12,heat,R1,heatpump,2055,1.00250000000
13,heat,R1,heatpump,2055,0.87750000000
14,CO2f,R1,gasboiler,2050,23.94270000000
15,CO2f,R1,gasboiler,2055,23.94270000000
16,heat,R1,heatpump,2050,0.58500000000
17,heat,R1,gasboiler,2050,0.24670000000
18,heat,R1,heatpump,2050,0.66830000000
19,heat,R1,gasboiler,2055,0.24670000000
20,heat,R1,heatpump,2055,0.66830000000
21,heat,R1,heatpump,2055,0.58500000000
22,CO2f,R1,gasboiler,2050,15.96180000000
23,CO2f,R1,gasboiler,2055,15.96180000000
24,heat,R1,heatpump,2050,0.87750000000
25,heat,R1,gasboiler,2050,0.37000000000
26,heat,R1,heatpump,2050,1.00250000000
27,heat,R1,gasboiler,2055,0.37000000000
28,heat,R1,heatpump,2055,1.00250000000
29,heat,R1,heatpump,2055,0.87750000000
30,CO2f,R1,gasboiler,2050,23.94270000000
31,CO2f,R1,gasboiler,2055,23.94270000000
32,heat,R1,heatpump,2050,1.75500000000
33,heat,R1,gasboiler,2050,0.74000000000
34,heat,R1,heatpump,2050,2.00500000000
35,heat,R1,gasboiler,2055,0.74000000000
36,heat,R1,heatpump,2055,2.00500000000
37,heat,R1,heatpump,2055,1.75500000000
38,CO2f,R1,gasboiler,2050,47.88540000000
39,CO2f,R1,gasboiler,2055,47.88540000000
40,heat,R1,heatpump,2050,1.17000000000
41,heat,R1,gasboiler,2050,0.49330000000
42,heat,R1,heatpump,2050,1.33670000000
43,heat,R1,gasboiler,2055,0.49330000000
44,heat,R1,heatpump,2055,1.33670000000
45,heat,R1,heatpump,2055,1.17000000000
46,CO2f,R1,gasboiler,2050,31.92360000000
47,CO2f,R1,gasboiler,2055,31.92360000000
