,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2045,0.48970000000
1,gas,R1,gasboiler,2045,0.20360000000
2,electricity,R1,heatpump,2045,0.16380000000
3,electricity,R1,heatpump,2045,0.16380000000
4,gas,R1,gasboiler,2050,0.20360000000
5,gas,R1,gasboiler,2050,0.31840000000
6,electricity,R1,heatpump,2050,0.16380000000
7,electricity,R1,heatpump,2050,0.25620000000
8,gas,R1,gasboiler,2045,0.73460000000
9,gas,R1,gasboiler,2045,0.30540000000
10,electricity,R1,heatpump,2045,0.24570000000
11,electricity,R1,heatpump,2045,0.24570000000
12,gas,R1,gasboiler,2050,0.30540000000
13,gas,R1,gasboiler,2050,0.47760000000
14,electricity,R1,heatpump,2050,0.24570000000
15,electricity,R1,heatpump,2050,0.38430000000
16,gas,R1,gasboiler,2045,0.48970000000
17,gas,R1,gasboiler,2045,0.20360000000
18,electricity,R1,heatpump,2045,0.16380000000
19,electricity,R1,heatpump,2045,0.16380000000
20,gas,R1,gasboiler,2050,0.20360000000
21,gas,R1,gasboiler,2050,0.31840000000
22,electricity,R1,heatpump,2050,0.16380000000
23,electricity,R1,heatpump,2050,0.25620000000
24,gas,R1,gasboiler,2045,0.73460000000
25,gas,R1,gasboiler,2045,0.30540000000
26,electricity,R1,heatpump,2045,0.24570000000
27,electricity,R1,heatpump,2045,0.24570000000
28,gas,R1,gasboiler,2050,0.30540000000
29,gas,R1,gasboiler,2050,0.47760000000
30,electricity,R1,heatpump,2050,0.24570000000
31,electricity,R1,heatpump,2050,0.38430000000
32,gas,R1,gasboiler,2045,1.46910000000
33,gas,R1,gasboiler,2045,0.61070000000
34,electricity,R1,heatpump,2045,0.49140000000
35,electricity,R1,heatpump,2045,0.49140000000
36,gas,R1,gasboiler,2050,0.61070000000
37,gas,R1,gasboiler,2050,0.95530000000
38,electricity,R1,heatpump,2050,0.49140000000
39,electricity,R1,heatpump,2050,0.76860000000
40,gas,R1,gasboiler,2045,0.97940000000
41,gas,R1,gasboiler,2045,0.40720000000
42,electricity,R1,heatpump,2045,0.32760000000
43,electricity,R1,heatpump,2045,0.32760000000
44,gas,R1,gasboiler,2050,0.40720000000
45,gas,R1,gasboiler,2050,0.63680000000
46,electricity,R1,heatpump,2050,0.32760000000
47,electricity,R1,heatpump,2050,0.51240000000
