,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2030,0.29120000000
1,gas,R1,gasboiler,2030,0.86810000000
2,electricity,R1,heatpump,2030,0.06690000000
3,gas,R1,gasboiler,2035,0.86810000000
4,gas,R1,gasboiler,2035,0.17460000000
5,electricity,R1,heatpump,2035,0.14050000000
6,gas,R1,gasboiler,2030,0.43670000000
7,gas,R1,gasboiler,2030,1.30210000000
8,electricity,R1,heatpump,2030,0.10040000000
9,gas,R1,gasboiler,2035,1.30210000000
10,gas,R1,gasboiler,2035,0.26190000000
11,electricity,R1,heatpump,2035,0.21070000000
12,gas,R1,gasboiler,2030,0.29120000000
13,gas,R1,gasboiler,2030,0.86810000000
14,electricity,R1,heatpump,2030,0.06690000000
15,gas,R1,gasboiler,2035,0.86810000000
16,gas,R1,gasboiler,2035,0.17460000000
17,electricity,R1,heatpump,2035,0.14050000000
18,gas,R1,gasboiler,2030,0.43670000000
19,gas,R1,gasboiler,2030,1.30210000000
20,electricity,R1,heatpump,2030,0.10040000000
21,gas,R1,gasboiler,2035,1.30210000000
22,gas,R1,gasboiler,2035,0.26190000000
23,electricity,R1,heatpump,2035,0.21070000000
24,gas,R1,gasboiler,2030,0.87350000000
25,gas,R1,gasboiler,2030,2.60420000000
26,electricity,R1,heatpump,2030,0.20080000000
27,gas,R1,gasboiler,2035,2.60420000000
28,gas,R1,gasboiler,2035,0.52370000000
29,electricity,R1,heatpump,2035,0.42140000000
30,gas,R1,gasboiler,2030,0.58230000000
31,gas,R1,gasboiler,2030,1.73610000000
32,electricity,R1,heatpump,2030,0.13390000000
33,gas,R1,gasboiler,2035,1.73610000000
34,gas,R1,gasboiler,2035,0.34920000000
35,electricity,R1,heatpump,2035,0.28090000000
