asset,year,region,installed,technology,capacity
1,2032,R1,2020,windturbine,66.51510000000
1,2033,R1,2020,windturbine,66.51510000000
1,2035,R1,2020,windturbine,66.51510000000
1,2037,R1,2020,windturbine,66.51510000000
1,2040,R1,2020,windturbine,66.51510000000
1,2045,R1,2020,windturbine,66.51510000000
1,2046,R1,2020,windturbine,66.51510000000
3,2032,R1,2024,windturbine,23.12690000000
3,2033,R1,2024,windturbine,23.12690000000
3,2035,R1,2024,windturbine,23.12690000000
3,2037,R1,2024,windturbine,23.12690000000
3,2040,R1,2024,windturbine,23.12690000000
3,2045,R1,2024,windturbine,23.12690000000
3,2046,R1,2024,windturbine,23.12690000000
3,2047,R1,2024,windturbine,23.12690000000
3,2050,R1,2024,windturbine,23.12690000000
5,2032,R1,2028,solarPV,25.38930000000
5,2033,R1,2028,solarPV,25.38930000000
5,2035,R1,2028,solarPV,25.38930000000
5,2037,R1,2028,solarPV,25.38930000000
5,2040,R1,2028,solarPV,25.38930000000
5,2045,R1,2028,solarPV,25.38930000000
5,2046,R1,2028,solarPV,25.38930000000
5,2047,R1,2028,solarPV,25.38930000000
5,2050,R1,2028,solarPV,25.38930000000
5,2051,R1,2028,solarPV,25.38930000000
5,2054,R1,2028,solarPV,25.38930000000
6,2032,R1,2028,windturbine,80.00000000000
6,2033,R1,2028,windturbine,80.00000000000
6,2035,R1,2028,windturbine,80.00000000000
6,2037,R1,2028,windturbine,80.00000000000
6,2040,R1,2028,windturbine,80.00000000000
6,2045,R1,2028,windturbine,80.00000000000
6,2046,R1,2028,windturbine,80.00000000000
6,2047,R1,2028,windturbine,80.00000000000
6,2050,R1,2028,windturbine,80.00000000000
6,2051,R1,2028,windturbine,80.00000000000
6,2054,R1,2028,windturbine,80.00000000000
7,2032,R2,2020,solarPV,25.03680000000
7,2033,R2,2020,solarPV,25.03680000000
7,2035,R2,2020,solarPV,25.03680000000
7,2037,R2,2020,solarPV,25.03680000000
7,2040,R2,2020,solarPV,25.03680000000
7,2045,R2,2020,solarPV,25.03680000000
7,2046,R2,2020,solarPV,25.03680000000
8,2032,R2,2020,windturbine,41.59620000000
8,2033,R2,2020,windturbine,41.59620000000
8,2035,R2,2020,windturbine,41.59620000000
8,2037,R2,2020,windturbine,41.59620000000
8,2040,R2,2020,windturbine,41.59620000000
8,2045,R2,2020,windturbine,41.59620000000
8,2046,R2,2020,windturbine,41.59620000000
11,2032,R2,2024,windturbine,7.09970000000
11,2033,R2,2024,windturbine,7.09970000000
11,2035,R2,2024,windturbine,7.09970000000
11,2037,R2,2024,windturbine,7.09970000000
11,2040,R2,2024,windturbine,7.09970000000
11,2045,R2,2024,windturbine,7.09970000000
11,2046,R2,2024,windturbine,7.09970000000
11,2047,R2,2024,windturbine,7.09970000000
11,2050,R2,2024,windturbine,7.09970000000
13,2032,R2,2026,windturbine,2.10800000000
13,2033,R2,2026,windturbine,2.10800000000
13,2035,R2,2026,windturbine,2.10800000000
13,2037,R2,2026,windturbine,2.10800000000
13,2040,R2,2026,windturbine,2.10800000000
13,2045,R2,2026,windturbine,2.10800000000
13,2046,R2,2026,windturbine,2.10800000000
13,2047,R2,2026,windturbine,2.10800000000
13,2050,R2,2026,windturbine,2.10800000000
13,2051,R2,2026,windturbine,2.10800000000
13,2052,R2,2026,windturbine,2.10800000000
14,2032,R2,2028,gasCCGT,6.60970000000
14,2033,R2,2028,gasCCGT,6.60970000000
14,2035,R2,2028,gasCCGT,6.60970000000
14,2037,R2,2028,gasCCGT,6.60970000000
14,2040,R2,2028,gasCCGT,6.60970000000
14,2045,R2,2028,gasCCGT,6.60970000000
14,2046,R2,2028,gasCCGT,6.60970000000
14,2047,R2,2028,gasCCGT,6.60970000000
14,2050,R2,2028,gasCCGT,6.60970000000
14,2051,R2,2028,gasCCGT,6.60970000000
14,2052,R2,2028,gasCCGT,6.60970000000
14,2053,R2,2028,gasCCGT,6.60970000000
14,2054,R2,2028,gasCCGT,6.60970000000
14,2055,R2,2028,gasCCGT,6.60970000000
14,2056,R2,2028,gasCCGT,6.60970000000
14,2057,R2,2028,gasCCGT,6.60970000000
14,2060,R2,2028,gasCCGT,6.60970000000
14,2061,R2,2028,gasCCGT,6.60970000000
14,2062,R2,2028,gasCCGT,6.60970000000
14,2063,R2,2028,gasCCGT,6.60970000000
14,2064,R2,2028,gasCCGT,6.60970000000
15,2032,R2,2028,solarPV,40.00000000000
15,2033,R2,2028,solarPV,40.00000000000
15,2035,R2,2028,solarPV,40.00000000000
15,2037,R2,2028,solarPV,40.00000000000
15,2040,R2,2028,solarPV,40.00000000000
15,2045,R2,2028,solarPV,40.00000000000
15,2046,R2,2028,solarPV,40.00000000000
15,2047,R2,2028,solarPV,40.00000000000
15,2050,R2,2028,solarPV,40.00000000000
15,2051,R2,2028,solarPV,40.00000000000
15,2052,R2,2028,solarPV,40.00000000000
15,2053,R2,2028,solarPV,40.00000000000
15,2054,R2,2028,solarPV,40.00000000000
16,2032,R2,2028,windturbine,40.00000000000
16,2033,R2,2028,windturbine,40.00000000000
16,2035,R2,2028,windturbine,40.00000000000
16,2037,R2,2028,windturbine,40.00000000000
16,2040,R2,2028,windturbine,40.00000000000
16,2045,R2,2028,windturbine,40.00000000000
16,2046,R2,2028,windturbine,40.00000000000
16,2047,R2,2028,windturbine,40.00000000000
16,2050,R2,2028,windturbine,40.00000000000
16,2051,R2,2028,windturbine,40.00000000000
16,2052,R2,2028,windturbine,40.00000000000
16,2053,R2,2028,windturbine,40.00000000000
16,2054,R2,2028,windturbine,40.00000000000
