commodity,day,hour,month,region,supply,timeslice,units_prices,year
CO2f,all-week,early-peak,all-year,r1,78.6005,3,MUS$2010/kt,2030
electricity,all-week,late-peak,all-year,r1,0.3797,4,MUS$2010/PJ,2030
gas,all-week,late-peak,all-year,r1,2.9589,4,MUS$2010/PJ,2030
heat,all-week,late-peak,all-year,r1,3.5000,4,MUS$2010/PJ,2030
CO2f,all-week,late-peak,all-year,r1,165.0611,4,MUS$2010/kt,2030
electricity,all-week,evening,all-year,r1,0.2531,5,MUS$2010/PJ,2030
gas,all-week,evening,all-year,r1,1.9726,5,MUS$2010/PJ,2030
heat,all-week,evening,all-year,r1,2.3333,5,MUS$2010/PJ,2030
CO2f,all-week,evening,all-year,r1,110.0407,5,MUS$2010/kt,2030
electricity,all-week,early-morning,all-year,r1,0.2531,6,MUS$2010/PJ,2030
gas,all-week,early-morning,all-year,r1,1.9726,6,MUS$2010/PJ,2030
heat,all-week,early-morning,all-year,r1,2.3333,6,MUS$2010/PJ,2030
CO2f,all-week,early-morning,all-year,r1,110.0407,6,MUS$2010/kt,2030
electricity,all-week,late-afternoon,all-year,r1,0.2531,7,MUS$2010/PJ,2030
gas,all-week,late-afternoon,all-year,r1,1.9726,7,MUS$2010/PJ,2030
heat,all-week,late-afternoon,all-year,r1,2.3333,7,MUS$2010/PJ,2030
CO2f,all-week,late-afternoon,all-year,r1,110.0407,7,MUS$2010/kt,2030
electricity,all-week,night,all-year,r1,0.5099,0,MUS$2010/PJ,2035
gas,all-week,night,all-year,r1,0.1453,0,MUS$2010/PJ,2035
heat,all-week,night,all-year,r1,1.4000,0,MUS$2010/PJ,2035
CO2f,all-week,night,all-year,r1,8.1056,0,MUS$2010/kt,2035
electricity,all-week,morning,all-year,r1,0.7284,1,MUS$2010/PJ,2035
gas,all-week,morning,all-year,r1,0.2076,1,MUS$2010/PJ,2035
heat,all-week,morning,all-year,r1,2.0000,1,MUS$2010/PJ,2035
CO2f,all-week,morning,all-year,r1,11.5794,1,MUS$2010/kt,2035
electricity,all-week,mid-afternoon,all-year,r1,0.5099,2,MUS$2010/PJ,2035
gas,all-week,mid-afternoon,all-year,r1,0.1453,2,MUS$2010/PJ,2035
heat,all-week,mid-afternoon,all-year,r1,1.4000,2,MUS$2010/PJ,2035
CO2f,all-week,mid-afternoon,all-year,r1,8.1056,2,MUS$2010/kt,2035
electricity,all-week,early-peak,all-year,r1,0.7284,3,MUS$2010/PJ,2035
gas,all-week,early-peak,all-year,r1,0.2076,3,MUS$2010/PJ,2035
heat,all-week,early-peak,all-year,r1,2.0000,3,MUS$2010/PJ,2035
CO2f,all-week,early-peak,all-year,r1,11.5794,3,MUS$2010/kt,2035
electricity,all-week,late-peak,all-year,r1,1.5297,4,MUS$2010/PJ,2035
gas,all-week,late-peak,all-year,r1,0.4359,4,MUS$2010/PJ,2035
heat,all-week,late-peak,all-year,r1,4.2000,4,MUS$2010/PJ,2035
CO2f,all-week,late-peak,all-year,r1,24.3168,4,MUS$2010/kt,2035
electricity,all-week,evening,all-year,r1,1.0198,5,MUS$2010/PJ,2035
gas,all-week,evening,all-year,r1,0.2906,5,MUS$2010/PJ,2035
heat,all-week,evening,all-year,r1,2.8000,5,MUS$2010/PJ,2035
CO2f,all-week,evening,all-year,r1,16.2112,5,MUS$2010/kt,2035
electricity,all-week,early-morning,all-year,r1,1.0198,6,MUS$2010/PJ,2035
gas,all-week,early-morning,all-year,r1,0.2906,6,MUS$2010/PJ,2035
heat,all-week,early-morning,all-year,r1,2.8000,6,MUS$2010/PJ,2035
CO2f,all-week,early-morning,all-year,r1,16.2112,6,MUS$2010/kt,2035
electricity,all-week,late-afternoon,all-year,r1,1.0198,7,MUS$2010/PJ,2035
gas,all-week,late-afternoon,all-year,r1,0.2906,7,MUS$2010/PJ,2035
heat,all-week,late-afternoon,all-year,r1,2.8000,7,MUS$2010/PJ,2035
CO2f,all-week,late-afternoon,all-year,r1,16.2112,7,MUS$2010/kt,2035
electricity,all-week,night,all-year,r1,0.6533,0,MUS$2010/PJ,2040
heat,all-week,night,all-year,r1,1.6333,0,MUS$2010/PJ,2040
electricity,all-week,morning,all-year,r1,0.9333,1,MUS$2010/PJ,2040
heat,all-week,morning,all-year,r1,2.3333,1,MUS$2010/PJ,2040
electricity,all-week,mid-afternoon,all-year,r1,0.6533,2,MUS$2010/PJ,2040
heat,all-week,mid-afternoon,all-year,r1,1.6333,2,MUS$2010/PJ,2040
electricity,all-week,early-peak,all-year,r1,0.9333,3,MUS$2010/PJ,2040
heat,all-week,early-peak,all-year,r1,2.3333,3,MUS$2010/PJ,2040
electricity,all-week,late-peak,all-year,r1,1.9600,4,MUS$2010/PJ,2040
heat,all-week,late-peak,all-year,r1,4.9000,4,MUS$2010/PJ,2040
electricity,all-week,evening,all-year,r1,1.3067,5,MUS$2010/PJ,2040
heat,all-week,evening,all-year,r1,3.2667,5,MUS$2010/PJ,2040
electricity,all-week,early-morning,all-year,r1,1.3067,6,MUS$2010/PJ,2040
heat,all-week,early-morning,all-year,r1,3.2667,6,MUS$2010/PJ,2040
electricity,all-week,late-afternoon,all-year,r1,1.3067,7,MUS$2010/PJ,2040
heat,all-week,late-afternoon,all-year,r1,3.2667,7,MUS$2010/PJ,2040
electricity,all-week,night,all-year,r1,0.7467,0,MUS$2010/PJ,2045
heat,all-week,night,all-year,r1,1.8667,0,MUS$2010/PJ,2045
electricity,all-week,morning,all-year,r1,1.0667,1,MUS$2010/PJ,2045
heat,all-week,morning,all-year,r1,2.6667,1,MUS$2010/PJ,2045
electricity,all-week,mid-afternoon,all-year,r1,0.7467,2,MUS$2010/PJ,2045
heat,all-week,mid-afternoon,all-year,r1,1.8667,2,MUS$2010/PJ,2045
electricity,all-week,early-peak,all-year,r1,1.0667,3,MUS$2010/PJ,2045
heat,all-week,early-peak,all-year,r1,2.6667,3,MUS$2010/PJ,2045
electricity,all-week,late-peak,all-year,r1,2.2400,4,MUS$2010/PJ,2045
heat,all-week,late-peak,all-year,r1,5.6000,4,MUS$2010/PJ,2045
electricity,all-week,evening,all-year,r1,1.4933,5,MUS$2010/PJ,2045
heat,all-week,evening,all-year,r1,3.7333,5,MUS$2010/PJ,2045
electricity,all-week,early-morning,all-year,r1,1.4933,6,MUS$2010/PJ,2045
heat,all-week,early-morning,all-year,r1,3.7333,6,MUS$2010/PJ,2045
electricity,all-week,late-afternoon,all-year,r1,1.4933,7,MUS$2010/PJ,2045
heat,all-week,late-afternoon,all-year,r1,3.7333,7,MUS$2010/PJ,2045
electricity,all-week,night,all-year,r1,0.8400,0,MUS$2010/PJ,2050
heat,all-week,night,all-year,r1,2.1000,0,MUS$2010/PJ,2050
electricity,all-week,morning,all-year,r1,1.2000,1,MUS$2010/PJ,2050
heat,all-week,morning,all-year,r1,3.0000,1,MUS$2010/PJ,2050
electricity,all-week,mid-afternoon,all-year,r1,0.8400,2,MUS$2010/PJ,2050
heat,all-week,mid-afternoon,all-year,r1,2.1000,2,MUS$2010/PJ,2050
electricity,all-week,early-peak,all-year,r1,1.2000,3,MUS$2010/PJ,2050
heat,all-week,early-peak,all-year,r1,3.0000,3,MUS$2010/PJ,2050
electricity,all-week,late-peak,all-year,r1,2.5200,4,MUS$2010/PJ,2050
heat,all-week,late-peak,all-year,r1,6.3000,4,MUS$2010/PJ,2050
electricity,all-week,evening,all-year,r1,1.6800,5,MUS$2010/PJ,2050
heat,all-week,evening,all-year,r1,4.2000,5,MUS$2010/PJ,2050
electricity,all-week,early-morning,all-year,r1,1.6800,6,MUS$2010/PJ,2050
heat,all-week,early-morning,all-year,r1,4.2000,6,MUS$2010/PJ,2050
electricity,all-week,late-afternoon,all-year,r1,1.6800,7,MUS$2010/PJ,2050
heat,all-week,late-afternoon,all-year,r1,4.2000,7,MUS$2010/PJ,2050
