,timeslice,asset,year,commodity,region,technology,installed,comm_usage,month,day,hour,consumption
0,0,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,1.67000000000
1,0,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,1.10000000000
2,0,1,2030,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,1.10000000000
3,0,2,2030,wind,R1,windturbine,2025,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,night,1.54330000000
4,1,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,3.34000000000
5,1,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,1.10000000000
6,1,1,2030,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,1.10000000000
7,1,2,2030,wind,R1,windturbine,2025,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,morning,1.54330000000
8,2,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,5.01000000000
9,2,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,1.10000000000
10,2,1,2030,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,1.10000000000
11,2,2,2030,wind,R1,windturbine,2025,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,afternoon,1.54330000000
12,3,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,3.34000000000
13,3,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,1.10000000000
14,3,1,2030,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,1.10000000000
15,3,2,2030,wind,R1,windturbine,2025,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,early-peak,1.54330000000
16,4,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,8.35000000000
17,4,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,1.10000000000
18,4,1,2030,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,1.10000000000
19,4,2,2030,wind,R1,windturbine,2025,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,late-peak,1.54330000000
20,5,0,2025,gas,R1,gasCCGT,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,10.02000000000
21,5,1,2025,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,1.10000000000
22,5,1,2030,wind,R1,windturbine,2020,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,1.10000000000
23,5,2,2030,wind,R1,windturbine,2025,CommodityUsage.ENERGY|CONSUMABLE,all-year,all-week,evening,1.54330000000
