,asset,year,region,installed,technology,capacity
32,2,2050,R1,2025,windturbine,1.12500000000
33,2,2054,R1,2025,windturbine,1.12500000000
47,3,2050,R1,2030,windturbine,3.67670000000
48,3,2054,R1,2030,windturbine,3.67670000000
49,3,2055,R1,2030,windturbine,3.67670000000
50,3,2059,R1,2030,windturbine,3.67670000000
62,4,2050,R1,2035,windturbine,2.25670000000
63,4,2054,R1,2035,windturbine,2.25670000000
64,4,2055,R1,2035,windturbine,2.25670000000
65,4,2059,R1,2035,windturbine,2.25670000000
66,4,2060,R1,2035,windturbine,2.25670000000
67,4,2064,R1,2035,windturbine,2.25670000000
77,5,2050,R1,2040,windturbine,0.58330000000
78,5,2054,R1,2040,windturbine,0.58330000000
79,5,2055,R1,2040,windturbine,0.58330000000
80,5,2059,R1,2040,windturbine,0.58330000000
81,5,2060,R1,2040,windturbine,0.58330000000
82,5,2064,R1,2040,windturbine,0.58330000000
83,5,2065,R1,2040,windturbine,0.58330000000
84,5,2069,R1,2040,windturbine,0.58330000000
92,6,2050,R1,2045,windturbine,2.85830000000
93,6,2054,R1,2045,windturbine,2.85830000000
94,6,2055,R1,2045,windturbine,2.85830000000
95,6,2059,R1,2045,windturbine,2.85830000000
96,6,2060,R1,2045,windturbine,2.85830000000
97,6,2064,R1,2045,windturbine,2.85830000000
98,6,2065,R1,2045,windturbine,2.85830000000
99,6,2069,R1,2045,windturbine,2.85830000000
100,6,2070,R1,2045,windturbine,2.85830000000
101,6,2074,R1,2045,windturbine,2.85830000000
109,7,2055,R1,2050,windturbine,1.12500000000
110,7,2059,R1,2050,windturbine,1.12500000000
111,7,2060,R1,2050,windturbine,1.12500000000
112,7,2064,R1,2050,windturbine,1.12500000000
113,7,2065,R1,2050,windturbine,1.12500000000
114,7,2069,R1,2050,windturbine,1.12500000000
115,7,2070,R1,2050,windturbine,1.12500000000
116,7,2074,R1,2050,windturbine,1.12500000000
117,7,2075,R1,2050,windturbine,1.12500000000
118,7,2079,R1,2050,windturbine,1.12500000000
