,asset,year,region,installed,technology,capacity
1,0,2025,R1,2020,gasCCGT,0.50000000000
13,1,2025,R1,2020,windturbine,0.54830000000
14,1,2030,R1,2020,windturbine,0.54830000000
15,1,2035,R1,2020,windturbine,0.54830000000
16,1,2040,R1,2020,windturbine,0.54830000000
17,1,2045,R1,2020,windturbine,0.54830000000
18,1,2049,R1,2020,windturbine,0.54830000000
26,2,2030,R1,2025,windturbine,1.12500000000
27,2,2035,R1,2025,windturbine,1.12500000000
28,2,2040,R1,2025,windturbine,1.12500000000
29,2,2045,R1,2025,windturbine,1.12500000000
30,2,2049,R1,2025,windturbine,1.12500000000
31,2,2050,R1,2025,windturbine,1.12500000000
32,2,2054,R1,2025,windturbine,1.12500000000
