,asset,year,region,installed,technology,capacity
18,1,2035,R1,2020,windturbine,0.54830000000
19,1,2040,R1,2020,windturbine,0.54830000000
20,1,2045,R1,2020,windturbine,0.54830000000
21,1,2049,R1,2020,windturbine,0.54830000000
33,2,2035,R1,2025,windturbine,1.12500000000
34,2,2040,R1,2025,windturbine,1.12500000000
35,2,2045,R1,2025,windturbine,1.12500000000
36,2,2049,R1,2025,windturbine,1.12500000000
37,2,2050,R1,2025,windturbine,1.12500000000
38,2,2054,R1,2025,windturbine,1.12500000000
48,3,2035,R1,2030,windturbine,3.67670000000
49,3,2040,R1,2030,windturbine,3.67670000000
50,3,2045,R1,2030,windturbine,3.67670000000
51,3,2049,R1,2030,windturbine,3.67670000000
52,3,2050,R1,2030,windturbine,3.67670000000
53,3,2054,R1,2030,windturbine,3.67670000000
54,3,2055,R1,2030,windturbine,3.67670000000
55,3,2059,R1,2030,windturbine,3.67670000000
64,4,2040,R1,2035,windturbine,2.25670000000
65,4,2045,R1,2035,windturbine,2.25670000000
66,4,2049,R1,2035,windturbine,2.25670000000
67,4,2050,R1,2035,windturbine,2.25670000000
68,4,2054,R1,2035,windturbine,2.25670000000
69,4,2055,R1,2035,windturbine,2.25670000000
70,4,2059,R1,2035,windturbine,2.25670000000
71,4,2060,R1,2035,windturbine,2.25670000000
72,4,2064,R1,2035,windturbine,2.25670000000
