,asset,year,region,installed,technology,capacity
82,4,2060,R1,2035,windturbine,2.25670000000
83,4,2064,R1,2035,windturbine,2.25670000000
101,5,2060,R1,2040,windturbine,0.58330000000
102,5,2064,R1,2040,windturbine,0.58330000000
103,5,2065,R1,2040,windturbine,0.58330000000
104,5,2069,R1,2040,windturbine,0.58330000000
120,6,2060,R1,2045,windturbine,2.85830000000
121,6,2064,R1,2045,windturbine,2.85830000000
122,6,2065,R1,2045,windturbine,2.85830000000
123,6,2069,R1,2045,windturbine,2.85830000000
124,6,2070,R1,2045,windturbine,2.85830000000
125,6,2074,R1,2045,windturbine,2.85830000000
139,7,2060,R1,2050,windturbine,1.12500000000
140,7,2064,R1,2050,windturbine,1.12500000000
141,7,2065,R1,2050,windturbine,1.12500000000
142,7,2069,R1,2050,windturbine,1.12500000000
143,7,2070,R1,2050,windturbine,1.12500000000
144,7,2074,R1,2050,windturbine,1.12500000000
145,7,2075,R1,2050,windturbine,1.12500000000
146,7,2079,R1,2050,windturbine,1.12500000000
158,8,2060,R1,2055,windturbine,3.67670000000
159,8,2064,R1,2055,windturbine,3.67670000000
160,8,2065,R1,2055,windturbine,3.67670000000
161,8,2069,R1,2055,windturbine,3.67670000000
162,8,2070,R1,2055,windturbine,3.67670000000
163,8,2074,R1,2055,windturbine,3.67670000000
164,8,2075,R1,2055,windturbine,3.67670000000
165,8,2079,R1,2055,windturbine,3.67670000000
166,8,2080,R1,2055,windturbine,3.67670000000
167,8,2084,R1,2055,windturbine,3.67670000000
179,9,2065,R1,2060,windturbine,2.25670000000
180,9,2069,R1,2060,windturbine,2.25670000000
181,9,2070,R1,2060,windturbine,2.25670000000
182,9,2074,R1,2060,windturbine,2.25670000000
183,9,2075,R1,2060,windturbine,2.25670000000
184,9,2079,R1,2060,windturbine,2.25670000000
185,9,2080,R1,2060,windturbine,2.25670000000
186,9,2084,R1,2060,windturbine,2.25670000000
187,9,2085,R1,2060,windturbine,2.25670000000
188,9,2089,R1,2060,windturbine,2.25670000000
