asset,year,region,technology,installed,capacity
0,2045,R1,gasboiler,2035,2.39330000000
0,2049,R1,gasboiler,2035,2.39330000000
1,2050,R1,gasboiler,2045,0.75000000000
1,2054,R1,gasboiler,2045,0.75000000000
1,2055,R1,gasboiler,2045,0.75000000000
1,2059,R1,gasboiler,2045,0.75000000000
2,2045,R1,heatpump,2035,3.75930000000
2,2049,R1,heatpump,2035,3.75930000000
3,2045,R1,heatpump,2040,12.67390000000
3,2049,R1,heatpump,2040,12.67390000000
3,2050,R1,heatpump,2040,12.67390000000
3,2054,R1,heatpump,2040,12.67390000000
4,2050,R1,heatpump,2045,5.71850000000
4,2054,R1,heatpump,2045,5.71850000000
4,2055,R1,heatpump,2045,5.71850000000
4,2059,R1,heatpump,2045,5.71850000000
