,commodity,region,technology,year,supply
0,electricity,R1,gasCCGT,2025,0.03510000000
1,electricity,R1,gasCCGT,2030,0.00840000000
2,electricity,R1,windturbine,2030,0.01670000000
3,CO2f,R1,gasCCGT,2025,3.22130000000
4,CO2f,R1,gasCCGT,2030,0.76580000000
5,electricity,R1,gasCCGT,2025,0.05270000000
6,electricity,R1,gasCCGT,2030,0.01250000000
7,electricity,R1,windturbine,2030,0.02510000000
8,CO2f,R1,gasCCGT,2025,4.83190000000
9,CO2f,R1,gasCCGT,2030,1.14870000000
10,electricity,R1,gasCCGT,2025,0.03510000000
11,electricity,R1,gasCCGT,2030,0.00840000000
12,electricity,R1,windturbine,2030,0.01670000000
13,CO2f,R1,gasCCGT,2025,3.22130000000
14,CO2f,R1,gasCCGT,2030,0.76580000000
15,electricity,R1,gasCCGT,2025,0.05270000000
16,electricity,R1,gasCCGT,2030,0.01250000000
17,electricity,R1,windturbine,2030,0.02510000000
18,CO2f,R1,gasCCGT,2025,4.83190000000
19,CO2f,R1,gasCCGT,2030,1.14870000000
20,electricity,R1,gasCCGT,2025,0.10540000000
21,electricity,R1,gasCCGT,2030,0.02510000000
22,electricity,R1,windturbine,2030,0.05010000000
23,CO2f,R1,gasCCGT,2025,9.66390000000
24,CO2f,R1,gasCCGT,2030,2.29750000000
25,electricity,R1,gasCCGT,2025,0.07030000000
26,electricity,R1,gasCCGT,2030,0.01670000000
27,electricity,R1,windturbine,2030,0.03340000000
28,CO2f,R1,gasCCGT,2025,6.44260000000
29,CO2f,R1,gasCCGT,2030,1.53160000000
