,commodity,region,technology,year,supply
0,electricity,R1,gasCCGT,2060,0.00360000000
1,electricity,R1,gasCCGT,2060,0.00130000000
2,electricity,R1,windturbine,2060,0.00050000000
3,electricity,R1,gasCCGT,2065,0.00290000000
4,CO2f,R1,gasCCGT,2060,0.32810000000
5,CO2f,R1,gasCCGT,2060,0.12300000000
6,CO2f,R1,gasCCGT,2065,0.26460000000
7,electricity,R1,gasCCGT,2060,0.00540000000
8,electricity,R1,gasCCGT,2060,0.00200000000
9,electricity,R1,windturbine,2060,0.00080000000
10,electricity,R1,gasCCGT,2065,0.00430000000
11,CO2f,R1,gasCCGT,2060,0.49210000000
12,CO2f,R1,gasCCGT,2060,0.18450000000
13,CO2f,R1,gasCCGT,2065,0.39690000000
14,electricity,R1,gasCCGT,2060,0.00360000000
15,electricity,R1,gasCCGT,2060,0.00130000000
16,electricity,R1,windturbine,2060,0.00050000000
17,electricity,R1,gasCCGT,2065,0.00290000000
18,CO2f,R1,gasCCGT,2060,0.32810000000
19,CO2f,R1,gasCCGT,2060,0.12300000000
20,CO2f,R1,gasCCGT,2065,0.26460000000
21,electricity,R1,gasCCGT,2060,0.00540000000
22,electricity,R1,gasCCGT,2060,0.00200000000
23,electricity,R1,windturbine,2060,0.00080000000
24,electricity,R1,gasCCGT,2065,0.00430000000
25,CO2f,R1,gasCCGT,2060,0.49210000000
26,CO2f,R1,gasCCGT,2060,0.18450000000
27,CO2f,R1,gasCCGT,2065,0.39690000000
28,electricity,R1,gasCCGT,2060,0.01070000000
29,electricity,R1,gasCCGT,2060,0.00400000000
30,electricity,R1,windturbine,2060,0.00150000000
31,electricity,R1,gasCCGT,2065,0.00870000000
32,CO2f,R1,gasCCGT,2060,0.98420000000
33,CO2f,R1,gasCCGT,2060,0.36910000000
34,CO2f,R1,gasCCGT,2065,0.79390000000
35,electricity,R1,gasCCGT,2060,0.00720000000
36,electricity,R1,gasCCGT,2060,0.00270000000
37,electricity,R1,windturbine,2060,0.00100000000
38,electricity,R1,gasCCGT,2065,0.00580000000
39,CO2f,R1,gasCCGT,2060,0.65610000000
40,CO2f,R1,gasCCGT,2060,0.24600000000
41,CO2f,R1,gasCCGT,2065,0.52920000000
