,asset,year,technology,region,installed,capacity
24,4,2040,heatpump,R1,2030,64.00000000000
25,4,2044,heatpump,R1,2030,64.00000000000
32,5,2045,heatpump,R1,2040,96.00000000000
33,5,2050,heatpump,R1,2040,96.00000000000
34,5,2054,heatpump,R1,2040,96.00000000000
36,6,2040,heatpump,R2,2030,64.00000000000
37,6,2044,heatpump,R2,2030,64.00000000000
44,7,2045,heatpump,R2,2040,96.00000000000
45,7,2050,heatpump,R2,2040,96.00000000000
46,7,2054,heatpump,R2,2040,96.00000000000
