,asset,year,region,installed,technology,capacity
1,0,2025,R1,2020,gasboiler,10.00000000000
10,1,2025,R1,2020,heatpump,28.00000000000
11,1,2030,R1,2020,heatpump,28.00000000000
12,1,2034,R1,2020,heatpump,28.00000000000
20,2,2030,R1,2025,heatpump,4.00000000000
21,2,2034,R1,2025,heatpump,4.00000000000
22,2,2035,R1,2025,heatpump,4.00000000000
23,2,2039,R1,2025,heatpump,4.00000000000
28,3,2025,R2,2020,gasboiler,10.00000000000
37,4,2025,R2,2020,heatpump,28.00000000000
38,4,2030,R2,2020,heatpump,28.00000000000
39,4,2034,R2,2020,heatpump,28.00000000000
47,5,2030,R2,2025,heatpump,4.00000000000
48,5,2034,R2,2025,heatpump,4.00000000000
49,5,2035,R2,2025,heatpump,4.00000000000
50,5,2039,R2,2025,heatpump,4.00000000000
