asset,year,technology,region,installed,capacity
0,2024,gasCCGT,R1,2020,1.00000000000
0,2025,gasCCGT,R1,2020,1.00000000000
1,2024,gasCCGT,R2,2020,1.00000000000
1,2025,gasCCGT,R2,2020,1.00000000000
2,2024,solarPV,R1,2020,3.79000000000
2,2025,solarPV,R1,2020,3.79000000000
2,2026,solarPV,R1,2020,3.79000000000
2,2030,solarPV,R1,2020,3.79000000000
2,2035,solarPV,R1,2020,3.79000000000
2,2040,solarPV,R1,2020,3.79000000000
2,2045,solarPV,R1,2020,3.79000000000
2,2046,solarPV,R1,2020,3.79000000000
3,2024,windturbine,R1,2020,8.00000000000
3,2025,windturbine,R1,2020,8.00000000000
3,2026,windturbine,R1,2020,8.00000000000
3,2030,windturbine,R1,2020,8.00000000000
3,2035,windturbine,R1,2020,8.00000000000
3,2040,windturbine,R1,2020,8.00000000000
3,2045,windturbine,R1,2020,8.00000000000
3,2046,windturbine,R1,2020,8.00000000000
4,2024,windturbine,R1,2022,2.24000000000
4,2025,windturbine,R1,2022,2.24000000000
4,2026,windturbine,R1,2022,2.24000000000
4,2030,windturbine,R1,2022,2.24000000000
4,2035,windturbine,R1,2022,2.24000000000
4,2040,windturbine,R1,2022,2.24000000000
4,2045,windturbine,R1,2022,2.24000000000
4,2046,windturbine,R1,2022,2.24000000000
4,2047,windturbine,R1,2022,2.24000000000
4,2048,windturbine,R1,2022,2.24000000000
5,2026,windturbine,R1,2024,7.09480000000
5,2030,windturbine,R1,2024,7.09480000000
5,2035,windturbine,R1,2024,7.09480000000
5,2040,windturbine,R1,2024,7.09480000000
5,2045,windturbine,R1,2024,7.09480000000
5,2046,windturbine,R1,2024,7.09480000000
5,2047,windturbine,R1,2024,7.09480000000
5,2048,windturbine,R1,2024,7.09480000000
5,2049,windturbine,R1,2024,7.09480000000
5,2050,windturbine,R1,2024,7.09480000000
6,2024,windturbine,R2,2020,11.79000000000
6,2025,windturbine,R2,2020,11.79000000000
6,2026,windturbine,R2,2020,11.79000000000
6,2030,windturbine,R2,2020,11.79000000000
6,2035,windturbine,R2,2020,11.79000000000
6,2040,windturbine,R2,2020,11.79000000000
6,2045,windturbine,R2,2020,11.79000000000
6,2046,windturbine,R2,2020,11.79000000000
7,2024,windturbine,R2,2022,2.24000000000
7,2025,windturbine,R2,2022,2.24000000000
7,2026,windturbine,R2,2022,2.24000000000
7,2030,windturbine,R2,2022,2.24000000000
7,2035,windturbine,R2,2022,2.24000000000
7,2040,windturbine,R2,2022,2.24000000000
7,2045,windturbine,R2,2022,2.24000000000
7,2046,windturbine,R2,2022,2.24000000000
7,2047,windturbine,R2,2022,2.24000000000
7,2048,windturbine,R2,2022,2.24000000000
8,2026,windturbine,R2,2024,7.09480000000
8,2030,windturbine,R2,2024,7.09480000000
8,2035,windturbine,R2,2024,7.09480000000
8,2040,windturbine,R2,2024,7.09480000000
8,2045,windturbine,R2,2024,7.09480000000
8,2046,windturbine,R2,2024,7.09480000000
8,2047,windturbine,R2,2024,7.09480000000
8,2048,windturbine,R2,2024,7.09480000000
8,2049,windturbine,R2,2024,7.09480000000
8,2050,windturbine,R2,2024,7.09480000000
