asset,year,region,installed,technology,capacity
1,2050,R1,2040,heatpump,28.60000000000
1,2054,R1,2040,heatpump,28.60000000000
2,2050,R1,2045,heatpump,21.80000000000
2,2054,R1,2045,heatpump,21.80000000000
2,2055,R1,2045,heatpump,21.80000000000
2,2059,R1,2045,heatpump,21.80000000000
3,2055,R1,2050,heatpump,28.60000000000
3,2059,R1,2050,heatpump,28.60000000000
3,2060,R1,2050,heatpump,28.60000000000
3,2064,R1,2050,heatpump,28.60000000000
5,2050,R2,2040,heatpump,28.60000000000
5,2054,R2,2040,heatpump,28.60000000000
6,2050,R2,2045,heatpump,21.80000000000
6,2054,R2,2045,heatpump,21.80000000000
6,2055,R2,2045,heatpump,21.80000000000
6,2059,R2,2045,heatpump,21.80000000000
7,2055,R2,2050,heatpump,28.60000000000
7,2059,R2,2050,heatpump,28.60000000000
7,2060,R2,2050,heatpump,28.60000000000
7,2064,R2,2050,heatpump,28.60000000000
