timeslice,commodity,asset,year,installed,technology,month,day,hour,supply
0,heat,2,2035,2030,gasboiler,all-year,all-week,night,2.00000000000
0,heat,2,2040,2030,gasboiler,all-year,all-week,night,2.33330000000
0,heat,3,2035,2030,heatpump,all-year,all-week,night,2.00000000000
0,heat,3,2040,2030,heatpump,all-year,all-week,night,2.33330000000
0,heat,6,2035,2030,gasboiler,all-year,all-week,night,2.00000000000
0,heat,6,2040,2030,gasboiler,all-year,all-week,night,2.33330000000
0,heat,7,2035,2030,heatpump,all-year,all-week,night,2.00000000000
0,heat,7,2040,2030,heatpump,all-year,all-week,night,2.33330000000
0,CO2f,2,2035,2030,gasboiler,all-year,all-week,night,129.42000000000
0,CO2f,2,2040,2030,gasboiler,all-year,all-week,night,150.99000000000
0,CO2f,6,2035,2030,gasboiler,all-year,all-week,night,129.42000000000
0,CO2f,6,2040,2030,gasboiler,all-year,all-week,night,150.99000000000
1,heat,2,2035,2030,gasboiler,all-year,all-week,morning,3.00000000000
1,heat,2,2040,2030,gasboiler,all-year,all-week,morning,3.50000000000
1,heat,3,2035,2030,heatpump,all-year,all-week,morning,3.00000000000
1,heat,3,2040,2030,heatpump,all-year,all-week,morning,3.50000000000
1,heat,6,2035,2030,gasboiler,all-year,all-week,morning,3.00000000000
1,heat,6,2040,2030,gasboiler,all-year,all-week,morning,3.50000000000
1,heat,7,2035,2030,heatpump,all-year,all-week,morning,3.00000000000
1,heat,7,2040,2030,heatpump,all-year,all-week,morning,3.50000000000
1,CO2f,2,2035,2030,gasboiler,all-year,all-week,morning,194.13000000000
1,CO2f,2,2040,2030,gasboiler,all-year,all-week,morning,226.48500000000
1,CO2f,6,2035,2030,gasboiler,all-year,all-week,morning,194.13000000000
1,CO2f,6,2040,2030,gasboiler,all-year,all-week,morning,226.48500000000
2,heat,2,2035,2030,gasboiler,all-year,all-week,afternoon,2.00000000000
2,heat,2,2040,2030,gasboiler,all-year,all-week,afternoon,2.33330000000
2,heat,3,2035,2030,heatpump,all-year,all-week,afternoon,2.00000000000
2,heat,3,2040,2030,heatpump,all-year,all-week,afternoon,2.33330000000
2,heat,6,2035,2030,gasboiler,all-year,all-week,afternoon,2.00000000000
2,heat,6,2040,2030,gasboiler,all-year,all-week,afternoon,2.33330000000
2,heat,7,2035,2030,heatpump,all-year,all-week,afternoon,2.00000000000
2,heat,7,2040,2030,heatpump,all-year,all-week,afternoon,2.33330000000
2,CO2f,2,2035,2030,gasboiler,all-year,all-week,afternoon,129.42000000000
2,CO2f,2,2040,2030,gasboiler,all-year,all-week,afternoon,150.99000000000
2,CO2f,6,2035,2030,gasboiler,all-year,all-week,afternoon,129.42000000000
2,CO2f,6,2040,2030,gasboiler,all-year,all-week,afternoon,150.99000000000
3,heat,2,2035,2030,gasboiler,all-year,all-week,early-peak,3.00000000000
3,heat,2,2040,2030,gasboiler,all-year,all-week,early-peak,3.50000000000
3,heat,3,2035,2030,heatpump,all-year,all-week,early-peak,3.00000000000
3,heat,3,2040,2030,heatpump,all-year,all-week,early-peak,3.50000000000
3,heat,6,2035,2030,gasboiler,all-year,all-week,early-peak,3.00000000000
3,heat,6,2040,2030,gasboiler,all-year,all-week,early-peak,3.50000000000
3,heat,7,2035,2030,heatpump,all-year,all-week,early-peak,3.00000000000
3,heat,7,2040,2030,heatpump,all-year,all-week,early-peak,3.50000000000
3,CO2f,2,2035,2030,gasboiler,all-year,all-week,early-peak,194.13000000000
3,CO2f,2,2040,2030,gasboiler,all-year,all-week,early-peak,226.48500000000
3,CO2f,6,2035,2030,gasboiler,all-year,all-week,early-peak,194.13000000000
3,CO2f,6,2040,2030,gasboiler,all-year,all-week,early-peak,226.48500000000
4,heat,2,2035,2030,gasboiler,all-year,all-week,late-peak,6.00000000000
4,heat,2,2040,2030,gasboiler,all-year,all-week,late-peak,7.00000000000
4,heat,3,2035,2030,heatpump,all-year,all-week,late-peak,6.00000000000
4,heat,3,2040,2030,heatpump,all-year,all-week,late-peak,7.00000000000
4,heat,6,2035,2030,gasboiler,all-year,all-week,late-peak,6.00000000000
4,heat,6,2040,2030,gasboiler,all-year,all-week,late-peak,7.00000000000
4,heat,7,2035,2030,heatpump,all-year,all-week,late-peak,6.00000000000
4,heat,7,2040,2030,heatpump,all-year,all-week,late-peak,7.00000000000
4,CO2f,2,2035,2030,gasboiler,all-year,all-week,late-peak,388.26000000000
4,CO2f,2,2040,2030,gasboiler,all-year,all-week,late-peak,452.97000000000
4,CO2f,6,2035,2030,gasboiler,all-year,all-week,late-peak,388.26000000000
4,CO2f,6,2040,2030,gasboiler,all-year,all-week,late-peak,452.97000000000
5,heat,2,2035,2030,gasboiler,all-year,all-week,evening,4.00000000000
5,heat,2,2040,2030,gasboiler,all-year,all-week,evening,4.66670000000
5,heat,3,2035,2030,heatpump,all-year,all-week,evening,4.00000000000
5,heat,3,2040,2030,heatpump,all-year,all-week,evening,4.66670000000
5,heat,6,2035,2030,gasboiler,all-year,all-week,evening,4.00000000000
5,heat,6,2040,2030,gasboiler,all-year,all-week,evening,4.66670000000
5,heat,7,2035,2030,heatpump,all-year,all-week,evening,4.00000000000
5,heat,7,2040,2030,heatpump,all-year,all-week,evening,4.66670000000
5,CO2f,2,2035,2030,gasboiler,all-year,all-week,evening,258.84000000000
5,CO2f,2,2040,2030,gasboiler,all-year,all-week,evening,301.98000000000
5,CO2f,6,2035,2030,gasboiler,all-year,all-week,evening,258.84000000000
5,CO2f,6,2040,2030,gasboiler,all-year,all-week,evening,301.98000000000
