commodity,asset,year,technology,installed,supply
heat,0,2020,gasboiler,2020,10.00000000000
heat,0,2025,gasboiler,2020,10.00000000000
heat,1,2020,gasboiler,2020,10.00000000000
heat,1,2025,gasboiler,2020,10.00000000000
heat,2,2025,heatpump,2020,13.33330000000
heat,3,2025,heatpump,2020,13.33330000000
CO2f,0,2020,gasboiler,2020,647.10000000000
CO2f,0,2025,gasboiler,2020,647.10000000000
CO2f,1,2020,gasboiler,2020,647.10000000000
CO2f,1,2025,gasboiler,2020,647.10000000000
