,asset,year,region,installed,technology,capacity
180,10,2055,R1,2045,gassupply1,0.02840000000
181,10,2059,R1,2045,gassupply1,0.02840000000
197,11,2055,R1,2045,gassupply2,0.00030000000
198,11,2059,R1,2045,gassupply2,0.00030000000
214,12,2055,R1,2045,gassupply3,0.00440000000
215,12,2059,R1,2045,gassupply3,0.00440000000
231,13,2055,R1,2050,gassupply1,0.00210000000
232,13,2059,R1,2050,gassupply1,0.00210000000
233,13,2060,R1,2050,gassupply1,0.00210000000
234,13,2064,R1,2050,gassupply1,0.00210000000
248,14,2055,R1,2050,gassupply2,0.00020000000
249,14,2059,R1,2050,gassupply2,0.00020000000
250,14,2060,R1,2050,gassupply2,0.00020000000
251,14,2064,R1,2050,gassupply2,0.00020000000
265,15,2055,R1,2050,gassupply3,0.00310000000
266,15,2059,R1,2050,gassupply3,0.00310000000
267,15,2060,R1,2050,gassupply3,0.00310000000
268,15,2064,R1,2050,gassupply3,0.00310000000
284,16,2060,R1,2055,gassupply1,0.00200000000
285,16,2064,R1,2055,gassupply1,0.00200000000
286,16,2065,R1,2055,gassupply1,0.00200000000
287,16,2069,R1,2055,gassupply1,0.00200000000
318,18,2060,R1,2055,gassupply3,0.00040000000
319,18,2064,R1,2055,gassupply3,0.00040000000
320,18,2065,R1,2055,gassupply3,0.00040000000
321,18,2069,R1,2055,gassupply3,0.00040000000
