,asset,year,region,installed,technology,capacity
120,7,2050,R1,2040,gassupply1,0.01700000000
121,7,2054,R1,2040,gassupply1,0.01700000000
136,8,2050,R1,2040,gassupply2,0.00280000000
137,8,2054,R1,2040,gassupply2,0.00280000000
152,9,2050,R1,2040,gassupply3,0.04440000000
153,9,2054,R1,2040,gassupply3,0.04440000000
168,10,2050,R1,2045,gassupply1,0.02840000000
169,10,2054,R1,2045,gassupply1,0.02840000000
170,10,2055,R1,2045,gassupply1,0.02840000000
171,10,2059,R1,2045,gassupply1,0.02840000000
184,11,2050,R1,2045,gassupply2,0.00030000000
185,11,2054,R1,2045,gassupply2,0.00030000000
186,11,2055,R1,2045,gassupply2,0.00030000000
187,11,2059,R1,2045,gassupply2,0.00030000000
200,12,2050,R1,2045,gassupply3,0.00440000000
201,12,2054,R1,2045,gassupply3,0.00440000000
202,12,2055,R1,2045,gassupply3,0.00440000000
203,12,2059,R1,2045,gassupply3,0.00440000000
218,13,2055,R1,2050,gassupply1,0.00210000000
219,13,2059,R1,2050,gassupply1,0.00210000000
220,13,2060,R1,2050,gassupply1,0.00210000000
221,13,2064,R1,2050,gassupply1,0.00210000000
234,14,2055,R1,2050,gassupply2,0.00020000000
235,14,2059,R1,2050,gassupply2,0.00020000000
236,14,2060,R1,2050,gassupply2,0.00020000000
237,14,2064,R1,2050,gassupply2,0.00020000000
250,15,2055,R1,2050,gassupply3,0.00310000000
251,15,2059,R1,2050,gassupply3,0.00310000000
252,15,2060,R1,2050,gassupply3,0.00310000000
253,15,2064,R1,2050,gassupply3,0.00310000000
