,asset,year,region,installed,technology,capacity
43,3,2040,R1,2030,gassupply1,0.18770000000
44,3,2044,R1,2030,gassupply1,0.18770000000
56,4,2040,R1,2030,gassupply2,0.04130000000
57,4,2044,R1,2030,gassupply2,0.04130000000
69,5,2040,R1,2030,gassupply3,0.66640000000
70,5,2044,R1,2030,gassupply3,0.66640000000
82,6,2040,R1,2035,gassupply1,0.13350000000
83,6,2044,R1,2035,gassupply1,0.13350000000
84,6,2045,R1,2035,gassupply1,0.13350000000
85,6,2049,R1,2035,gassupply1,0.13350000000
97,7,2045,R1,2040,gassupply1,0.01700000000
98,7,2049,R1,2040,gassupply1,0.01700000000
99,7,2050,R1,2040,gassupply1,0.01700000000
100,7,2054,R1,2040,gassupply1,0.01700000000
110,8,2045,R1,2040,gassupply2,0.00280000000
111,8,2049,R1,2040,gassupply2,0.00280000000
112,8,2050,R1,2040,gassupply2,0.00280000000
113,8,2054,R1,2040,gassupply2,0.00280000000
123,9,2045,R1,2040,gassupply3,0.04440000000
124,9,2049,R1,2040,gassupply3,0.04440000000
125,9,2050,R1,2040,gassupply3,0.04440000000
126,9,2054,R1,2040,gassupply3,0.04440000000
