,asset,year,region,installed,technology,capacity
24,2,2035,R1,2025,gassupply1,0.59060000000
25,2,2039,R1,2025,gassupply1,0.59060000000
35,3,2035,R1,2030,gassupply1,0.18770000000
36,3,2039,R1,2030,gassupply1,0.18770000000
37,3,2040,R1,2030,gassupply1,0.18770000000
38,3,2044,R1,2030,gassupply1,0.18770000000
46,4,2035,R1,2030,gassupply2,0.04130000000
47,4,2039,R1,2030,gassupply2,0.04130000000
48,4,2040,R1,2030,gassupply2,0.04130000000
49,4,2044,R1,2030,gassupply2,0.04130000000
57,5,2035,R1,2030,gassupply3,0.66640000000
58,5,2039,R1,2030,gassupply3,0.66640000000
59,5,2040,R1,2030,gassupply3,0.66640000000
60,5,2044,R1,2030,gassupply3,0.66640000000
70,6,2040,R1,2035,gassupply1,0.13350000000
71,6,2044,R1,2035,gassupply1,0.13350000000
72,6,2045,R1,2035,gassupply1,0.13350000000
73,6,2049,R1,2035,gassupply1,0.13350000000
