,commodity,region,technology,year,supply
0,heat,R1,gasboiler,2035,0.24670000000
1,heat,R1,heatpump,2035,0.50170000000
2,heat,R1,heatpump,2035,0.50170000000
3,heat,R1,heatpump,2040,0.50170000000
4,heat,R1,heatpump,2040,0.83170000000
5,CO2f,R1,gasboiler,2035,15.96180000000
6,heat,R1,gasboiler,2035,0.37000000000
7,heat,R1,heatpump,2035,0.75250000000
8,heat,R1,heatpump,2035,0.75250000000
9,heat,R1,heatpump,2040,0.75250000000
10,heat,R1,heatpump,2040,1.24750000000
11,CO2f,R1,gasboiler,2035,23.94270000000
12,heat,R1,gasboiler,2035,0.24670000000
13,heat,R1,heatpump,2035,0.50170000000
14,heat,R1,heatpump,2035,0.50170000000
15,heat,R1,heatpump,2040,0.50170000000
16,heat,R1,heatpump,2040,0.83170000000
17,CO2f,R1,gasboiler,2035,15.96180000000
18,heat,R1,gasboiler,2035,0.37000000000
19,heat,R1,heatpump,2035,0.75250000000
20,heat,R1,heatpump,2035,0.75250000000
21,heat,R1,heatpump,2040,0.75250000000
22,heat,R1,heatpump,2040,1.24750000000
23,CO2f,R1,gasboiler,2035,23.94270000000
24,heat,R1,gasboiler,2035,0.74000000000
25,heat,R1,heatpump,2035,1.50500000000
26,heat,R1,heatpump,2035,1.50500000000
27,heat,R1,heatpump,2040,1.50500000000
28,heat,R1,heatpump,2040,2.49500000000
29,CO2f,R1,gasboiler,2035,47.88540000000
30,heat,R1,gasboiler,2035,0.49330000000
31,heat,R1,heatpump,2035,1.00330000000
32,heat,R1,heatpump,2035,1.00330000000
33,heat,R1,heatpump,2040,1.00330000000
34,heat,R1,heatpump,2040,1.66330000000
35,CO2f,R1,gasboiler,2035,31.92360000000
