,timeslice,region,technology,year,agent,category,sector,LCOE
81,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A2,retrofit,residential,17.38819127255
82,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A2,retrofit,residential,14.44603145156
83,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A2,retrofit,residential,17.26255077366
84,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A2,retrofit,residential,15.58014080786
85,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A2,retrofit,residential,17.38819127255
86,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A2,retrofit,residential,21.66545906365
87,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A2,retrofit,residential,18.06664993345
88,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A2,retrofit,residential,17.16141519531
89,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A2,retrofit,residential,17.56408796202
90,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A3,retrofit,residential,14.44603145156
91,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A3,retrofit,residential,17.26255077366
92,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A3,retrofit,residential,15.58014080786
93,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A3,retrofit,residential,17.38819127255
94,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A3,retrofit,residential,14.44603145156
95,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A3,retrofit,residential,17.26255077366
96,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A3,retrofit,residential,15.58014080786
97,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A3,retrofit,residential,17.38819127255
98,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A3,retrofit,residential,21.66545906365
99,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A3,retrofit,residential,18.06664993345
100,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A3,retrofit,residential,17.16141519531
101,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A3,retrofit,residential,17.56408796202
102,"('all-year', 'all-week', 'night')",R1,gasCCGT,2025,A1,retrofit,power,25.02272520006
103,"('all-year', 'all-week', 'night')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
104,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2025,A1,retrofit,power,26.65545160095
105,"('all-year', 'all-week', 'morning')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
106,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2025,A1,retrofit,power,25.02272520006
107,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
108,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2025,A1,retrofit,power,26.65545160095
109,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
110,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2025,A1,retrofit,power,35.41621150368
111,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
112,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2025,A1,retrofit,power,28.93194145185
113,"('all-year', 'all-week', 'evening')",R1,windturbine,2025,A1,retrofit,power,21.40572936318
114,"('all-year', 'all-week', 'night')",R1,gassupply1,2025,A1,retrofit,gas,74.68676976592
115,"('all-year', 'all-week', 'night')",R1,gassupply2,2025,A1,retrofit,gas,133.71742222236
116,"('all-year', 'all-week', 'night')",R1,gassupply3,2025,A1,retrofit,gas,192.74807465750
117,"('all-year', 'all-week', 'morning')",R1,gassupply1,2025,A1,retrofit,gas,74.68676976592
118,"('all-year', 'all-week', 'morning')",R1,gassupply2,2025,A1,retrofit,gas,133.71742222236
119,"('all-year', 'all-week', 'morning')",R1,gassupply3,2025,A1,retrofit,gas,192.74807465750
120,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2025,A1,retrofit,gas,74.68676976592
121,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2025,A1,retrofit,gas,133.71742222236
122,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2025,A1,retrofit,gas,192.74807465750
123,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2025,A1,retrofit,gas,74.68676976592
124,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2025,A1,retrofit,gas,133.71742222236
125,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2025,A1,retrofit,gas,192.74807465750
126,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2025,A1,retrofit,gas,74.68676976592
127,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2025,A1,retrofit,gas,133.71742222236
128,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2025,A1,retrofit,gas,192.74807465750
129,"('all-year', 'all-week', 'evening')",R1,gassupply1,2025,A1,retrofit,gas,74.68676976592
130,"('all-year', 'all-week', 'evening')",R1,gassupply2,2025,A1,retrofit,gas,133.71742222236
131,"('all-year', 'all-week', 'evening')",R1,gassupply3,2025,A1,retrofit,gas,192.74807465750
132,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A1,retrofit,residential,14.87428958684
133,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A1,retrofit,residential,17.26255071438
134,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A1,retrofit,residential,16.00898501079
135,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A1,retrofit,residential,17.38819117941
136,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A1,retrofit,residential,14.87428958684
137,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A1,retrofit,residential,17.26255071438
138,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A1,retrofit,residential,16.00898501079
139,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A1,retrofit,residential,17.38819117941
140,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A1,retrofit,residential,22.09606146950
141,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A1,retrofit,residential,18.06664967900
142,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A1,retrofit,residential,17.59084546588
143,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A1,retrofit,residential,17.56408782744
144,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A2,retrofit,residential,14.87428958684
145,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A2,retrofit,residential,17.26255071438
146,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A2,retrofit,residential,16.00898501079
147,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A2,retrofit,residential,17.38819117941
148,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A2,retrofit,residential,14.87428958684
149,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A2,retrofit,residential,17.26255071438
150,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A2,retrofit,residential,16.00898501079
151,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A2,retrofit,residential,17.38819117941
152,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A2,retrofit,residential,22.09606146950
153,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A2,retrofit,residential,18.06664967900
154,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A2,retrofit,residential,17.59084546588
155,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A2,retrofit,residential,17.56408782744
156,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A3,retrofit,residential,14.87428958684
157,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A3,retrofit,residential,17.26255071438
158,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A3,retrofit,residential,16.00898501079
159,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A3,retrofit,residential,17.38819117941
160,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A3,retrofit,residential,14.87428958684
161,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A3,retrofit,residential,17.26255071438
162,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A3,retrofit,residential,16.00898501079
163,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A3,retrofit,residential,17.38819117941
164,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A3,retrofit,residential,22.09606146950
165,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A3,retrofit,residential,18.06664967900
166,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A3,retrofit,residential,17.59084546588
167,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A3,retrofit,residential,17.56408782744
168,"('all-year', 'all-week', 'night')",R1,gasCCGT,2030,A1,retrofit,power,25.62943467068
169,"('all-year', 'all-week', 'night')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
170,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2030,A1,retrofit,power,27.26300480688
171,"('all-year', 'all-week', 'morning')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
172,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2030,A1,retrofit,power,25.62943467068
173,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
174,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2030,A1,retrofit,power,27.26300480688
175,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
176,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2030,A1,retrofit,power,36.02629591554
177,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
178,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2030,A1,retrofit,power,29.54033839309
179,"('all-year', 'all-week', 'evening')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
180,"('all-year', 'all-week', 'night')",R1,gassupply1,2030,A1,retrofit,gas,74.69687438042
181,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,133.77801352961
182,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,192.85915265750
183,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,74.69687438042
184,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,133.77801352961
185,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,192.85915265750
186,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,74.69687438042
187,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,133.77801352961
188,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,192.85915265750
189,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.69687438042
190,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,133.77801352961
191,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,192.85915265750
192,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.69687438042
193,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,133.77801352961
194,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,192.85915265750
195,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,74.69687438042
196,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,133.77801352961
197,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,192.85915265750
198,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,14.05670587403
199,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,17.26255070460
200,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,15.19028244157
201,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,17.38819116419
202,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,14.05670587403
203,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,17.26255070460
204,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,15.19028244157
205,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,17.38819116419
206,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,21.27400233106
207,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,18.06664963949
208,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,16.77102404026
209,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,17.56408780578
210,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,14.05670587403
211,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,17.26255070460
212,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,15.19028244157
213,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,17.38819116419
214,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,14.05670587403
215,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,17.26255070460
216,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,15.19028244157
217,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,17.38819116419
218,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,21.27400233106
219,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,18.06664963949
220,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,16.77102404026
221,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,17.56408780578
222,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A3,retrofit,residential,14.05670587403
223,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A3,retrofit,residential,17.26255070460
224,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A3,retrofit,residential,15.19028244157
225,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A3,retrofit,residential,17.38819116419
226,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A3,retrofit,residential,14.05670587403
227,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A3,retrofit,residential,17.26255070460
228,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A3,retrofit,residential,15.19028244157
229,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A3,retrofit,residential,17.38819116419
230,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A3,retrofit,residential,21.27400233106
231,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A3,retrofit,residential,18.06664963949
232,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A3,retrofit,residential,16.77102404026
233,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A3,retrofit,residential,17.56408780578
234,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,24.47117113586
235,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
236,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,26.10313050464
237,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
238,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,24.47117113586
239,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
240,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,26.10313050464
241,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
242,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,34.86158931107
243,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
244,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,28.37885332344
245,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
246,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,74.67758375274
247,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,133.66233921577
248,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,192.64709465750
249,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,74.67758375274
250,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,133.66233921577
251,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,192.64709465750
252,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,74.67758375274
253,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,133.66233921577
254,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,192.64709465750
255,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.67758375274
256,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,133.66233921577
257,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,192.64709465750
258,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.67758375274
259,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,133.66233921577
260,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,192.64709465750
261,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,74.67758375274
262,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,133.66233921577
263,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,192.64709465750
264,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,14.05670587403
265,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,17.26255070327
266,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,15.19028244157
267,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,17.38819116211
268,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,14.05670587403
269,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,17.26255070327
270,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,15.19028244157
271,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,17.38819116211
272,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,21.27400233106
273,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,18.06664963377
274,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,16.77102404026
275,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,17.56408780276
