technology,region,agent,type,sector,capacity,year
windturbine,R2,A2,retrofit,power,33.23770000000,2035
gassupply1,R1,A1,retrofit,gas,10.09090000000,2035
gassupply1,R2,A1,retrofit,gas,9.10490000000,2035
gassupply1,R1,A2,retrofit,gas,10.09090000000,2035
gassupply1,R2,A2,retrofit,gas,9.10490000000,2035
gasboiler,R1,A1,retrofit,residential,1.89000000000,2040
heatpump,R1,A1,retrofit,residential,26.11000000000,2040
gasboiler,R2,A1,retrofit,residential,1.89000000000,2040
heatpump,R2,A1,retrofit,residential,26.11000000000,2040
gasboiler,R1,A2,retrofit,residential,1.89000000000,2040
heatpump,R1,A2,retrofit,residential,26.11000000000,2040
gasboiler,R2,A2,retrofit,residential,1.89000000000,2040
heatpump,R2,A2,retrofit,residential,26.11000000000,2040
gasCCGT,R1,A1,retrofit,power,0.38890000000,2040
solarPV,R1,A1,retrofit,power,10.13480000000,2040
windturbine,R1,A1,retrofit,power,35.65490000000,2040
windturbine,R2,A1,retrofit,power,47.67910000000,2040
gasCCGT,R1,A2,retrofit,power,0.38890000000,2040
solarPV,R1,A2,retrofit,power,10.13480000000,2040
windturbine,R1,A2,retrofit,power,35.65490000000,2040
windturbine,R2,A2,retrofit,power,47.67910000000,2040
gassupply1,R1,A1,retrofit,gas,10.09090000000,2040
gassupply1,R2,A1,retrofit,gas,9.10490000000,2040
gassupply1,R1,A2,retrofit,gas,10.09090000000,2040
gassupply1,R2,A2,retrofit,gas,9.10490000000,2040
gasboiler,R1,A1,retrofit,residential,1.89000000000,2045
heatpump,R1,A1,retrofit,residential,30.11000000000,2045
gasboiler,R2,A1,retrofit,residential,1.89000000000,2045
heatpump,R2,A1,retrofit,residential,30.11000000000,2045
gasboiler,R1,A2,retrofit,residential,1.89000000000,2045
heatpump,R1,A2,retrofit,residential,30.11000000000,2045
gasboiler,R2,A2,retrofit,residential,1.89000000000,2045
heatpump,R2,A2,retrofit,residential,30.11000000000,2045
gasCCGT,R1,A1,retrofit,power,0.38890000000,2045
solarPV,R1,A1,retrofit,power,10.13480000000,2045
windturbine,R1,A1,retrofit,power,40.92590000000,2045
windturbine,R2,A1,retrofit,power,52.41260000000,2045
gasCCGT,R1,A2,retrofit,power,0.38890000000,2045
solarPV,R1,A2,retrofit,power,10.13480000000,2045
windturbine,R1,A2,retrofit,power,40.92590000000,2045
windturbine,R2,A2,retrofit,power,52.41260000000,2045
gassupply1,R1,A1,retrofit,gas,10.09090000000,2045
gassupply1,R2,A1,retrofit,gas,9.10490000000,2045
gassupply1,R1,A2,retrofit,gas,10.09090000000,2045
gassupply1,R2,A2,retrofit,gas,9.10490000000,2045
heatpump,R1,A1,retrofit,residential,36.00000000000,2050
heatpump,R2,A1,retrofit,residential,36.00000000000,2050
heatpump,R1,A2,retrofit,residential,36.00000000000,2050
heatpump,R2,A2,retrofit,residential,36.00000000000,2050
gasCCGT,R1,A1,retrofit,power,0.38890000000,2050
solarPV,R1,A1,retrofit,power,12.99910000000,2050
windturbine,R1,A1,retrofit,power,50.92590000000,2050
windturbine,R2,A1,retrofit,power,66.46150000000,2050
gasCCGT,R1,A2,retrofit,power,0.38890000000,2050
solarPV,R1,A2,retrofit,power,12.99910000000,2050
windturbine,R1,A2,retrofit,power,50.92590000000,2050
windturbine,R2,A2,retrofit,power,66.46150000000,2050
gassupply1,R1,A1,retrofit,gas,10.09090000000,2050
gassupply1,R2,A1,retrofit,gas,9.10490000000,2050
gassupply1,R1,A2,retrofit,gas,10.09090000000,2050
gassupply1,R2,A2,retrofit,gas,9.10490000000,2050
