commodity,asset,year,region,technology,installed,supply
heat,2,2020,R1,gasboiler,2020,14.00000000000
heat,2,2022,R1,gasboiler,2020,15.73330000000
heat,2,2025,R1,gasboiler,2020,10.00000000000
heat,3,2022,R1,heatpump,2020,15.73330000000
heat,3,2025,R1,heatpump,2020,14.00000000000
heat,6,2020,R2,gasboiler,2020,10.00000000000
heat,6,2022,R2,gasboiler,2020,8.00000000000
heat,6,2025,R2,gasboiler,2020,5.00000000000
heat,7,2022,R2,heatpump,2020,15.73330000000
heat,7,2025,R2,heatpump,2020,18.33330000000
CO2f,2,2020,R1,gasboiler,2020,905.94000000000
CO2f,2,2022,R1,gasboiler,2020,1018.10400000000
CO2f,2,2025,R1,gasboiler,2020,647.10000000000
CO2f,6,2020,R2,gasboiler,2020,633.10000000000
CO2f,6,2022,R2,gasboiler,2020,506.48000000000
CO2f,6,2025,R2,gasboiler,2020,316.55000000000
cook,0,2020,R1,electric_stove,2020,2.00000000000
cook,0,2022,R1,electric_stove,2020,1.20000000000
cook,1,2020,R1,gas_stove,2020,15.50000000000
cook,1,2022,R1,gas_stove,2020,16.63330000000
cook,1,2025,R1,gas_stove,2020,18.33330000000
cook,4,2020,R2,electric_stove,2020,1.00000000000
cook,4,2022,R2,electric_stove,2020,0.60000000000
cook,5,2020,R2,gas_stove,2020,10.00000000000
cook,5,2022,R2,gas_stove,2020,13.53330000000
cook,5,2025,R2,gas_stove,2020,14.33330000000
