,asset,year,region,installed,technology,capacity
27,3,2050,R1,2040,heatpump,308.59250000000
28,3,2054,R1,2040,heatpump,308.59250000000
45,5,2055,R1,2050,heatpump,128.10300000000
46,5,2064,R1,2050,heatpump,128.10300000000
