,asset,year,region,technology,installed,capacity
0,0,2020,R1,gasboiler,2020,10.00000000000
1,0,2025,R1,gasboiler,2020,5.00000000000
9,1,2025,R1,heatpump,2020,109.50000000000
10,1,2030,R1,heatpump,2020,109.50000000000
11,1,2034,R1,heatpump,2020,109.50000000000
