agent,capacity,dst_region,installed,region,sector,technology,type,year
A1,12.5000,R1,2035,R1,residential,heatpump,newcapa,2035
A2,5.5000,R1,2030,R1,residential,gasboiler,newcapa,2035
A2,12.5000,R1,2035,R1,residential,gasboiler,newcapa,2035
A1,1.1875,R1,2025,R1,power,gasCCGT,newcapa,2035
A1,3.8750,R1,2030,R1,power,windturbine,newcapa,2035
A1,2.4531,R1,2035,R1,power,windturbine,newcapa,2035
A2,2.6719,R1,2025,R1,power,windturbine,newcapa,2035
A2,3.8750,R1,2030,R1,power,windturbine,newcapa,2035
A2,2.4531,R1,2035,R1,power,windturbine,newcapa,2035
A1,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2035
A1,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2035
A1,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2035
A2,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2035
A2,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2035
A2,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2035
A1,12.5000,R1,2035,R1,residential,heatpump,newcapa,2040
A1,8.5000,R1,2040,R1,residential,heatpump,newcapa,2040
A2,12.5000,R1,2035,R1,residential,gasboiler,newcapa,2040
A2,8.5000,R1,2040,R1,residential,gasboiler,newcapa,2040
A1,1.1875,R1,2025,R1,power,gasCCGT,newcapa,2040
A1,3.8750,R1,2030,R1,power,windturbine,newcapa,2040
A1,2.4531,R1,2035,R1,power,windturbine,newcapa,2040
A1,1.5000,R1,2040,R1,power,windturbine,newcapa,2040
A2,2.6719,R1,2025,R1,power,windturbine,newcapa,2040
A2,3.8750,R1,2030,R1,power,windturbine,newcapa,2040
A2,2.4531,R1,2035,R1,power,windturbine,newcapa,2040
A2,1.5000,R1,2040,R1,power,windturbine,newcapa,2040
A1,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2040
A1,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2040
A1,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2040
A1,1.9333,R1,2040,R1,gas,gassupply1,newcapa,2040
A2,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2040
A2,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2040
A2,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2040
A2,1.9333,R1,2040,R1,gas,gassupply1,newcapa,2040
A1,8.5000,R1,2040,R1,residential,heatpump,newcapa,2045
A1,15.5000,R1,2045,R1,residential,heatpump,newcapa,2045
A2,8.5000,R1,2040,R1,residential,gasboiler,newcapa,2045
A2,15.5000,R1,2045,R1,residential,gasboiler,newcapa,2045
A1,1.1875,R1,2025,R1,power,gasCCGT,newcapa,2045
A1,3.8750,R1,2030,R1,power,windturbine,newcapa,2045
A1,2.4531,R1,2035,R1,power,windturbine,newcapa,2045
A1,1.5000,R1,2040,R1,power,windturbine,newcapa,2045
A1,1.5000,R1,2045,R1,power,windturbine,newcapa,2045
A2,2.6719,R1,2025,R1,power,windturbine,newcapa,2045
A2,3.8750,R1,2030,R1,power,windturbine,newcapa,2045
A2,2.4531,R1,2035,R1,power,windturbine,newcapa,2045
A2,1.5000,R1,2040,R1,power,windturbine,newcapa,2045
A2,1.5000,R1,2045,R1,power,windturbine,newcapa,2045
A1,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2045
A1,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2045
A1,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2045
A1,1.9333,R1,2040,R1,gas,gassupply1,newcapa,2045
A1,1.9333,R1,2045,R1,gas,gassupply1,newcapa,2045
A2,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2045
A2,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2045
A2,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2045
A2,1.9333,R1,2040,R1,gas,gassupply1,newcapa,2045
A2,1.9333,R1,2045,R1,gas,gassupply1,newcapa,2045
A1,15.5000,R1,2045,R1,residential,heatpump,newcapa,2050
A1,11.5000,R1,2050,R1,residential,heatpump,newcapa,2050
A2,15.5000,R1,2045,R1,residential,gasboiler,newcapa,2050
A2,11.5000,R1,2050,R1,residential,gasboiler,newcapa,2050
A1,1.1875,R1,2025,R1,power,gasCCGT,newcapa,2050
A1,3.8750,R1,2030,R1,power,windturbine,newcapa,2050
A1,2.4531,R1,2035,R1,power,windturbine,newcapa,2050
A1,1.5000,R1,2040,R1,power,windturbine,newcapa,2050
A1,1.5000,R1,2045,R1,power,windturbine,newcapa,2050
A1,1.5000,R1,2050,R1,power,windturbine,newcapa,2050
A2,3.8750,R1,2030,R1,power,windturbine,newcapa,2050
A2,2.4531,R1,2035,R1,power,windturbine,newcapa,2050
A2,1.5000,R1,2040,R1,power,windturbine,newcapa,2050
A2,1.5000,R1,2045,R1,power,windturbine,newcapa,2050
A2,2.8359,R1,2050,R1,power,windturbine,newcapa,2050
A1,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2050
A1,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2050
A1,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2050
A1,1.9333,R1,2040,R1,gas,gassupply1,newcapa,2050
A1,1.9333,R1,2045,R1,gas,gassupply1,newcapa,2050
A1,1.9333,R1,2050,R1,gas,gassupply1,newcapa,2050
A2,4.8995,R1,2025,R1,gas,gassupply1,newcapa,2050
A2,3.2372,R1,2030,R1,gas,gassupply1,newcapa,2050
A2,4.4549,R1,2035,R1,gas,gassupply1,newcapa,2050
A2,1.9333,R1,2040,R1,gas,gassupply1,newcapa,2050
A2,1.9333,R1,2045,R1,gas,gassupply1,newcapa,2050
A2,1.9333,R1,2050,R1,gas,gassupply1,newcapa,2050
