,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2030,0.20430000000
1,gas,R1,gasCCGT,2030,0.41030000000
2,gas,R1,gasCCGT,2035,0.20430000000
3,gas,R1,gasCCGT,2035,0.41030000000
4,gas,R1,gasCCGT,2035,0.05570000000
5,gas,R1,gasCCGT,2030,0.30640000000
6,gas,R1,gasCCGT,2030,0.61540000000
7,gas,R1,gasCCGT,2035,0.30640000000
8,gas,R1,gasCCGT,2035,0.61540000000
9,gas,R1,gasCCGT,2035,0.08350000000
10,gas,R1,gasCCGT,2030,0.20430000000
11,gas,R1,gasCCGT,2030,0.41030000000
12,gas,R1,gasCCGT,2035,0.20430000000
13,gas,R1,gasCCGT,2035,0.41030000000
14,gas,R1,gasCCGT,2035,0.05570000000
15,gas,R1,gasCCGT,2030,0.30640000000
16,gas,R1,gasCCGT,2030,0.61540000000
17,gas,R1,gasCCGT,2035,0.30640000000
18,gas,R1,gasCCGT,2035,0.61540000000
19,gas,R1,gasCCGT,2035,0.08350000000
20,gas,R1,gasCCGT,2030,0.61290000000
21,gas,R1,gasCCGT,2030,1.23080000000
22,gas,R1,gasCCGT,2035,0.61290000000
23,gas,R1,gasCCGT,2035,1.23080000000
24,gas,R1,gasCCGT,2035,0.16700000000
25,gas,R1,gasCCGT,2030,0.40860000000
26,gas,R1,gasCCGT,2030,0.82050000000
27,gas,R1,gasCCGT,2035,0.40860000000
28,gas,R1,gasCCGT,2035,0.82050000000
29,gas,R1,gasCCGT,2035,0.11130000000
