,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2045,0.20430000000
1,gas,R1,gasCCGT,2045,0.41030000000
2,gas,R1,gasCCGT,2045,0.05570000000
3,gas,R1,gasCCGT,2045,0.22040000000
4,wind,R1,windturbine,2045,0.03330000000
5,gas,R1,gasCCGT,2050,0.20430000000
6,gas,R1,gasCCGT,2050,0.41030000000
7,gas,R1,gasCCGT,2050,0.05570000000
8,gas,R1,gasCCGT,2050,0.22040000000
9,wind,R1,windturbine,2050,0.03330000000
10,wind,R1,windturbine,2050,0.03330000000
11,gas,R1,gasCCGT,2045,0.30640000000
12,gas,R1,gasCCGT,2045,0.61540000000
13,gas,R1,gasCCGT,2045,0.08350000000
14,gas,R1,gasCCGT,2045,0.33070000000
15,wind,R1,windturbine,2045,0.05000000000
16,gas,R1,gasCCGT,2050,0.30640000000
17,gas,R1,gasCCGT,2050,0.61540000000
18,gas,R1,gasCCGT,2050,0.08350000000
19,gas,R1,gasCCGT,2050,0.33070000000
20,wind,R1,windturbine,2050,0.05000000000
21,wind,R1,windturbine,2050,0.05000000000
22,gas,R1,gasCCGT,2045,0.20430000000
23,gas,R1,gasCCGT,2045,0.41030000000
24,gas,R1,gasCCGT,2045,0.05570000000
25,gas,R1,gasCCGT,2045,0.22040000000
26,wind,R1,windturbine,2045,0.03330000000
27,gas,R1,gasCCGT,2050,0.20430000000
28,gas,R1,gasCCGT,2050,0.41030000000
29,gas,R1,gasCCGT,2050,0.05570000000
30,gas,R1,gasCCGT,2050,0.22040000000
31,wind,R1,windturbine,2050,0.03330000000
32,wind,R1,windturbine,2050,0.03330000000
33,gas,R1,gasCCGT,2045,0.30640000000
34,gas,R1,gasCCGT,2045,0.61540000000
35,gas,R1,gasCCGT,2045,0.08350000000
36,gas,R1,gasCCGT,2045,0.33070000000
37,wind,R1,windturbine,2045,0.05000000000
38,gas,R1,gasCCGT,2050,0.30640000000
39,gas,R1,gasCCGT,2050,0.61540000000
40,gas,R1,gasCCGT,2050,0.08350000000
41,gas,R1,gasCCGT,2050,0.33070000000
42,wind,R1,windturbine,2050,0.05000000000
43,wind,R1,windturbine,2050,0.05000000000
44,gas,R1,gasCCGT,2045,0.61290000000
45,gas,R1,gasCCGT,2045,1.23080000000
46,gas,R1,gasCCGT,2045,0.16700000000
47,gas,R1,gasCCGT,2045,0.66130000000
48,wind,R1,windturbine,2045,0.10000000000
49,gas,R1,gasCCGT,2050,0.61290000000
50,gas,R1,gasCCGT,2050,1.23080000000
51,gas,R1,gasCCGT,2050,0.16700000000
52,gas,R1,gasCCGT,2050,0.66130000000
53,wind,R1,windturbine,2050,0.10000000000
54,wind,R1,windturbine,2050,0.10000000000
55,gas,R1,gasCCGT,2045,0.40860000000
56,gas,R1,gasCCGT,2045,0.82050000000
57,gas,R1,gasCCGT,2045,0.11130000000
58,gas,R1,gasCCGT,2045,0.44090000000
59,wind,R1,windturbine,2045,0.06670000000
60,gas,R1,gasCCGT,2050,0.40860000000
61,gas,R1,gasCCGT,2050,0.82050000000
62,gas,R1,gasCCGT,2050,0.11130000000
63,gas,R1,gasCCGT,2050,0.44090000000
64,wind,R1,windturbine,2050,0.06670000000
65,wind,R1,windturbine,2050,0.06670000000
