,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2040,0.20430000000
1,gas,R1,gasCCGT,2040,0.41030000000
2,gas,R1,gasCCGT,2040,0.05570000000
3,gas,R1,gasCCGT,2040,0.22040000000
4,gas,R1,gasCCGT,2045,0.20430000000
5,gas,R1,gasCCGT,2045,0.41030000000
6,gas,R1,gasCCGT,2045,0.05570000000
7,gas,R1,gasCCGT,2045,0.22040000000
8,wind,R1,windturbine,2045,0.03330000000
9,gas,R1,gasCCGT,2040,0.30640000000
10,gas,R1,gasCCGT,2040,0.61540000000
11,gas,R1,gasCCGT,2040,0.08350000000
12,gas,R1,gasCCGT,2040,0.33070000000
13,gas,R1,gasCCGT,2045,0.30640000000
14,gas,R1,gasCCGT,2045,0.61540000000
15,gas,R1,gasCCGT,2045,0.08350000000
16,gas,R1,gasCCGT,2045,0.33070000000
17,wind,R1,windturbine,2045,0.05000000000
18,gas,R1,gasCCGT,2040,0.20430000000
19,gas,R1,gasCCGT,2040,0.41030000000
20,gas,R1,gasCCGT,2040,0.05570000000
21,gas,R1,gasCCGT,2040,0.22040000000
22,gas,R1,gasCCGT,2045,0.20430000000
23,gas,R1,gasCCGT,2045,0.41030000000
24,gas,R1,gasCCGT,2045,0.05570000000
25,gas,R1,gasCCGT,2045,0.22040000000
26,wind,R1,windturbine,2045,0.03330000000
27,gas,R1,gasCCGT,2040,0.30640000000
28,gas,R1,gasCCGT,2040,0.61540000000
29,gas,R1,gasCCGT,2040,0.08350000000
30,gas,R1,gasCCGT,2040,0.33070000000
31,gas,R1,gasCCGT,2045,0.30640000000
32,gas,R1,gasCCGT,2045,0.61540000000
33,gas,R1,gasCCGT,2045,0.08350000000
34,gas,R1,gasCCGT,2045,0.33070000000
35,wind,R1,windturbine,2045,0.05000000000
36,gas,R1,gasCCGT,2040,0.61290000000
37,gas,R1,gasCCGT,2040,1.23080000000
38,gas,R1,gasCCGT,2040,0.16700000000
39,gas,R1,gasCCGT,2040,0.66130000000
40,gas,R1,gasCCGT,2045,0.61290000000
41,gas,R1,gasCCGT,2045,1.23080000000
42,gas,R1,gasCCGT,2045,0.16700000000
43,gas,R1,gasCCGT,2045,0.66130000000
44,wind,R1,windturbine,2045,0.10000000000
45,gas,R1,gasCCGT,2040,0.40860000000
46,gas,R1,gasCCGT,2040,0.82050000000
47,gas,R1,gasCCGT,2040,0.11130000000
48,gas,R1,gasCCGT,2040,0.44090000000
49,gas,R1,gasCCGT,2045,0.40860000000
50,gas,R1,gasCCGT,2045,0.82050000000
51,gas,R1,gasCCGT,2045,0.11130000000
52,gas,R1,gasCCGT,2045,0.44090000000
53,wind,R1,windturbine,2045,0.06670000000
