asset,year,region,technology,installed,capacity
1,2030,R1,gasboiler,2025,3.10000000000
1,2034,R1,gasboiler,2025,3.10000000000
1,2035,R1,gasboiler,2025,3.10000000000
1,2039,R1,gasboiler,2025,3.10000000000
3,2030,R1,heatpump,2020,19.00000000000
3,2034,R1,heatpump,2020,19.00000000000
4,2030,R1,heatpump,2025,7.90000000000
4,2034,R1,heatpump,2025,7.90000000000
4,2035,R1,heatpump,2025,7.90000000000
4,2039,R1,heatpump,2025,7.90000000000
5,2035,R1,heatpump,2030,25.00000000000
5,2039,R1,heatpump,2030,19.00000000000
5,2040,R1,heatpump,2030,19.00000000000
5,2044,R1,heatpump,2030,25.00000000000
