asset,year,region,technology,installed,capacity
0,2020,R1,gasboiler,2020,10
0,2025,R1,gasboiler,2020,5
1,2025,R1,heatpump,2020,19
1,2030,R1,heatpump,2020,19
1,2034,R1,heatpump,2020,19
2,2030,R1,heatpump,2025,10
2,2034,R1,heatpump,2025,10
2,2035,R1,heatpump,2025,10
2,2039,R1,heatpump,2025,10
3,2035,R1,heatpump,2030,26
3,2039,R1,heatpump,2030,26
3,2040,R1,heatpump,2030,26
3,2044,R1,heatpump,2030,26
4,2040,R1,heatpump,2035,16
4,2044,R1,heatpump,2035,16
4,2045,R1,heatpump,2035,16
4,2049,R1,heatpump,2035,16
5,2045,R1,heatpump,2040,32
5,2049,R1,heatpump,2040,32
5,2050,R1,heatpump,2040,32
5,2054,R1,heatpump,2040,32
