timeslice,commodity,year,asset,region,month,day,hour,technology,installed,supply
4,heat,2040,7,R1,all-year,all-week,late-peak,heatpump,2035,2.08330000000
4,CO2f,2035,1,R1,all-year,all-week,late-peak,gasboiler,2025,37.74750000000
4,CO2f,2035,2,R1,all-year,all-week,late-peak,gasboiler,2030,134.81250000000
4,CO2f,2040,2,R1,all-year,all-week,late-peak,gasboiler,2030,134.81250000000
4,CO2f,2040,3,R1,all-year,all-week,late-peak,gasboiler,2035,48.53250000000
5,heat,2035,1,R1,all-year,all-week,evening,gasboiler,2025,0.38890000000
5,heat,2035,2,R1,all-year,all-week,evening,gasboiler,2030,1.38890000000
5,heat,2035,5,R1,all-year,all-week,evening,heatpump,2025,0.83330000000
5,heat,2035,6,R1,all-year,all-week,evening,heatpump,2030,1.38890000000
5,heat,2040,2,R1,all-year,all-week,evening,gasboiler,2030,1.38890000000
5,heat,2040,3,R1,all-year,all-week,evening,gasboiler,2035,0.50000000000
5,heat,2040,6,R1,all-year,all-week,evening,heatpump,2030,1.38890000000
5,heat,2040,7,R1,all-year,all-week,evening,heatpump,2035,1.38890000000
5,CO2f,2035,1,R1,all-year,all-week,evening,gasboiler,2025,25.16500000000
5,CO2f,2035,2,R1,all-year,all-week,evening,gasboiler,2030,89.87500000000
5,CO2f,2040,2,R1,all-year,all-week,evening,gasboiler,2030,89.87500000000
5,CO2f,2040,3,R1,all-year,all-week,evening,gasboiler,2035,32.35500000000
