,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2030,0.33970000000
1,gas,R1,gasboiler,2030,0.69350000000
2,electricity,R1,heatpump,2030,0.05020000000
3,electricity,R1,heatpump,2030,0.06020000000
4,gas,R1,gasboiler,2035,0.69350000000
5,electricity,R1,heatpump,2035,0.06020000000
6,electricity,R1,heatpump,2035,0.20070000000
7,gas,R1,gasboiler,2030,0.50950000000
8,gas,R1,gasboiler,2030,1.04020000000
9,electricity,R1,heatpump,2030,0.07530000000
10,electricity,R1,heatpump,2030,0.09030000000
11,gas,R1,gasboiler,2035,1.04020000000
12,electricity,R1,heatpump,2035,0.09030000000
13,electricity,R1,heatpump,2035,0.30100000000
14,gas,R1,gasboiler,2030,0.33970000000
15,gas,R1,gasboiler,2030,0.69350000000
16,electricity,R1,heatpump,2030,0.05020000000
17,electricity,R1,heatpump,2030,0.06020000000
18,gas,R1,gasboiler,2035,0.69350000000
19,electricity,R1,heatpump,2035,0.06020000000
20,electricity,R1,heatpump,2035,0.20070000000
21,gas,R1,gasboiler,2030,0.50950000000
22,gas,R1,gasboiler,2030,1.04020000000
23,electricity,R1,heatpump,2030,0.07530000000
24,electricity,R1,heatpump,2030,0.09030000000
25,gas,R1,gasboiler,2035,1.04020000000
26,electricity,R1,heatpump,2035,0.09030000000
27,electricity,R1,heatpump,2035,0.30100000000
28,gas,R1,gasboiler,2030,1.01910000000
29,gas,R1,gasboiler,2030,2.08050000000
30,electricity,R1,heatpump,2030,0.15060000000
31,electricity,R1,heatpump,2030,0.18060000000
32,gas,R1,gasboiler,2035,2.08050000000
33,electricity,R1,heatpump,2035,0.18060000000
34,electricity,R1,heatpump,2035,0.60200000000
35,gas,R1,gasboiler,2030,0.67940000000
36,gas,R1,gasboiler,2030,1.38700000000
37,electricity,R1,heatpump,2030,0.10040000000
38,electricity,R1,heatpump,2030,0.12040000000
39,gas,R1,gasboiler,2035,1.38700000000
40,electricity,R1,heatpump,2035,0.12040000000
41,electricity,R1,heatpump,2035,0.40130000000
