,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2035,0.69350000000
1,electricity,R1,heatpump,2035,0.06020000000
2,electricity,R1,heatpump,2035,0.20070000000
3,gas,R1,gasboiler,2040,0.67530000000
4,electricity,R1,heatpump,2040,0.20070000000
5,electricity,R1,heatpump,2040,0.09980000000
6,gas,R1,gasboiler,2035,1.04020000000
7,electricity,R1,heatpump,2035,0.09030000000
8,electricity,R1,heatpump,2035,0.30100000000
9,gas,R1,gasboiler,2040,1.01300000000
10,electricity,R1,heatpump,2040,0.30100000000
11,electricity,R1,heatpump,2040,0.14970000000
12,gas,R1,gasboiler,2035,0.69350000000
13,electricity,R1,heatpump,2035,0.06020000000
14,electricity,R1,heatpump,2035,0.20070000000
15,gas,R1,gasboiler,2040,0.67530000000
16,electricity,R1,heatpump,2040,0.20070000000
17,electricity,R1,heatpump,2040,0.09980000000
18,gas,R1,gasboiler,2035,1.04020000000
19,electricity,R1,heatpump,2035,0.09030000000
20,electricity,R1,heatpump,2035,0.30100000000
21,gas,R1,gasboiler,2040,1.01300000000
22,electricity,R1,heatpump,2040,0.30100000000
23,electricity,R1,heatpump,2040,0.14970000000
24,gas,R1,gasboiler,2035,2.08050000000
25,electricity,R1,heatpump,2035,0.18060000000
26,electricity,R1,heatpump,2035,0.60200000000
27,gas,R1,gasboiler,2040,2.02590000000
28,electricity,R1,heatpump,2040,0.60200000000
29,electricity,R1,heatpump,2040,0.29940000000
30,gas,R1,gasboiler,2035,1.38700000000
31,electricity,R1,heatpump,2035,0.12040000000
32,electricity,R1,heatpump,2035,0.40130000000
33,gas,R1,gasboiler,2040,1.35060000000
34,electricity,R1,heatpump,2040,0.40130000000
35,electricity,R1,heatpump,2040,0.19960000000
