,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2050,0.65650000000
1,gas,R1,gassupply1,2050,0.23420000000
2,gas,R1,gassupply1,2055,0.23420000000
3,gas,R1,gassupply1,2055,0.65650000000
4,CO2f,R1,gassupply1,2050,1.00510000000
5,CO2f,R1,gassupply1,2050,0.35850000000
6,CO2f,R1,gassupply1,2055,0.35850000000
7,CO2f,R1,gassupply1,2055,1.00510000000
8,gas,R1,gassupply1,2050,0.98480000000
9,gas,R1,gassupply1,2050,0.35120000000
10,gas,R1,gassupply1,2055,0.35120000000
11,gas,R1,gassupply1,2055,0.98480000000
12,CO2f,R1,gassupply1,2050,1.50770000000
13,CO2f,R1,gassupply1,2050,0.53770000000
14,CO2f,R1,gassupply1,2055,0.53770000000
15,CO2f,R1,gassupply1,2055,1.50770000000
16,gas,R1,gassupply1,2050,0.65650000000
17,gas,R1,gassupply1,2050,0.23420000000
18,gas,R1,gassupply1,2055,0.23420000000
19,gas,R1,gassupply1,2055,0.65650000000
20,CO2f,R1,gassupply1,2050,1.00510000000
21,CO2f,R1,gassupply1,2050,0.35850000000
22,CO2f,R1,gassupply1,2055,0.35850000000
23,CO2f,R1,gassupply1,2055,1.00510000000
24,gas,R1,gassupply1,2050,0.98480000000
25,gas,R1,gassupply1,2050,0.35120000000
26,gas,R1,gassupply1,2055,0.35120000000
27,gas,R1,gassupply1,2055,0.98480000000
28,CO2f,R1,gassupply1,2050,1.50770000000
29,CO2f,R1,gassupply1,2050,0.53770000000
30,CO2f,R1,gassupply1,2055,0.53770000000
31,CO2f,R1,gassupply1,2055,1.50770000000
32,gas,R1,gassupply1,2050,1.96950000000
33,gas,R1,gassupply1,2050,0.70250000000
34,gas,R1,gassupply1,2055,0.70250000000
35,gas,R1,gassupply1,2055,1.96950000000
36,CO2f,R1,gassupply1,2050,3.01540000000
37,CO2f,R1,gassupply1,2050,1.07550000000
38,CO2f,R1,gassupply1,2055,1.07550000000
39,CO2f,R1,gassupply1,2055,3.01540000000
40,gas,R1,gassupply1,2050,1.31300000000
41,gas,R1,gassupply1,2050,0.46830000000
42,gas,R1,gassupply1,2055,0.46830000000
43,gas,R1,gassupply1,2055,1.31300000000
44,CO2f,R1,gassupply1,2050,2.01020000000
45,CO2f,R1,gassupply1,2050,0.71700000000
46,CO2f,R1,gassupply1,2055,0.71700000000
47,CO2f,R1,gassupply1,2055,2.01020000000
