asset,year,region,technology,installed,capacity
1,2035,R1,gasboiler,2030,3363.18370000000
1,2039,R1,gasboiler,2030,3363.18370000000
1,2040,R1,gasboiler,2030,3363.18370000000
1,2044,R1,gasboiler,2030,3363.18370000000
3,2035,R1,heatpump,2025,328.83930000000
3,2039,R1,heatpump,2025,328.83930000000
4,2035,R1,heatpump,2030,5241.05730000000
4,2039,R1,heatpump,2030,5241.05730000000
4,2040,R1,heatpump,2030,5241.05730000000
4,2044,R1,heatpump,2030,5241.05730000000
5,2040,R1,heatpump,2035,569.89570000000
5,2044,R1,heatpump,2035,328.83930000000
5,2045,R1,heatpump,2035,328.83930000000
5,2049,R1,heatpump,2035,569.89570000000
