month,day,hour,technology,installed,supply
all-year,all-week,night,gasboiler,2020,0.13890000000
all-year,all-week,night,heatpump,2020,0.52780000000
all-year,all-week,night,gasboiler,2020,0.13890000000
all-year,all-week,night,heatpump,2020,0.52780000000
all-year,all-week,night,heatpump,2020,0.54600000000
all-year,all-week,night,heatpump,2025,0.28740000000
all-year,all-week,night,heatpump,2020,0.54600000000
all-year,all-week,night,heatpump,2025,0.28740000000
all-year,all-week,night,gasboiler,2020,0.13890000000
all-year,all-week,night,heatpump,2020,0.52780000000
all-year,all-week,night,gasboiler,2020,0.13890000000
all-year,all-week,night,heatpump,2020,0.52780000000
all-year,all-week,night,heatpump,2020,0.54600000000
all-year,all-week,night,heatpump,2025,0.28740000000
all-year,all-week,night,heatpump,2020,0.54600000000
all-year,all-week,night,heatpump,2025,0.28740000000
all-year,all-week,night,gasboiler,2020,8.98750000000
all-year,all-week,night,gasboiler,2020,8.98750000000
all-year,all-week,night,gasboiler,2020,8.98750000000
all-year,all-week,night,gasboiler,2020,8.98750000000
all-year,all-week,morning,gasboiler,2020,0.20830000000
all-year,all-week,morning,heatpump,2020,0.79170000000
all-year,all-week,morning,gasboiler,2020,0.20830000000
all-year,all-week,morning,heatpump,2020,0.79170000000
all-year,all-week,morning,heatpump,2020,0.81900000000
all-year,all-week,morning,heatpump,2025,0.43100000000
all-year,all-week,morning,heatpump,2020,0.81900000000
all-year,all-week,morning,heatpump,2025,0.43100000000
all-year,all-week,morning,gasboiler,2020,0.20830000000
all-year,all-week,morning,heatpump,2020,0.79170000000
all-year,all-week,morning,gasboiler,2020,0.20830000000
all-year,all-week,morning,heatpump,2020,0.79170000000
all-year,all-week,morning,heatpump,2020,0.81900000000
all-year,all-week,morning,heatpump,2025,0.43100000000
all-year,all-week,morning,heatpump,2020,0.81900000000
all-year,all-week,morning,heatpump,2025,0.43100000000
all-year,all-week,morning,gasboiler,2020,13.48120000000
all-year,all-week,morning,gasboiler,2020,13.48120000000
all-year,all-week,morning,gasboiler,2020,13.48120000000
all-year,all-week,morning,gasboiler,2020,13.48120000000
all-year,all-week,afternoon,gasboiler,2020,0.13890000000
all-year,all-week,afternoon,heatpump,2020,0.52780000000
all-year,all-week,afternoon,gasboiler,2020,0.13890000000
