month,day,hour,technology,installed,supply
all-year,all-week,afternoon,heatpump,2020,0.52780000000
all-year,all-week,afternoon,heatpump,2020,0.54600000000
all-year,all-week,afternoon,heatpump,2025,0.28740000000
all-year,all-week,afternoon,heatpump,2020,0.54600000000
all-year,all-week,afternoon,heatpump,2025,0.28740000000
all-year,all-week,afternoon,gasboiler,2020,0.13890000000
all-year,all-week,afternoon,heatpump,2020,0.52780000000
all-year,all-week,afternoon,gasboiler,2020,0.13890000000
all-year,all-week,afternoon,heatpump,2020,0.52780000000
all-year,all-week,afternoon,heatpump,2020,0.54600000000
all-year,all-week,afternoon,heatpump,2025,0.28740000000
all-year,all-week,afternoon,heatpump,2020,0.54600000000
all-year,all-week,afternoon,heatpump,2025,0.28740000000
all-year,all-week,afternoon,gasboiler,2020,8.98750000000
all-year,all-week,afternoon,gasboiler,2020,8.98750000000
all-year,all-week,afternoon,gasboiler,2020,8.98750000000
all-year,all-week,afternoon,gasboiler,2020,8.98750000000
all-year,all-week,early-peak,gasboiler,2020,0.20830000000
all-year,all-week,early-peak,heatpump,2020,0.79170000000
all-year,all-week,early-peak,gasboiler,2020,0.20830000000
all-year,all-week,early-peak,heatpump,2020,0.79170000000
all-year,all-week,early-peak,heatpump,2020,0.81900000000
all-year,all-week,early-peak,heatpump,2025,0.43100000000
all-year,all-week,early-peak,heatpump,2020,0.81900000000
all-year,all-week,early-peak,heatpump,2025,0.43100000000
all-year,all-week,early-peak,gasboiler,2020,0.20830000000
all-year,all-week,early-peak,heatpump,2020,0.79170000000
all-year,all-week,early-peak,gasboiler,2020,0.20830000000
all-year,all-week,early-peak,heatpump,2020,0.79170000000
all-year,all-week,early-peak,heatpump,2020,0.81900000000
all-year,all-week,early-peak,heatpump,2025,0.43100000000
all-year,all-week,early-peak,heatpump,2020,0.81900000000
all-year,all-week,early-peak,heatpump,2025,0.43100000000
all-year,all-week,early-peak,gasboiler,2020,13.48120000000
all-year,all-week,early-peak,gasboiler,2020,13.48120000000
all-year,all-week,early-peak,gasboiler,2020,13.48120000000
all-year,all-week,early-peak,gasboiler,2020,13.48120000000
all-year,all-week,late-peak,gasboiler,2020,0.41670000000
all-year,all-week,late-peak,heatpump,2020,1.58330000000
all-year,all-week,late-peak,gasboiler,2020,0.41670000000
all-year,all-week,late-peak,heatpump,2020,1.58330000000
all-year,all-week,late-peak,heatpump,2020,1.63790000000
all-year,all-week,late-peak,heatpump,2025,0.86210000000
all-year,all-week,late-peak,heatpump,2020,1.63790000000
all-year,all-week,late-peak,heatpump,2025,0.86210000000
all-year,all-week,late-peak,gasboiler,2020,0.41670000000
all-year,all-week,late-peak,heatpump,2020,1.58330000000
all-year,all-week,late-peak,gasboiler,2020,0.41670000000
all-year,all-week,late-peak,heatpump,2020,1.58330000000
all-year,all-week,late-peak,heatpump,2020,1.63790000000
all-year,all-week,late-peak,heatpump,2025,0.86210000000
all-year,all-week,late-peak,heatpump,2020,1.63790000000
all-year,all-week,late-peak,heatpump,2025,0.86210000000
all-year,all-week,late-peak,gasboiler,2020,26.96250000000
all-year,all-week,late-peak,gasboiler,2020,26.96250000000
all-year,all-week,late-peak,gasboiler,2020,26.96250000000
all-year,all-week,late-peak,gasboiler,2020,26.96250000000
all-year,all-week,evening,gasboiler,2020,0.27780000000
all-year,all-week,evening,heatpump,2020,1.05560000000
all-year,all-week,evening,gasboiler,2020,0.27780000000
all-year,all-week,evening,heatpump,2020,1.05560000000
all-year,all-week,evening,heatpump,2020,1.09200000000
all-year,all-week,evening,heatpump,2025,0.57470000000
all-year,all-week,evening,heatpump,2020,1.09200000000
all-year,all-week,evening,heatpump,2025,0.57470000000
all-year,all-week,evening,gasboiler,2020,0.27780000000
all-year,all-week,evening,heatpump,2020,1.05560000000
all-year,all-week,evening,gasboiler,2020,0.27780000000
all-year,all-week,evening,heatpump,2020,1.05560000000
all-year,all-week,evening,heatpump,2020,1.09200000000
all-year,all-week,evening,heatpump,2025,0.57470000000
all-year,all-week,evening,heatpump,2020,1.09200000000
all-year,all-week,evening,heatpump,2025,0.57470000000
all-year,all-week,evening,gasboiler,2020,17.97500000000
all-year,all-week,evening,gasboiler,2020,17.97500000000
all-year,all-week,evening,gasboiler,2020,17.97500000000
all-year,all-week,evening,gasboiler,2020,17.97500000000
