timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2030,1,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R1,2030,2,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R1,2030,5,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R1,2030,6,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R1,2035,2,all-year,all-week,night,heatpump,2025,0.27780000000
0,heat,R1,2035,3,all-year,all-week,night,heatpump,2030,0.72220000000
0,heat,R1,2035,6,all-year,all-week,night,heatpump,2025,0.27780000000
0,heat,R1,2035,7,all-year,all-week,night,heatpump,2030,0.72220000000
0,heat,R2,2030,1,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R2,2030,2,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R2,2030,5,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R2,2030,6,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R2,2035,2,all-year,all-week,night,heatpump,2025,0.27780000000
0,heat,R2,2035,3,all-year,all-week,night,heatpump,2030,0.72220000000
0,heat,R2,2035,6,all-year,all-week,night,heatpump,2025,0.27780000000
0,heat,R2,2035,7,all-year,all-week,night,heatpump,2030,0.72220000000
1,heat,R1,2030,1,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R1,2030,2,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R1,2030,5,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R1,2030,6,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R1,2035,2,all-year,all-week,morning,heatpump,2025,0.41670000000
1,heat,R1,2035,3,all-year,all-week,morning,heatpump,2030,1.08330000000
1,heat,R1,2035,6,all-year,all-week,morning,heatpump,2025,0.41670000000
1,heat,R1,2035,7,all-year,all-week,morning,heatpump,2030,1.08330000000
1,heat,R2,2030,1,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R2,2030,2,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R2,2030,5,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R2,2030,6,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R2,2035,2,all-year,all-week,morning,heatpump,2025,0.41670000000
1,heat,R2,2035,3,all-year,all-week,morning,heatpump,2030,1.08330000000
1,heat,R2,2035,6,all-year,all-week,morning,heatpump,2025,0.41670000000
1,heat,R2,2035,7,all-year,all-week,morning,heatpump,2030,1.08330000000
2,heat,R1,2030,1,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R1,2030,2,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R1,2030,5,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R1,2030,6,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R1,2035,2,all-year,all-week,afternoon,heatpump,2025,0.27780000000
2,heat,R1,2035,3,all-year,all-week,afternoon,heatpump,2030,0.72220000000
2,heat,R1,2035,6,all-year,all-week,afternoon,heatpump,2025,0.27780000000
2,heat,R1,2035,7,all-year,all-week,afternoon,heatpump,2030,0.72220000000
2,heat,R2,2030,1,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R2,2030,2,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R2,2030,5,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R2,2030,6,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R2,2035,2,all-year,all-week,afternoon,heatpump,2025,0.27780000000
2,heat,R2,2035,3,all-year,all-week,afternoon,heatpump,2030,0.72220000000
2,heat,R2,2035,6,all-year,all-week,afternoon,heatpump,2025,0.27780000000
2,heat,R2,2035,7,all-year,all-week,afternoon,heatpump,2030,0.72220000000
3,heat,R1,2030,1,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R1,2030,2,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R1,2030,5,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R1,2030,6,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R1,2035,2,all-year,all-week,early-peak,heatpump,2025,0.41670000000
3,heat,R1,2035,3,all-year,all-week,early-peak,heatpump,2030,1.08330000000
3,heat,R1,2035,6,all-year,all-week,early-peak,heatpump,2025,0.41670000000
3,heat,R1,2035,7,all-year,all-week,early-peak,heatpump,2030,1.08330000000
3,heat,R2,2030,1,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R2,2030,2,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R2,2030,5,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R2,2030,6,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R2,2035,2,all-year,all-week,early-peak,heatpump,2025,0.41670000000
3,heat,R2,2035,3,all-year,all-week,early-peak,heatpump,2030,1.08330000000
3,heat,R2,2035,6,all-year,all-week,early-peak,heatpump,2025,0.41670000000
3,heat,R2,2035,7,all-year,all-week,early-peak,heatpump,2030,1.08330000000
4,heat,R1,2030,1,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R1,2030,2,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R1,2030,5,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R1,2030,6,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R1,2035,2,all-year,all-week,late-peak,heatpump,2025,0.83330000000
4,heat,R1,2035,3,all-year,all-week,late-peak,heatpump,2030,2.16670000000
4,heat,R1,2035,6,all-year,all-week,late-peak,heatpump,2025,0.83330000000
4,heat,R1,2035,7,all-year,all-week,late-peak,heatpump,2030,2.16670000000
4,heat,R2,2030,1,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R2,2030,2,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R2,2030,5,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R2,2030,6,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R2,2035,2,all-year,all-week,late-peak,heatpump,2025,0.83330000000
4,heat,R2,2035,3,all-year,all-week,late-peak,heatpump,2030,2.16670000000
4,heat,R2,2035,6,all-year,all-week,late-peak,heatpump,2025,0.83330000000
4,heat,R2,2035,7,all-year,all-week,late-peak,heatpump,2030,2.16670000000
5,heat,R1,2030,1,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R1,2030,2,all-year,all-week,evening,heatpump,2025,0.57470000000
5,heat,R1,2030,5,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R1,2030,6,all-year,all-week,evening,heatpump,2025,0.57470000000
5,heat,R1,2035,2,all-year,all-week,evening,heatpump,2025,0.55560000000
5,heat,R1,2035,3,all-year,all-week,evening,heatpump,2030,1.44440000000
5,heat,R1,2035,6,all-year,all-week,evening,heatpump,2025,0.55560000000
5,heat,R1,2035,7,all-year,all-week,evening,heatpump,2030,1.44440000000
5,heat,R2,2030,1,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R2,2030,2,all-year,all-week,evening,heatpump,2025,0.57470000000
