asset,commodity,day,hour,installed,month,region,supply,technology,timeslice,year
6,heat,all-week,night,2030,all-year,R1,0.69440000000,heatpump,0,2035
1,CO2f,all-week,night,2025,all-year,R1,12.58250000000,gasboiler,0,2035
2,CO2f,all-week,night,2030,all-year,R1,44.93750000000,gasboiler,0,2035
1,heat,all-week,morning,2025,all-year,R1,0.29170000000,gasboiler,1,2035
2,heat,all-week,morning,2030,all-year,R1,1.04170000000,gasboiler,1,2035
5,heat,all-week,morning,2025,all-year,R1,0.62500000000,heatpump,1,2035
6,heat,all-week,morning,2030,all-year,R1,1.04170000000,heatpump,1,2035
1,CO2f,all-week,morning,2025,all-year,R1,18.87370000000,gasboiler,1,2035
2,CO2f,all-week,morning,2030,all-year,R1,67.40630000000,gasboiler,1,2035
1,heat,all-week,afternoon,2025,all-year,R1,0.19440000000,gasboiler,2,2035
2,heat,all-week,afternoon,2030,all-year,R1,0.69440000000,gasboiler,2,2035
5,heat,all-week,afternoon,2025,all-year,R1,0.41670000000,heatpump,2,2035
6,heat,all-week,afternoon,2030,all-year,R1,0.69440000000,heatpump,2,2035
1,CO2f,all-week,afternoon,2025,all-year,R1,12.58250000000,gasboiler,2,2035
2,CO2f,all-week,afternoon,2030,all-year,R1,44.93750000000,gasboiler,2,2035
1,heat,all-week,early-peak,2025,all-year,R1,0.29170000000,gasboiler,3,2035
2,heat,all-week,early-peak,2030,all-year,R1,1.04170000000,gasboiler,3,2035
5,heat,all-week,early-peak,2025,all-year,R1,0.62500000000,heatpump,3,2035
6,heat,all-week,early-peak,2030,all-year,R1,1.04170000000,heatpump,3,2035
1,CO2f,all-week,early-peak,2025,all-year,R1,18.87370000000,gasboiler,3,2035
2,CO2f,all-week,early-peak,2030,all-year,R1,67.40630000000,gasboiler,3,2035
1,heat,all-week,late-peak,2025,all-year,R1,0.58330000000,gasboiler,4,2035
2,heat,all-week,late-peak,2030,all-year,R1,2.08330000000,gasboiler,4,2035
5,heat,all-week,late-peak,2025,all-year,R1,1.25000000000,heatpump,4,2035
6,heat,all-week,late-peak,2030,all-year,R1,2.08330000000,heatpump,4,2035
1,CO2f,all-week,late-peak,2025,all-year,R1,37.74750000000,gasboiler,4,2035
2,CO2f,all-week,late-peak,2030,all-year,R1,134.81250000000,gasboiler,4,2035
1,heat,all-week,evening,2025,all-year,R1,0.38890000000,gasboiler,5,2035
2,heat,all-week,evening,2030,all-year,R1,1.38890000000,gasboiler,5,2035
5,heat,all-week,evening,2025,all-year,R1,0.83330000000,heatpump,5,2035
6,heat,all-week,evening,2030,all-year,R1,1.38890000000,heatpump,5,2035
1,CO2f,all-week,evening,2025,all-year,R1,25.16500000000,gasboiler,5,2035
2,CO2f,all-week,evening,2030,all-year,R1,89.87500000000,gasboiler,5,2035
2,heat,all-week,night,2030,all-year,R1,0.69440000000,gasboiler,0,2040
3,heat,all-week,night,2035,all-year,R1,0.25000000000,gasboiler,0,2040
7,heat,all-week,night,2030,all-year,R1,0.69440000000,heatpump,0,2040
8,heat,all-week,night,2035,all-year,R1,0.69440000000,heatpump,0,2040
2,CO2f,all-week,night,2030,all-year,R1,44.93750000000,gasboiler,0,2040
3,CO2f,all-week,night,2035,all-year,R1,16.17750000000,gasboiler,0,2040
2,heat,all-week,morning,2030,all-year,R1,1.04170000000,gasboiler,1,2040
3,heat,all-week,morning,2035,all-year,R1,0.37500000000,gasboiler,1,2040
7,heat,all-week,morning,2030,all-year,R1,1.04170000000,heatpump,1,2040
8,heat,all-week,morning,2035,all-year,R1,1.04170000000,heatpump,1,2040
2,CO2f,all-week,morning,2030,all-year,R1,67.40630000000,gasboiler,1,2040
3,CO2f,all-week,morning,2035,all-year,R1,24.26620000000,gasboiler,1,2040
2,heat,all-week,afternoon,2030,all-year,R1,0.69440000000,gasboiler,2,2040
3,heat,all-week,afternoon,2035,all-year,R1,0.25000000000,gasboiler,2,2040
7,heat,all-week,afternoon,2030,all-year,R1,0.69440000000,heatpump,2,2040
8,heat,all-week,afternoon,2035,all-year,R1,0.69440000000,heatpump,2,2040
2,CO2f,all-week,afternoon,2030,all-year,R1,44.93750000000,gasboiler,2,2040
3,CO2f,all-week,afternoon,2035,all-year,R1,16.17750000000,gasboiler,2,2040
2,heat,all-week,early-peak,2030,all-year,R1,1.04170000000,gasboiler,3,2040
3,heat,all-week,early-peak,2035,all-year,R1,0.37500000000,gasboiler,3,2040
7,heat,all-week,early-peak,2030,all-year,R1,1.04170000000,heatpump,3,2040
8,heat,all-week,early-peak,2035,all-year,R1,1.04170000000,heatpump,3,2040
2,CO2f,all-week,early-peak,2030,all-year,R1,67.40630000000,gasboiler,3,2040
3,CO2f,all-week,early-peak,2035,all-year,R1,24.26620000000,gasboiler,3,2040
2,heat,all-week,late-peak,2030,all-year,R1,2.08330000000,gasboiler,4,2040
3,heat,all-week,late-peak,2035,all-year,R1,0.75000000000,gasboiler,4,2040
7,heat,all-week,late-peak,2030,all-year,R1,2.08330000000,heatpump,4,2040
8,heat,all-week,late-peak,2035,all-year,R1,2.08330000000,heatpump,4,2040
2,CO2f,all-week,late-peak,2030,all-year,R1,134.81250000000,gasboiler,4,2040
3,CO2f,all-week,late-peak,2035,all-year,R1,48.53250000000,gasboiler,4,2040
2,heat,all-week,evening,2030,all-year,R1,1.38890000000,gasboiler,5,2040
3,heat,all-week,evening,2035,all-year,R1,0.50000000000,gasboiler,5,2040
7,heat,all-week,evening,2030,all-year,R1,1.38890000000,heatpump,5,2040
8,heat,all-week,evening,2035,all-year,R1,1.38890000000,heatpump,5,2040
2,CO2f,all-week,evening,2030,all-year,R1,89.87500000000,gasboiler,5,2040
3,CO2f,all-week,evening,2035,all-year,R1,32.35500000000,gasboiler,5,2040
3,heat,all-week,night,2035,all-year,R1,0.25000000000,gasboiler,0,2045
4,heat,all-week,night,2040,all-year,R1,0.63890000000,gasboiler,0,2045
8,heat,all-week,night,2035,all-year,R1,0.69440000000,heatpump,0,2045
9,heat,all-week,night,2040,all-year,R1,1.08330000000,heatpump,0,2045
3,CO2f,all-week,night,2035,all-year,R1,16.17750000000,gasboiler,0,2045
4,CO2f,all-week,night,2040,all-year,R1,41.34250000000,gasboiler,0,2045
3,heat,all-week,morning,2035,all-year,R1,0.37500000000,gasboiler,1,2045
4,heat,all-week,morning,2040,all-year,R1,0.95830000000,gasboiler,1,2045
8,heat,all-week,morning,2035,all-year,R1,1.04170000000,heatpump,1,2045
9,heat,all-week,morning,2040,all-year,R1,1.62500000000,heatpump,1,2045
3,CO2f,all-week,morning,2035,all-year,R1,24.26620000000,gasboiler,1,2045
4,CO2f,all-week,morning,2040,all-year,R1,62.01380000000,gasboiler,1,2045
3,heat,all-week,afternoon,2035,all-year,R1,0.25000000000,gasboiler,2,2045
4,heat,all-week,afternoon,2040,all-year,R1,0.63890000000,gasboiler,2,2045
8,heat,all-week,afternoon,2035,all-year,R1,0.69440000000,heatpump,2,2045
9,heat,all-week,afternoon,2040,all-year,R1,1.08330000000,heatpump,2,2045
3,CO2f,all-week,afternoon,2035,all-year,R1,16.17750000000,gasboiler,2,2045
4,CO2f,all-week,afternoon,2040,all-year,R1,41.34250000000,gasboiler,2,2045
3,heat,all-week,early-peak,2035,all-year,R1,0.37500000000,gasboiler,3,2045
4,heat,all-week,early-peak,2040,all-year,R1,0.95830000000,gasboiler,3,2045
8,heat,all-week,early-peak,2035,all-year,R1,1.04170000000,heatpump,3,2045
9,heat,all-week,early-peak,2040,all-year,R1,1.62500000000,heatpump,3,2045
3,CO2f,all-week,early-peak,2035,all-year,R1,24.26620000000,gasboiler,3,2045
4,CO2f,all-week,early-peak,2040,all-year,R1,62.01380000000,gasboiler,3,2045
3,heat,all-week,late-peak,2035,all-year,R1,0.75000000000,gasboiler,4,2045
4,heat,all-week,late-peak,2040,all-year,R1,1.91670000000,gasboiler,4,2045
8,heat,all-week,late-peak,2035,all-year,R1,2.08330000000,heatpump,4,2045
9,heat,all-week,late-peak,2040,all-year,R1,3.25000000000,heatpump,4,2045
3,CO2f,all-week,late-peak,2035,all-year,R1,48.53250000000,gasboiler,4,2045
4,CO2f,all-week,late-peak,2040,all-year,R1,124.02750000000,gasboiler,4,2045
3,heat,all-week,evening,2035,all-year,R1,0.50000000000,gasboiler,5,2045
4,heat,all-week,evening,2040,all-year,R1,1.27780000000,gasboiler,5,2045
8,heat,all-week,evening,2035,all-year,R1,1.38890000000,heatpump,5,2045
9,heat,all-week,evening,2040,all-year,R1,2.16670000000,heatpump,5,2045
3,CO2f,all-week,evening,2035,all-year,R1,32.35500000000,gasboiler,5,2045
4,CO2f,all-week,evening,2040,all-year,R1,82.68500000000,gasboiler,5,2045
4,heat,all-week,night,2040,all-year,R1,0.63890000000,gasboiler,0,2050
9,heat,all-week,night,2040,all-year,R1,1.08330000000,heatpump,0,2050
10,heat,all-week,night,2045,all-year,R1,1.27780000000,heatpump,0,2050
4,CO2f,all-week,night,2040,all-year,R1,41.34250000000,gasboiler,0,2050
4,heat,all-week,morning,2040,all-year,R1,0.95830000000,gasboiler,1,2050
9,heat,all-week,morning,2040,all-year,R1,1.62500000000,heatpump,1,2050
10,heat,all-week,morning,2045,all-year,R1,1.91670000000,heatpump,1,2050
4,CO2f,all-week,morning,2040,all-year,R1,62.01380000000,gasboiler,1,2050
4,heat,all-week,afternoon,2040,all-year,R1,0.63890000000,gasboiler,2,2050
9,heat,all-week,afternoon,2040,all-year,R1,1.08330000000,heatpump,2,2050
10,heat,all-week,afternoon,2045,all-year,R1,1.27780000000,heatpump,2,2050
4,CO2f,all-week,afternoon,2040,all-year,R1,41.34250000000,gasboiler,2,2050
4,heat,all-week,early-peak,2040,all-year,R1,0.95830000000,gasboiler,3,2050
9,heat,all-week,early-peak,2040,all-year,R1,1.62500000000,heatpump,3,2050
10,heat,all-week,early-peak,2045,all-year,R1,1.91670000000,heatpump,3,2050
4,CO2f,all-week,early-peak,2040,all-year,R1,62.01380000000,gasboiler,3,2050
4,heat,all-week,late-peak,2040,all-year,R1,1.91670000000,gasboiler,4,2050
9,heat,all-week,late-peak,2040,all-year,R1,3.25000000000,heatpump,4,2050
10,heat,all-week,late-peak,2045,all-year,R1,3.83330000000,heatpump,4,2050
4,CO2f,all-week,late-peak,2040,all-year,R1,124.02750000000,gasboiler,4,2050
4,heat,all-week,evening,2040,all-year,R1,1.27780000000,gasboiler,5,2050
9,heat,all-week,evening,2040,all-year,R1,2.16670000000,heatpump,5,2050
10,heat,all-week,evening,2045,all-year,R1,2.55560000000,heatpump,5,2050
4,CO2f,all-week,evening,2040,all-year,R1,82.68500000000,gasboiler,5,2050
