asset,year,region,installed,technology,capacity
9,2034,R1,2024,gas_stove,8.13330000000
9,2035,R1,2024,gas_stove,8.13330000000
11,2034,R1,2024,heatpump,7.60000000000
11,2035,R1,2024,heatpump,7.60000000000
13,2034,R1,2026,gas_stove,2.13330000000
13,2035,R1,2026,gas_stove,2.13330000000
13,2036,R1,2026,gas_stove,2.13330000000
13,2037,R1,2026,gas_stove,2.13330000000
15,2034,R1,2026,heatpump,1.60000000000
15,2035,R1,2026,heatpump,1.60000000000
15,2036,R1,2026,heatpump,1.60000000000
15,2037,R1,2026,heatpump,1.60000000000
17,2034,R1,2028,gas_stove,21.46670000000
17,2035,R1,2028,gas_stove,21.46670000000
17,2036,R1,2028,gas_stove,21.46670000000
17,2037,R1,2028,gas_stove,21.46670000000
17,2038,R1,2028,gas_stove,21.46670000000
17,2039,R1,2028,gas_stove,21.46670000000
19,2034,R1,2028,heatpump,43.60000000000
19,2035,R1,2028,heatpump,43.60000000000
19,2036,R1,2028,heatpump,43.60000000000
19,2037,R1,2028,heatpump,43.60000000000
19,2038,R1,2028,heatpump,43.60000000000
19,2039,R1,2028,heatpump,43.60000000000
21,2034,R1,2030,gas_stove,8.26670000000
21,2035,R1,2030,gas_stove,8.26670000000
21,2036,R1,2030,gas_stove,8.26670000000
21,2037,R1,2030,gas_stove,8.26670000000
21,2038,R1,2030,gas_stove,8.26670000000
21,2039,R1,2030,gas_stove,8.26670000000
21,2040,R1,2030,gas_stove,8.26670000000
21,2041,R1,2030,gas_stove,8.26670000000
23,2034,R1,2030,heatpump,7.20000000000
23,2035,R1,2030,heatpump,7.20000000000
23,2036,R1,2030,heatpump,7.20000000000
23,2037,R1,2030,heatpump,7.20000000000
23,2038,R1,2030,heatpump,7.20000000000
23,2039,R1,2030,heatpump,7.20000000000
23,2040,R1,2030,heatpump,7.20000000000
23,2041,R1,2030,heatpump,7.20000000000
25,2034,R1,2032,gas_stove,10.26670000000
25,2035,R1,2032,gas_stove,10.26670000000
25,2036,R1,2032,gas_stove,10.26670000000
25,2037,R1,2032,gas_stove,10.26670000000
25,2038,R1,2032,gas_stove,10.26670000000
25,2039,R1,2032,gas_stove,10.26670000000
25,2040,R1,2032,gas_stove,10.26670000000
25,2041,R1,2032,gas_stove,10.26670000000
25,2042,R1,2032,gas_stove,10.26670000000
25,2043,R1,2032,gas_stove,10.26670000000
27,2034,R1,2032,heatpump,9.20000000000
27,2035,R1,2032,heatpump,9.20000000000
27,2036,R1,2032,heatpump,9.20000000000
27,2037,R1,2032,heatpump,9.20000000000
27,2038,R1,2032,heatpump,9.20000000000
27,2039,R1,2032,heatpump,9.20000000000
27,2040,R1,2032,heatpump,9.20000000000
27,2041,R1,2032,heatpump,9.20000000000
27,2042,R1,2032,heatpump,9.20000000000
27,2043,R1,2032,heatpump,9.20000000000
29,2036,R1,2034,gas_stove,4.26670000000
29,2037,R1,2034,gas_stove,4.26670000000
29,2038,R1,2034,gas_stove,4.26670000000
29,2039,R1,2034,gas_stove,4.26670000000
29,2040,R1,2034,gas_stove,4.26670000000
29,2041,R1,2034,gas_stove,4.26670000000
29,2042,R1,2034,gas_stove,4.26670000000
29,2043,R1,2034,gas_stove,4.26670000000
29,2044,R1,2034,gas_stove,4.26670000000
29,2045,R1,2034,gas_stove,4.26670000000
31,2036,R1,2034,heatpump,3.20000000000
31,2037,R1,2034,heatpump,3.20000000000
31,2038,R1,2034,heatpump,3.20000000000
31,2039,R1,2034,heatpump,3.20000000000
31,2040,R1,2034,heatpump,3.20000000000
31,2041,R1,2034,heatpump,3.20000000000
31,2042,R1,2034,heatpump,3.20000000000
31,2043,R1,2034,heatpump,3.20000000000
31,2044,R1,2034,heatpump,3.20000000000
31,2045,R1,2034,heatpump,3.20000000000
41,2034,R2,2024,gas_stove,7.06670000000
41,2035,R2,2024,gas_stove,7.06670000000
43,2034,R2,2024,heatpump,7.60000000000
43,2035,R2,2024,heatpump,7.60000000000
45,2034,R2,2026,gas_stove,1.06670000000
45,2035,R2,2026,gas_stove,1.06670000000
45,2036,R2,2026,gas_stove,1.06670000000
45,2037,R2,2026,gas_stove,1.06670000000
47,2034,R2,2026,heatpump,1.60000000000
47,2035,R2,2026,heatpump,1.60000000000
47,2036,R2,2026,heatpump,1.60000000000
47,2037,R2,2026,heatpump,1.60000000000
49,2034,R2,2028,gas_stove,9.73330000000
49,2035,R2,2028,gas_stove,9.73330000000
49,2036,R2,2028,gas_stove,9.73330000000
49,2037,R2,2028,gas_stove,9.73330000000
49,2038,R2,2028,gas_stove,9.73330000000
49,2039,R2,2028,gas_stove,9.73330000000
51,2034,R2,2028,heatpump,43.60000000000
51,2035,R2,2028,heatpump,43.60000000000
51,2036,R2,2028,heatpump,43.60000000000
51,2037,R2,2028,heatpump,43.60000000000
51,2038,R2,2028,heatpump,43.60000000000
51,2039,R2,2028,heatpump,43.60000000000
53,2034,R2,2030,gas_stove,6.13330000000
53,2035,R2,2030,gas_stove,6.13330000000
53,2036,R2,2030,gas_stove,6.13330000000
53,2037,R2,2030,gas_stove,6.13330000000
53,2038,R2,2030,gas_stove,6.13330000000
53,2039,R2,2030,gas_stove,6.13330000000
53,2040,R2,2030,gas_stove,6.13330000000
53,2041,R2,2030,gas_stove,6.13330000000
55,2034,R2,2030,heatpump,7.20000000000
55,2035,R2,2030,heatpump,7.20000000000
55,2036,R2,2030,heatpump,7.20000000000
55,2037,R2,2030,heatpump,7.20000000000
55,2038,R2,2030,heatpump,7.20000000000
55,2039,R2,2030,heatpump,7.20000000000
55,2040,R2,2030,heatpump,7.20000000000
55,2041,R2,2030,heatpump,7.20000000000
57,2034,R2,2032,gas_stove,8.13330000000
57,2035,R2,2032,gas_stove,8.13330000000
57,2036,R2,2032,gas_stove,8.13330000000
57,2037,R2,2032,gas_stove,8.13330000000
57,2038,R2,2032,gas_stove,8.13330000000
57,2039,R2,2032,gas_stove,8.13330000000
57,2040,R2,2032,gas_stove,8.13330000000
57,2041,R2,2032,gas_stove,8.13330000000
57,2042,R2,2032,gas_stove,8.13330000000
57,2043,R2,2032,gas_stove,8.13330000000
59,2034,R2,2032,heatpump,9.20000000000
59,2035,R2,2032,heatpump,9.20000000000
59,2036,R2,2032,heatpump,9.20000000000
59,2037,R2,2032,heatpump,9.20000000000
59,2038,R2,2032,heatpump,9.20000000000
59,2039,R2,2032,heatpump,9.20000000000
59,2040,R2,2032,heatpump,9.20000000000
59,2041,R2,2032,heatpump,9.20000000000
59,2042,R2,2032,heatpump,9.20000000000
59,2043,R2,2032,heatpump,9.20000000000
61,2036,R2,2034,gas_stove,2.13330000000
61,2037,R2,2034,gas_stove,2.13330000000
61,2038,R2,2034,gas_stove,2.13330000000
61,2039,R2,2034,gas_stove,2.13330000000
61,2040,R2,2034,gas_stove,2.13330000000
61,2041,R2,2034,gas_stove,2.13330000000
61,2042,R2,2034,gas_stove,2.13330000000
61,2043,R2,2034,gas_stove,2.13330000000
61,2044,R2,2034,gas_stove,2.13330000000
61,2045,R2,2034,gas_stove,2.13330000000
63,2036,R2,2034,heatpump,3.20000000000
63,2037,R2,2034,heatpump,3.20000000000
63,2038,R2,2034,heatpump,3.20000000000
63,2039,R2,2034,heatpump,3.20000000000
63,2040,R2,2034,heatpump,3.20000000000
63,2041,R2,2034,heatpump,3.20000000000
63,2042,R2,2034,heatpump,3.20000000000
63,2043,R2,2034,heatpump,3.20000000000
63,2044,R2,2034,heatpump,3.20000000000
63,2045,R2,2034,heatpump,3.20000000000
